mean_count turtles with [standing?],mean_count turtles with [feeling-awkward? = true],min_count turtles with [standing?],min_count turtles with [feeling-awkward? = true],last_count turtles with [standing?],last_count turtles with [feeling-awkward? = true],sd_count turtles with [standing?],sd_count turtles with [feeling-awkward? = true],trend_count turtles with [standing?],trend_count turtles with [feeling-awkward? = true],max_count turtles with [standing?],max_count turtles with [feeling-awkward? = true],snap_10_count turtles with [standing?],snap_10_count turtles with [feeling-awkward? = true],snap_20_count turtles with [standing?],snap_20_count turtles with [feeling-awkward? = true],snap_30_count turtles with [standing?],snap_30_count turtles with [feeling-awkward? = true],snap_40_count turtles with [standing?],snap_40_count turtles with [feeling-awkward? = true]
162.46,20.28,3.0,3.0,9.0,9.0,126.42075937123619,16.726075451222858,-7.030924369747901,-0.3258583433373362,397.0,111.0,251.0,25.0,142.0,29.0,208.0,20.0,32.0,20.0
102.78,23.54,11.0,9.0,38.0,18.0,101.7664561631189,14.505461040587441,-4.954765906362548,-0.5104921968787527,360.0,109.0,143.0,41.0,36.0,18.0,20.0,11.0,86.0,17.0
201.82,54.36,40.0,33.0,173.0,55.0,78.05964130073876,9.856490247547553,3.2042737094837945,0.06184873949579798,332.0,75.0,153.0,49.0,229.0,69.0,324.0,39.0,180.0,59.0
167.4,36.64,86.0,11.0,246.0,46.0,33.57201215298243,23.268657030434735,0.39855942376950887,-0.3693637454982005,246.0,175.0,143.0,30.0,181.0,31.0,169.0,20.0,152.0,37.0
238.18,35.26,14.0,13.0,243.0,38.0,106.49463648466056,21.7998256873765,5.0212244897959195,-0.442689075630254,385.0,171.0,17.0,15.0,162.0,20.0,318.0,27.0,376.0,23.0
358.76,17.9,219.0,1.0,304.0,20.0,42.76847437073247,29.685855217594813,0.675726290516208,-0.9546698679471805,399.0,200.0,362.0,13.0,392.0,8.0,395.0,5.0,358.0,10.0
133.7,56.22,32.0,28.0,88.0,67.0,74.16690636665385,17.171243402852337,3.6188715486194476,0.5839615846338526,316.0,121.0,35.0,28.0,128.0,50.0,157.0,48.0,266.0,84.0
182.38,51.98,33.0,22.0,78.0,51.0,103.04094137768735,18.186247551377942,-2.3125570228091257,-0.030300120048020338,371.0,148.0,363.0,37.0,176.0,44.0,35.0,25.0,264.0,59.0
245.62,44.16,34.0,24.0,336.0,41.0,90.7087404829325,10.110113748123709,-2.2642496998799553,0.36331332533013166,374.0,64.0,278.0,37.0,323.0,43.0,69.0,37.0,311.0,48.0
186.78,63.24,65.0,35.0,207.0,35.0,64.27792467091638,14.040740721201287,-0.25896758703481554,-0.18228091236494698,340.0,93.0,100.0,63.0,124.0,71.0,227.0,92.0,235.0,64.0
242.26,21.72,12.0,6.0,389.0,11.0,125.76514779540474,8.440473920343573,8.356638655462188,-0.3048259303721493,390.0,41.0,138.0,21.0,189.0,21.0,363.0,23.0,388.0,12.0
86.34,23.74,10.0,8.0,40.0,13.0,69.1076291012794,9.959538141901964,1.0436974789915971,0.05690276110444143,243.0,60.0,10.0,8.0,135.0,28.0,79.0,37.0,145.0,20.0
180.2,55.12,49.0,37.0,187.0,93.0,89.8260541268512,10.730591782376218,-3.7421368547419016,0.30376950780312123,360.0,93.0,272.0,51.0,49.0,43.0,132.0,63.0,192.0,61.0
202.5,35.14,124.0,11.0,124.0,39.0,24.55056007507772,25.18889437827711,-0.5752220888355363,-0.8101320528211302,238.0,190.0,183.0,40.0,199.0,27.0,227.0,16.0,207.0,25.0
212.72,56.88,62.0,39.0,264.0,60.0,82.34586571285773,16.822175840241357,-1.701608643457384,-0.33142857142857307,357.0,159.0,162.0,51.0,327.0,46.0,196.0,55.0,113.0,58.0
227.04,29.28,128.0,14.0,152.0,25.0,76.99505438662929,14.454120519768749,-4.36590636254502,-0.189387755102042,384.0,121.0,319.0,31.0,157.0,37.0,213.0,19.0,171.0,29.0
172.94,35.78,44.0,18.0,281.0,20.0,86.08911894078136,20.846380980880106,3.7102040816326545,-0.6670348139255714,331.0,160.0,162.0,28.0,188.0,37.0,61.0,26.0,295.0,24.0
45.7,8.92,0.0,0.0,142.0,21.0,67.53702688155587,8.425769994487153,3.283409363745499,0.06953181272508968,208.0,54.0,5.0,5.0,3.0,3.0,3.0,3.0,123.0,14.0
235.26,29.14,14.0,12.0,231.0,14.0,141.87879475101272,15.951188043528294,-8.195966386554625,0.2953661464585832,388.0,71.0,388.0,12.0,316.0,39.0,213.0,62.0,40.0,24.0
153.5,43.3,33.0,22.0,110.0,43.0,59.52486875248025,20.516578662145402,-1.986314525810327,-0.6224729891956796,333.0,154.0,206.0,50.0,169.0,40.0,38.0,25.0,159.0,32.0
152.3,41.56,37.0,27.0,93.0,27.0,53.04460387259009,8.68368585336895,1.157695078031212,-0.17709483793517405,250.0,70.0,144.0,56.0,181.0,46.0,219.0,47.0,155.0,36.0
234.1,32.6,75.0,17.0,342.0,32.0,96.37017173378906,14.1943650791432,0.9008883553421368,-0.38924369747899246,379.0,122.0,265.0,33.0,146.0,22.0,92.0,31.0,336.0,29.0
244.1,40.46,62.0,20.0,112.0,31.0,86.72145063362349,16.944863528515064,0.20662665066026287,-0.5461224489795928,348.0,123.0,318.0,46.0,156.0,71.0,283.0,38.0,332.0,25.0
143.54,48.1,32.0,30.0,78.0,44.0,89.9184541682073,15.229248175796467,-4.776038415366152,-0.5166386554621861,341.0,136.0,186.0,64.0,227.0,53.0,47.0,39.0,148.0,51.0
259.22,23.46,16.0,8.0,373.0,23.0,78.66111873092068,17.777750138867404,3.8993037214885957,-0.639279711884755,391.0,107.0,248.0,19.0,305.0,14.0,215.0,18.0,275.0,11.0
170.38,49.2,34.0,23.0,325.0,56.0,109.58757046307761,13.096564434995923,6.616134453781513,0.09795918367346909,360.0,83.0,132.0,56.0,98.0,42.0,219.0,55.0,207.0,45.0
172.8,34.48,32.0,17.0,32.0,23.0,89.41319813092473,12.488778963533624,-3.2878751500600245,-0.2853301320528218,343.0,91.0,273.0,23.0,279.0,43.0,175.0,50.0,65.0,27.0
223.2,17.34,4.0,1.0,289.0,14.0,123.0750990249449,11.293555684548602,-3.6630012004801973,-0.09541416566626684,397.0,65.0,325.0,29.0,221.0,17.0,8.0,4.0,256.0,13.0
334.76,18.8,69.0,0.0,357.0,22.0,92.00490421711228,30.430905343088288,3.0738055222088803,-0.9067947178871565,400.0,198.0,213.0,24.0,397.0,3.0,400.0,0.0,387.0,6.0
260.44,55.32,170.0,29.0,237.0,65.0,50.67944751080067,20.69535213520176,1.4329891956782703,-0.35755102040816433,333.0,177.0,328.0,52.0,210.0,50.0,327.0,39.0,314.0,39.0
152.32,60.16,41.0,37.0,143.0,66.0,60.15261922809347,10.705811505906501,1.3953421368547416,0.17392557022809074,259.0,79.0,227.0,53.0,88.0,47.0,241.0,75.0,211.0,50.0
214.52,11.1,110.0,2.0,110.0,8.0,40.78344762277951,21.608563117431018,-1.7504921968787537,-0.6365906362545033,285.0,145.0,191.0,7.0,258.0,4.0,233.0,2.0,187.0,8.0
176.26,34.36,21.0,18.0,119.0,31.0,74.99221559602037,6.840350868193823,-1.182376950780311,-0.03044417767106863,320.0,52.0,303.0,40.0,190.0,26.0,242.0,25.0,125.0,39.0
242.6,54.88,166.0,39.0,271.0,53.0,42.89755237772897,21.996945242464914,-0.9873709483793522,-0.5569267707082851,326.0,196.0,317.0,54.0,201.0,43.0,187.0,52.0,232.0,47.0
246.4,51.34,54.0,21.0,64.0,33.0,106.1753267006982,24.748018102466304,-4.411236494597842,-0.023097238895559858,375.0,197.0,362.0,38.0,303.0,57.0,80.0,45.0,292.0,51.0
200.74,45.72,54.0,29.0,318.0,44.0,100.35094618388008,14.380598040415428,1.6388475390156032,0.14818727490996356,366.0,91.0,55.0,45.0,132.0,42.0,215.0,50.0,218.0,61.0
392.3,5.9,333.0,0.0,397.0,3.0,10.759646834352878,10.879797792238604,0.3615366146458575,-0.2768307322929178,400.0,78.0,392.0,8.0,397.0,3.0,399.0,1.0,385.0,8.0
41.42,7.76,0.0,0.0,0.0,0.0,58.271464714729795,19.92542094912928,-3.1724849939976014,-0.6986794717887166,171.0,137.0,163.0,16.0,3.0,3.0,0.0,0.0,0.0,0.0
214.9,59.78,43.0,34.0,252.0,84.0,90.56848237659722,24.76634006065491,-1.239519807923171,-0.20115246098439493,362.0,191.0,217.0,53.0,158.0,54.0,222.0,86.0,168.0,74.0
194.06,51.84,29.0,23.0,102.0,62.0,102.07828564391156,19.052936781504314,-1.8905642256902777,-0.4031692677070833,366.0,112.0,354.0,41.0,179.0,75.0,201.0,58.0,32.0,25.0
280.04,22.62,94.0,4.0,394.0,6.0,90.6289048813898,25.691936478202653,5.105210084033613,-0.9499639855942392,396.0,180.0,310.0,39.0,185.0,23.0,276.0,5.0,383.0,10.0
209.24,32.96,12.0,11.0,166.0,19.0,100.98426808171658,15.123438762397923,1.943433373349341,0.35351740696278494,351.0,82.0,182.0,26.0,351.0,31.0,286.0,55.0,309.0,59.0
206.98,39.44,57.0,16.0,279.0,53.0,82.27794115071184,18.449021654277495,1.8211284513805532,0.12542617046818655,373.0,140.0,141.0,20.0,359.0,30.0,315.0,49.0,194.0,38.0
44.3,21.58,9.0,9.0,16.0,16.0,39.919043074703076,19.052653358522,1.0648259303721481,-0.09781512605042163,139.0,143.0,29.0,17.0,22.0,12.0,15.0,13.0,134.0,36.0
158.92,18.4,8.0,5.0,302.0,25.0,128.08229229678864,8.79772697916911,7.782953181272513,0.10400960384153633,393.0,46.0,66.0,23.0,91.0,18.0,94.0,24.0,364.0,16.0
250.58,25.4,96.0,7.0,365.0,17.0,62.24759915048933,18.023318229449313,2.082448979591839,-0.2569027611044427,373.0,131.0,272.0,26.0,203.0,7.0,273.0,19.0,192.0,29.0
291.42,46.32,117.0,24.0,236.0,74.0,68.30141726201587,17.56409974920434,-2.622376950780312,0.5812244897959182,375.0,101.0,338.0,43.0,237.0,34.0,363.0,38.0,248.0,42.0
229.16,20.7,12.0,4.0,25.0,21.0,117.62743897577639,12.175795661885921,0.36763505402160823,-0.0034093637454984814,394.0,50.0,223.0,42.0,369.0,18.0,352.0,13.0,183.0,19.0
184.1,58.84,41.0,36.0,284.0,56.0,102.49668287315447,20.40917440760405,0.01992797118847602,-0.2522929171668681,362.0,174.0,66.0,57.0,276.0,82.0,77.0,50.0,69.0,54.0
103.02,25.58,18.0,12.0,149.0,34.0,45.732915935898944,10.208016457666986,2.735126050420169,0.019639855942376355,160.0,84.0,54.0,17.0,109.0,32.0,127.0,20.0,138.0,24.0
145.68,43.3,20.0,18.0,157.0,45.0,84.32779850085024,18.181584089402115,-3.192028811524614,-0.6230492196878765,309.0,145.0,147.0,41.0,209.0,46.0,203.0,51.0,33.0,34.0
105.18,13.62,0.0,0.0,1.0,1.0,96.9244427376294,30.769393884183028,-5.744777911164468,-1.0527250900360163,250.0,192.0,231.0,6.0,192.0,7.0,6.0,6.0,3.0,3.0
103.34,44.46,27.0,27.0,170.0,55.0,57.29419167769103,10.190603515003414,0.8680432172869146,0.08600240096038382,253.0,81.0,114.0,49.0,65.0,39.0,109.0,42.0,48.0,43.0
210.72,47.22,29.0,22.0,193.0,50.0,93.79489111886637,18.065757664709224,3.057863145258104,-0.014741896758704461,351.0,138.0,110.0,50.0,218.0,35.0,351.0,24.0,208.0,42.0
232.28,41.24,125.0,19.0,315.0,33.0,68.7627922644216,24.341372188108053,-1.306794717887158,-0.4587755102040837,335.0,199.0,324.0,31.0,186.0,39.0,138.0,34.0,205.0,41.0
300.22,23.56,207.0,3.0,284.0,23.0,56.22856569396023,22.858836365834552,-1.4270828331332555,-0.20984393757503128,390.0,173.0,390.0,3.0,256.0,16.0,241.0,16.0,380.0,20.0
213.44,61.26,61.0,32.0,190.0,80.0,86.23900741543815,20.095581603924778,1.424825930372148,-0.5034813925570248,368.0,170.0,87.0,52.0,259.0,54.0,114.0,43.0,358.0,40.0
120.64,21.12,0.0,0.0,5.0,5.0,90.57345306434993,19.95959919437262,-4.788091236494601,-0.9379111644657874,281.0,131.0,281.0,31.0,179.0,14.0,130.0,23.0,6.0,6.0
175.88,62.04,71.0,39.0,187.0,58.0,79.52676027602281,9.236795981291348,-4.01911164465787,0.1508763505402155,354.0,86.0,258.0,59.0,120.0,56.0,103.0,72.0,111.0,68.0
101.08,35.42,38.0,20.0,157.0,29.0,45.428995146271944,9.82871303884695,-0.2153181272509008,-0.1630252100840347,183.0,89.0,114.0,38.0,174.0,38.0,56.0,34.0,52.0,30.0
68.56,28.8,5.0,5.0,269.0,64.0,64.72438798474653,27.79280482427062,0.0971908763505385,-0.3061704681872762,269.0,167.0,7.0,5.0,107.0,16.0,65.0,20.0,10.0,8.0
179.62,33.62,17.0,10.0,37.0,26.0,131.84792603602077,18.22184403401588,-8.141320528211294,-0.18809123649459825,390.0,88.0,367.0,26.0,160.0,41.0,153.0,31.0,38.0,24.0
158.5,35.82,20.0,18.0,124.0,43.0,116.72210587545102,13.207104148904104,-5.049555822328935,-0.18741896758703508,380.0,71.0,129.0,64.0,182.0,43.0,212.0,50.0,34.0,19.0
178.66,70.62,52.0,36.0,129.0,81.0,78.07627296432636,24.781355895107914,1.380696278511404,-0.2849939975990405,347.0,197.0,239.0,107.0,202.0,69.0,263.0,92.0,165.0,53.0
151.1,21.12,2.0,2.0,5.0,5.0,123.8065022525069,19.1443359769933,-3.486146458583437,-0.665738295318128,380.0,145.0,187.0,25.0,367.0,14.0,149.0,26.0,32.0,15.0
331.56,16.78,204.0,3.0,220.0,11.0,67.79060701896687,14.129812454523238,1.6206482593037204,-0.35865546218487465,397.0,77.0,239.0,18.0,382.0,11.0,390.0,10.0,393.0,8.0
217.02,18.4,169.0,4.0,206.0,4.0,23.74741249062727,28.460498941515425,0.10684273709483708,-1.1317166866746715,261.0,192.0,252.0,27.0,199.0,9.0,223.0,6.0,215.0,7.0
4.98,4.92,1.0,1.0,4.0,4.0,5.907588340431311,5.898610005755592,-0.14218487394958024,-0.13877551020408205,43.0,43.0,3.0,3.0,4.0,4.0,5.0,5.0,4.0,4.0
119.1,29.7,13.0,9.0,78.0,36.0,91.96222050385693,13.977481890526635,3.8096998799519817,0.18434573829531734,333.0,82.0,85.0,26.0,46.0,17.0,60.0,43.0,288.0,17.0
129.32,38.5,27.0,24.0,255.0,40.0,70.07237401430038,7.489325737341113,0.3932773109243685,-0.11490996398559444,255.0,54.0,97.0,53.0,211.0,34.0,105.0,48.0,59.0,33.0
130.64,20.84,10.0,9.0,153.0,30.0,97.41576053185646,11.033331319234454,5.39764705882353,-0.20369747899159737,288.0,76.0,45.0,14.0,18.0,10.0,208.0,25.0,265.0,20.0
286.5,36.64,23.0,14.0,370.0,19.0,89.49351931844004,16.965565124687124,3.5347418967587054,-0.38578631452581147,384.0,117.0,341.0,39.0,354.0,29.0,257.0,33.0,371.0,28.0
187.46,62.78,45.0,34.0,300.0,56.0,85.09858048169782,18.10446353803393,-0.9215366146458609,-0.01656662665066122,344.0,115.0,267.0,72.0,64.0,48.0,123.0,66.0,129.0,65.0
196.48,53.18,47.0,30.0,199.0,62.0,88.37244819512469,21.56357113281564,-1.9413205282112864,-0.3915966386554632,366.0,159.0,197.0,40.0,350.0,42.0,130.0,70.0,142.0,50.0
212.32,26.96,102.0,13.0,165.0,28.0,77.43757227599532,7.28,-2.8368787515006053,-0.10141656662665124,384.0,51.0,269.0,24.0,102.0,31.0,162.0,22.0,226.0,21.0
149.92,38.36,17.0,15.0,17.0,15.0,80.80342566995535,14.628410713402873,-2.480480192076835,-0.3877070828331341,347.0,113.0,137.0,37.0,94.0,40.0,173.0,32.0,169.0,50.0
233.56,17.68,38.0,3.0,270.0,12.0,80.26684496104228,15.377177894529282,4.754957983193279,-0.3153901560624259,363.0,107.0,204.0,51.0,228.0,3.0,228.0,12.0,344.0,19.0
246.04,66.48,158.0,45.0,202.0,62.0,41.499860240728516,20.377674057654374,-1.2815366146458582,-0.34352941176470736,299.0,197.0,277.0,59.0,260.0,62.0,274.0,45.0,172.0,71.0
182.84,27.34,16.0,7.0,93.0,26.0,65.14210926888997,25.83842874479793,-1.8164705882352972,-0.389771908763507,265.0,183.0,156.0,14.0,198.0,17.0,248.0,14.0,155.0,20.0
237.1,28.5,17.0,10.0,383.0,17.0,126.78032181691292,14.585266538531272,1.63145258103241,-0.22516206482593137,387.0,107.0,263.0,35.0,19.0,18.0,261.0,24.0,325.0,17.0
257.74,20.86,108.0,2.0,114.0,9.0,85.72789744301443,28.349257485867238,-3.519663865546223,-1.0379351740696299,398.0,190.0,339.0,16.0,395.0,3.0,252.0,11.0,176.0,8.0
271.34,53.48,51.0,24.0,186.0,41.0,92.55454824048357,22.883391357051952,-2.8192557022809126,-0.5764225690276124,371.0,163.0,285.0,81.0,321.0,50.0,360.0,31.0,190.0,51.0
261.82,31.02,75.0,13.0,148.0,25.0,96.04159307300144,13.034554077527929,-6.130468187274913,0.2551260504201675,386.0,82.0,386.0,15.0,253.0,42.0,261.0,31.0,185.0,38.0
233.46,14.78,154.0,5.0,198.0,7.0,53.0027206848856,22.41721659796327,-1.5898679471788717,-0.677118847539017,357.0,165.0,267.0,16.0,157.0,13.0,249.0,9.0,232.0,8.0
296.82,20.06,163.0,6.0,177.0,21.0,83.04473252410413,9.131067845547967,-4.705162064825935,0.08408163265306075,394.0,63.0,368.0,14.0,333.0,29.0,339.0,21.0,166.0,32.0
270.28,39.9,206.0,26.0,228.0,42.0,40.651710911104345,15.671949463930773,-2.5911164465786345,-0.1736854741896769,344.0,141.0,297.0,37.0,300.0,38.0,241.0,38.0,225.0,47.0
290.18,31.06,199.0,11.0,282.0,28.0,49.06513629859801,12.715989933937506,-2.484657863145259,0.19414165666266442,376.0,99.0,362.0,24.0,255.0,23.0,309.0,29.0,227.0,35.0
367.2,11.66,232.0,0.0,293.0,27.0,43.796346879619996,23.276262586592377,-1.2991116446578659,-0.27356542617046936,400.0,163.0,398.0,2.0,394.0,6.0,397.0,3.0,342.0,12.0
206.26,30.8,11.0,11.0,303.0,45.0,118.4899675078021,9.91766101457395,-5.265738295318129,0.10391356542616986,379.0,61.0,334.0,34.0,224.0,23.0,51.0,38.0,58.0,39.0
73.72,9.32,0.0,0.0,4.0,3.0,114.30556241933289,15.744764209095035,-6.4030732292917225,-0.6419207683073239,378.0,108.0,128.0,19.0,5.0,5.0,3.0,3.0,1.0,1.0
196.16,55.74,76.0,37.0,198.0,59.0,72.62075736316717,16.91722199416914,-3.38247298919568,-0.2671308523409371,346.0,151.0,327.0,51.0,211.0,59.0,143.0,57.0,77.0,44.0
185.92,46.24,65.0,27.0,65.0,38.0,80.28868911621362,18.04501039068695,-1.2996878751500633,-0.1410804321728703,367.0,152.0,239.0,40.0,144.0,33.0,305.0,48.0,123.0,40.0
309.14,34.64,162.0,13.0,265.0,29.0,78.3234345518632,20.915793076046626,-4.035294117647061,0.3840576230492191,387.0,137.0,379.0,17.0,380.0,21.0,273.0,57.0,238.0,30.0
213.24,22.52,3.0,2.0,239.0,14.0,129.22701884667927,27.48398806578114,7.03356542617047,-0.8461944777911173,396.0,174.0,20.0,14.0,130.0,10.0,321.0,12.0,387.0,9.0
11.24,9.88,0.0,0.0,3.0,3.0,24.373395331795688,24.982906156009953,-0.510732292917168,-0.5020888355342151,167.0,177.0,1.0,1.0,27.0,17.0,2.0,2.0,4.0,4.0
216.94,26.46,130.0,11.0,202.0,35.0,62.763495759876214,8.457446423123235,-3.7199039615846385,0.13267707082833105,369.0,54.0,239.0,37.0,222.0,25.0,175.0,30.0,136.0,28.0
226.74,18.6,38.0,4.0,292.0,14.0,95.0938084209482,20.283983829612954,2.6496518607442976,-0.6224249699879963,384.0,144.0,85.0,41.0,183.0,10.0,183.0,5.0,384.0,4.0
263.28,48.16,79.0,34.0,79.0,44.0,58.143285080910246,19.42818571045685,-2.102376950780317,-0.27380552220888443,345.0,170.0,308.0,55.0,323.0,37.0,231.0,38.0,332.0,48.0
122.44,41.58,20.0,21.0,305.0,42.0,90.06001554519078,12.732776602139847,-1.3913085234093665,0.02156062424969918,340.0,102.0,122.0,58.0,35.0,36.0,75.0,52.0,38.0,33.0
142.14,56.56,53.0,41.0,183.0,55.0,51.32796898378115,14.39466567864638,1.7388235294117644,-0.1870828331332538,225.0,141.0,56.0,48.0,128.0,61.0,218.0,53.0,157.0,61.0
136.06,67.82,76.0,49.0,227.0,64.0,30.29812535454958,9.95327081918301,1.6854261704681877,-0.06036014405762347,227.0,104.0,112.0,74.0,144.0,69.0,130.0,63.0,159.0,73.0
97.14,28.94,8.0,8.0,114.0,16.0,66.71222076951118,14.505736796178264,-1.2584393757503005,-0.1775270108043224,252.0,85.0,241.0,34.0,14.0,14.0,63.0,52.0,55.0,25.0
284.34,36.88,75.0,21.0,305.0,36.0,86.3332172457392,16.657298700569676,3.6300120048019227,-0.38050420168067334,375.0,139.0,254.0,50.0,351.0,33.0,327.0,26.0,338.0,30.0
176.98,30.56,18.0,8.0,318.0,21.0,107.4375148632916,19.972140596340697,-0.7536614645858359,-0.2180072028811536,368.0,145.0,219.0,17.0,61.0,20.0,170.0,36.0,58.0,26.0
163.5,55.12,27.0,23.0,195.0,53.0,81.09827371775555,17.999599995555457,2.559183673469388,-0.09354141656662805,332.0,151.0,52.0,42.0,112.0,58.0,143.0,75.0,292.0,77.0
395.94,2.76,356.0,0.0,399.0,1.0,6.894664603880306,6.379843258262703,0.1601440576230461,-0.12897959183673507,400.0,46.0,391.0,4.0,400.0,0.0,397.0,3.0,395.0,3.0
244.92,25.68,19.0,11.0,374.0,17.0,105.05690648405749,13.098763300403592,2.694453781512606,-0.2936854741896766,374.0,89.0,255.0,46.0,335.0,25.0,350.0,23.0,133.0,24.0
128.26,45.78,21.0,21.0,188.0,39.0,91.1617924352083,22.524910654650768,-3.107466986794718,-0.5909723889555842,367.0,177.0,216.0,67.0,64.0,41.0,100.0,43.0,122.0,40.0
239.62,50.3,48.0,20.0,321.0,47.0,92.2732659008014,19.07065809037538,1.2019687875150045,-0.247827130852342,379.0,159.0,325.0,44.0,162.0,62.0,349.0,44.0,213.0,66.0
77.72,9.86,0.0,0.0,1.0,1.0,52.28806364745209,22.550396892294376,-1.6106602641056436,-0.5759903961584649,158.0,161.0,85.0,6.0,103.0,5.0,154.0,3.0,1.0,1.0
205.98,64.24,39.0,31.0,110.0,73.0,89.65701088035448,21.454659167649343,-2.3295558223289348,-0.3550540216086449,329.0,177.0,220.0,66.0,312.0,46.0,251.0,63.0,242.0,67.0
167.58,41.58,32.0,24.0,176.0,39.0,88.28523998947956,14.098354513914026,-0.9253781512605063,-0.3188955582232905,300.0,124.0,202.0,49.0,243.0,43.0,181.0,37.0,32.0,28.0
219.62,42.5,52.0,23.0,235.0,37.0,75.89621597945447,18.583056799138294,3.4556062424969975,-0.5824249699879972,345.0,155.0,117.0,48.0,283.0,33.0,185.0,35.0,329.0,44.0
129.62,32.52,18.0,16.0,150.0,36.0,66.38098824211643,12.701558959434859,3.846578631452582,-0.2772629051620653,236.0,84.0,37.0,33.0,159.0,22.0,125.0,59.0,233.0,35.0
196.5,65.96,51.0,38.0,70.0,45.0,90.81260925664454,22.854286250066963,-1.1940936374549838,-0.6622809123649471,353.0,194.0,270.0,83.0,179.0,79.0,352.0,47.0,129.0,47.0
203.52,29.06,11.0,9.0,22.0,18.0,104.63789753239504,11.576545253226454,-6.56777911164466,0.012436974789915687,382.0,66.0,340.0,25.0,212.0,29.0,132.0,24.0,183.0,37.0
149.28,45.16,33.0,19.0,53.0,41.0,109.62208536604292,15.096171700136424,-5.723121248499404,-0.37061224489796,359.0,112.0,280.0,54.0,70.0,42.0,44.0,39.0,143.0,40.0
241.38,32.16,112.0,12.0,193.0,27.0,72.94350964959116,18.601462308109006,0.9565906362545008,-0.6099399759903976,381.0,143.0,250.0,32.0,136.0,17.0,296.0,32.0,307.0,33.0
330.56,21.82,207.0,2.0,327.0,24.0,56.57284154079589,28.205453373416997,3.2855702280912373,-0.8433613445378166,398.0,185.0,292.0,25.0,281.0,29.0,390.0,10.0,387.0,12.0
184.36,54.86,85.0,33.0,248.0,58.0,72.79608780696942,12.939876351804914,-3.7108283313325394,-0.21277310924369838,355.0,118.0,197.0,71.0,198.0,67.0,118.0,44.0,94.0,44.0
196.04,35.5,36.0,18.0,89.0,24.0,98.31397866020885,16.725130791715802,-3.3883313325330136,-0.6356302521008417,371.0,134.0,221.0,42.0,294.0,39.0,274.0,35.0,70.0,18.0
5.02,2.0,0.0,0.0,0.0,0.0,11.980801308760602,8.077128202523468,-0.4465306122448986,-0.20216086434573877,56.0,57.0,31.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
204.48,15.14,40.0,5.0,270.0,13.0,108.47971976364983,16.240701955272744,2.613685474189676,-0.3769987995198088,374.0,123.0,60.0,24.0,68.0,13.0,195.0,5.0,359.0,16.0
61.46,16.32,4.0,3.0,24.0,10.0,42.68827005161957,15.567196279356152,-2.3326290516206494,-0.5412725090036026,150.0,114.0,150.0,20.0,95.0,14.0,55.0,13.0,9.0,6.0
87.94,25.58,9.0,9.0,19.0,17.0,59.19574646881312,10.184478386250325,-2.4244417767106854,-0.3284993997599049,204.0,77.0,200.0,35.0,126.0,24.0,12.0,12.0,82.0,33.0
249.24,35.76,35.0,11.0,282.0,14.0,93.31399894978246,24.153310332126317,-3.370468187274914,-0.556446578631454,387.0,177.0,314.0,43.0,339.0,18.0,41.0,29.0,187.0,44.0
169.96,38.72,36.0,19.0,184.0,45.0,111.08842603979949,14.152088185140736,-4.648259303721493,0.24614645858343281,374.0,88.0,305.0,40.0,65.0,35.0,135.0,57.0,108.0,56.0
245.12,54.7,169.0,35.0,174.0,64.0,53.29864538616343,18.222239159883728,-3.459591836734699,-0.11222088835534337,346.0,166.0,316.0,38.0,252.0,39.0,231.0,60.0,174.0,54.0
184.32,33.16,13.0,10.0,273.0,29.0,126.53480785933967,13.666543088872181,-0.8754861944777914,0.09046818727490948,378.0,68.0,350.0,43.0,283.0,41.0,127.0,56.0,55.0,28.0
171.74,37.32,13.0,13.0,339.0,37.0,74.11823257471806,9.934666577193216,3.5661464585834346,0.23260504201680626,339.0,78.0,154.0,39.0,213.0,35.0,148.0,49.0,170.0,38.0
6.46,5.98,0.0,0.0,3.0,3.0,17.70447401082564,17.193591829516016,-0.36134453781512704,-0.3365666266506612,128.0,125.0,5.0,5.0,1.0,1.0,2.0,2.0,0.0,0.0
235.64,61.5,73.0,42.0,234.0,68.0,66.0062906093048,15.948981158682207,3.7825690276110433,-0.25301320528211374,346.0,156.0,214.0,62.0,254.0,67.0,247.0,68.0,314.0,64.0
237.4,54.7,56.0,32.0,254.0,54.0,108.16727786165278,18.923266102869245,1.3252340936374551,-0.2763505402160884,365.0,158.0,244.0,48.0,107.0,54.0,124.0,89.0,351.0,48.0
261.14,48.44,138.0,23.0,326.0,55.0,82.73379237046976,17.233873621446804,-4.0333733493397395,0.04004801920768188,377.0,110.0,366.0,34.0,311.0,48.0,180.0,53.0,172.0,26.0
265.16,37.4,53.0,21.0,286.0,35.0,87.71461907800776,13.824615727028357,4.276686674669868,-0.3683073229291727,352.0,122.0,192.0,46.0,326.0,33.0,340.0,34.0,319.0,30.0
208.54,20.84,67.0,6.0,178.0,17.0,87.96367659437615,24.519673733555265,4.319951980792318,-0.495366146458585,362.0,183.0,185.0,9.0,107.0,12.0,279.0,13.0,334.0,11.0
231.88,42.62,107.0,17.0,254.0,46.0,96.35842256907281,24.213128670207,-3.4969507803121287,-0.20777911164465906,383.0,173.0,367.0,28.0,375.0,21.0,198.0,46.0,151.0,46.0
170.9,24.14,5.0,3.0,314.0,31.0,112.93630948459403,16.357273611454936,-0.12038415366146771,-0.40955582232893234,354.0,87.0,6.0,3.0,354.0,25.0,156.0,19.0,107.0,47.0
