mean_count sheep,mean_count wolves,mean_grass,min_count sheep,min_count wolves,min_grass,last_count sheep,last_count wolves,last_grass,sd_count sheep,sd_count wolves,sd_grass,trend_count sheep,trend_count wolves,trend_grass,max_count sheep,max_count wolves,max_grass,snap_10_count sheep,snap_10_count wolves,snap_10_grass,snap_50_count sheep,snap_50_count wolves,snap_50_grass,snap_100_count sheep,snap_100_count wolves,snap_100_grass,snap_150_count sheep,snap_150_count wolves,snap_150_grass,snap_199_count sheep,snap_199_count wolves,snap_199_grass
21.445,292.525,1208.575,0.0,0.0,619.0,0.0,0.0,1462.0,42.967045220726966,471.0584670452274,296.09063540578234,-0.4791232280807018,-4.228087452186304,3.8670539263481616,154.0,1587.0,1462.0,67.0,118.0,1213.0,4.0,1550.0,693.0,0.0,8.0,1339.0,0.0,0.0,1462.0,0.0,0.0,1462.0
52.545,21.275,981.235,0.0,0.0,251.0,0.0,0.0,1189.0,96.47314639318016,41.73355214931978,424.68956871460864,-0.7166196654916369,-0.4671634290857271,0.15377859446486355,355.0,188.0,1561.0,11.0,176.0,1434.0,297.0,11.0,835.0,4.0,0.0,407.0,0.0,0.0,1189.0,0.0,0.0,1189.0
1.595,110.24,2509.46,0.0,0.0,1268.0,0.0,0.0,2601.0,5.767232872010644,211.043034474014,271.23150333248446,-0.044734868371709285,-2.5390744768619204,2.4911152778819465,38.0,707.0,2601.0,12.0,521.0,1763.0,0.0,84.0,2601.0,0.0,0.0,2601.0,0.0,0.0,2601.0,0.0,0.0,2601.0
3.195,76.37,2552.56,0.0,0.0,1302.0,0.0,0.0,2601.0,9.076176232312807,147.08977904667597,174.0944755010913,-0.08629640741018521,-1.7376869421735541,1.338631965799146,41.0,500.0,2601.0,25.0,332.0,2389.0,0.0,72.0,2601.0,0.0,0.0,2601.0,0.0,0.0,2601.0,0.0,0.0,2601.0
1493.4,313.76,818.515,54.0,56.0,209.0,978.0,172.0,623.0,1345.7020175358293,211.89929778080906,620.3582027949659,-15.767612690317259,2.100373509337733,7.143888847221181,4166.0,736.0,2061.0,715.0,64.0,852.0,3514.0,127.0,238.0,1515.0,385.0,397.0,58.0,630.0,1852.0,978.0,172.0,623.0
112.98,1048.015,1592.035,0.0,0.0,44.0,0.0,0.0,2601.0,299.1745470457001,1888.3991566337343,1040.9635698596755,-2.7365919147978697,-14.950040501012522,15.968139953498836,1269.0,6547.0,2601.0,503.0,107.0,661.0,0.0,6543.0,347.0,0.0,56.0,2150.0,0.0,0.0,2601.0,0.0,0.0,2601.0
7.58,149.395,2087.855,0.0,0.0,1163.0,0.0,0.0,2586.0,18.228922074549605,211.04731454107642,562.5832240433397,-0.19656341408535208,-2.7632813320333,8.996846171154276,70.0,654.0,2586.0,62.0,272.0,1250.0,0.0,498.0,1502.0,0.0,9.0,2453.0,0.0,0.0,2586.0,0.0,0.0,2586.0
272.69,997.125,1692.15,0.0,223.0,506.0,0.0,1879.0,2601.0,332.860832631297,638.7676646285408,847.1018932218255,-3.940292507312682,10.810244506112653,12.460510012750317,994.0,1956.0,2601.0,242.0,231.0,1338.0,958.0,377.0,570.0,69.0,839.0,1597.0,0.0,1683.0,2601.0,0.0,1879.0,2601.0
163.015,36.27,1058.05,47.0,0.0,422.0,470.0,0.0,422.0,110.86642762802452,69.05227802180013,369.89058855288533,1.5205167629190732,-0.8398619965499131,-4.405836645916149,470.0,244.0,1720.0,161.0,173.0,962.0,52.0,30.0,1705.0,105.0,0.0,1217.0,213.0,0.0,774.0,470.0,0.0,422.0
73.3,522.745,1854.635,0.0,7.0,311.0,0.0,8.0,2601.0,122.41556273611656,516.6813621324076,876.2072767188153,-1.5273021825545636,-2.224274356858919,13.181800795019877,378.0,1601.0,2601.0,192.0,112.0,992.0,165.0,580.0,489.0,0.0,1275.0,2486.0,0.0,141.0,2601.0,0.0,8.0,2601.0
188.555,7.585,1274.435,16.0,0.0,260.0,812.0,0.0,270.0,207.65268352467783,28.890011682240665,612.4797349912892,3.173351083777095,-0.21372909322733055,-9.749327983199583,812.0,157.0,2181.0,17.0,45.0,1622.0,31.0,0.0,2007.0,96.0,0.0,1365.0,277.0,0.0,666.0,812.0,0.0,270.0
7.865,177.295,2323.075,0.0,0.0,1079.0,0.0,0.0,2598.0,27.562597392118235,356.8558223919023,502.88645773673545,-0.21996924923123076,-3.9896504912622808,6.52972549313733,148.0,1331.0,2598.0,75.0,625.0,1079.0,0.0,124.0,2399.0,0.0,0.0,2598.0,0.0,0.0,2598.0,0.0,0.0,2598.0
42.09,468.11,1747.795,0.0,0.0,316.0,0.0,0.0,2601.0,88.43150965577838,526.3766312252086,941.9439436479206,-1.03614490362259,-5.321497037425936,14.51168304207605,284.0,1600.0,2601.0,265.0,228.0,718.0,0.0,1387.0,531.0,0.0,409.0,2387.0,0.0,14.0,2601.0,0.0,0.0,2601.0
499.965,260.51,569.3,0.0,1.0,2.0,0.0,70.0,1915.0,930.7903060168812,268.89280373412737,453.88938079668696,2.9324255606390155,-1.5898792469811733,-3.1274686867171653,3593.0,893.0,1915.0,198.0,404.0,860.0,7.0,384.0,728.0,341.0,1.0,1065.0,316.0,213.0,6.0,0.0,70.0,1915.0
174.115,207.28,882.68,5.0,15.0,96.0,9.0,105.0,1257.0,165.15257120311506,194.88253282426317,606.3742636359162,-0.1399362484062102,0.7752298807470186,-1.0994449861246522,603.0,735.0,2006.0,242.0,44.0,1003.0,9.0,339.0,857.0,599.0,75.0,133.0,180.0,36.0,1672.0,9.0,105.0,1257.0
394.76,221.73,1043.95,95.0,64.0,660.0,359.0,258.0,1055.0,106.5341841851713,58.968865513930325,192.71428981785448,-0.25630390759768995,0.690597764944123,-0.320352508812719,724.0,300.0,1762.0,169.0,111.0,1747.0,462.0,214.0,881.0,382.0,260.0,1040.0,341.0,300.0,1113.0,359.0,258.0,1055.0
15.475,168.055,1237.88,0.0,0.0,741.0,0.0,0.0,1373.0,37.646771109884135,327.27711801315974,213.37255118688554,-0.39582014550363764,-3.5832303307582682,2.7673696842421043,144.0,1167.0,1373.0,134.0,372.0,1011.0,0.0,203.0,1018.0,0.0,0.0,1373.0,0.0,0.0,1373.0,0.0,0.0,1373.0
160.23,4.22,1101.97,3.0,0.0,134.0,715.0,0.0,134.0,190.88278366578794,6.97722007679276,659.3574213580978,2.9177469436735914,-0.09318982974574362,-10.093851346283648,715.0,21.0,1984.0,6.0,16.0,1460.0,16.0,10.0,1929.0,66.0,0.0,1247.0,257.0,0.0,407.0,715.0,0.0,134.0
34.085,310.0,2272.875,0.0,0.0,997.0,0.0,0.0,2601.0,68.41979081376954,488.052876233713,540.5004989590666,-0.7821698042451061,-4.220426010650267,7.1917760444011085,232.0,1646.0,2601.0,127.0,104.0,1606.0,6.0,1506.0,1957.0,0.0,61.0,2601.0,0.0,0.0,2601.0,0.0,0.0,2601.0
55.235,82.3,1327.28,12.0,0.0,560.0,183.0,0.0,560.0,47.9434017879416,117.6072701834373,488.87035254758484,0.13438910972774312,-1.6093197329933244,1.4031650791269812,183.0,362.0,2082.0,132.0,219.0,912.0,14.0,200.0,982.0,16.0,10.0,2080.0,45.0,0.0,1500.0,183.0,0.0,560.0
67.37,398.4,1645.25,0.0,4.0,190.0,0.0,4.0,2601.0,118.20876913325813,391.94234269851484,969.6099099637956,-1.4002040051001272,-1.7018900472511804,14.450218255456386,383.0,1227.0,2601.0,147.0,74.0,1102.0,151.0,457.0,225.0,0.0,920.0,2070.0,0.0,104.0,2601.0,0.0,4.0,2601.0
372.565,244.935,350.01,2.0,64.0,33.0,2.0,545.0,590.0,368.28231803196843,157.92058375968602,279.61160544583964,-3.9778346958673954,2.666810920273007,-0.05498687467186546,1303.0,558.0,1319.0,215.0,65.0,870.0,1225.0,98.0,35.0,179.0,207.0,383.0,164.0,383.0,291.0,2.0,545.0,590.0
199.605,193.8,859.975,7.0,61.0,378.0,7.0,516.0,1884.0,122.90394206452451,127.78481912966029,395.7735392557214,-0.9178511962799065,2.082494562364059,2.4725125628140723,437.0,516.0,1884.0,98.0,67.0,1258.0,295.0,83.0,552.0,305.0,148.0,470.0,129.0,271.0,828.0,7.0,516.0,1884.0
100.175,213.805,1227.995,0.0,0.0,63.0,0.0,0.0,2173.0,200.74061466230447,307.5069706120491,828.2636627155642,-1.9670374259356471,-2.6308235205880144,11.650154503862595,731.0,1093.0,2173.0,111.0,142.0,1112.0,307.0,663.0,76.0,0.0,64.0,790.0,0.0,0.0,2173.0,0.0,0.0,2173.0
99.255,221.22,1839.885,0.0,34.0,854.0,0.0,34.0,2601.0,112.71645831465793,147.66391434605814,725.2964716410811,-1.6460174004350112,0.166714167854197,11.292784069601737,301.0,478.0,2601.0,184.0,78.0,1196.0,301.0,148.0,864.0,17.0,450.0,2005.0,0.0,216.0,2601.0,0.0,34.0,2601.0
567.69,303.72,683.96,9.0,49.0,14.0,36.0,740.0,123.0,823.5221757184203,192.6274165325383,657.8477395264044,-3.838867471686793,1.9661576539413486,-0.19542638565964052,3321.0,740.0,1789.0,51.0,106.0,1355.0,2842.0,112.0,23.0,36.0,642.0,558.0,136.0,232.0,1358.0,36.0,740.0,123.0
42.21,552.605,2210.575,0.0,0.0,827.0,0.0,0.0,2601.0,86.74310289584976,820.5737681494583,528.476011163231,-0.47898447461186505,-3.6805497637440925,5.134822620565516,362.0,3203.0,2601.0,25.0,583.0,1819.0,64.0,213.0,2216.0,0.0,2258.0,2506.0,0.0,0.0,2601.0,0.0,0.0,2601.0
458.455,2043.56,2141.275,0.0,0.0,335.0,0.0,0.0,2601.0,1083.8094011287203,3437.454608631217,765.6405418830702,-7.454218105452634,-9.490474761869047,8.019753243831097,4386.0,11833.0,2601.0,45.0,77.0,2460.0,4358.0,743.0,361.0,0.0,5503.0,2601.0,0.0,30.0,2601.0,0.0,0.0,2601.0
0.485,70.365,2409.9,0.0,0.0,1284.0,0.0,0.0,2589.0,1.9104384313554863,170.55767873361805,357.400671515876,-0.013670591764794111,-1.79027300682517,4.4134103352583836,13.0,673.0,2589.0,3.0,637.0,1506.0,0.0,6.0,2528.0,0.0,0.0,2589.0,0.0,0.0,2589.0,0.0,0.0,2589.0
26.245,261.34,1944.815,0.0,34.0,708.0,0.0,39.0,2601.0,48.849615914559664,137.0940713524841,754.5986686809089,-0.6274544363609089,-1.3894892372309309,11.808262956573914,198.0,464.0,2601.0,141.0,199.0,845.0,21.0,373.0,938.0,0.0,402.0,2402.0,0.0,125.0,2601.0,0.0,39.0,2601.0
116.63,102.915,1171.43,1.0,0.0,11.0,59.0,0.0,104.0,167.95720615680656,168.1432061517796,713.7059724424337,1.8085577139428486,-2.2187572189304725,-7.318082952073798,600.0,521.0,2063.0,48.0,397.0,1188.0,1.0,150.0,1471.0,14.0,9.0,1969.0,413.0,0.0,404.0,59.0,0.0,104.0
15.07,183.965,1536.285,0.0,0.0,721.0,0.0,0.0,1784.0,45.997011859467364,365.8794661838782,371.85687270104427,-0.41275781894547325,-3.918278706967673,5.259870246756169,203.0,1281.0,1784.0,150.0,375.0,815.0,0.0,197.0,1251.0,0.0,0.0,1784.0,0.0,0.0,1784.0,0.0,0.0,1784.0
341.405,78.935,430.94,56.0,4.0,73.0,555.0,81.0,207.0,182.84674176752517,52.530284360547704,290.7485793602437,-0.10476486912172717,0.3547506187654691,-1.9576914422860556,799.0,177.0,1271.0,94.0,42.0,1162.0,679.0,9.0,127.0,259.0,140.0,514.0,190.0,155.0,279.0,555.0,81.0,207.0
249.53,147.745,389.02,2.0,101.0,44.0,4.0,192.0,495.0,276.4831985853752,35.11053937210306,337.09581664565354,-0.9071626790669761,0.3419387984699617,-2.732175804395108,955.0,224.0,1294.0,60.0,166.0,1253.0,324.0,116.0,88.0,122.0,119.0,358.0,259.0,172.0,65.0,4.0,192.0,495.0
61.28,156.475,2018.535,0.0,0.0,234.0,0.0,0.0,2601.0,139.37575685893185,222.20985436069213,875.7065768709274,-1.5374874371859302,-2.281725793144829,12.28404935123378,523.0,692.0,2601.0,465.0,82.0,538.0,10.0,662.0,1427.0,0.0,24.0,2580.0,0.0,0.0,2601.0,0.0,0.0,2601.0
60.82,236.48,2476.335,0.0,0.0,1280.0,0.0,0.0,2601.0,139.87793821757583,436.51752496320137,273.4231569838222,-1.5188929723243079,-4.374172354308856,3.1107425185629616,499.0,1608.0,2601.0,410.0,211.0,1892.0,0.0,896.0,2601.0,0.0,0.0,2601.0,0.0,0.0,2601.0,0.0,0.0,2601.0
55.325,499.795,2083.15,0.0,2.0,508.0,0.0,3.0,2601.0,109.30425140405082,543.4687322882521,759.4871016021281,-1.2808482712067804,-5.138107702692566,10.759110477761942,371.0,1674.0,2601.0,213.0,236.0,1004.0,26.0,1244.0,1383.0,0.0,530.0,2601.0,0.0,24.0,2601.0,0.0,3.0,2601.0
276.32,539.15,886.515,0.0,7.0,1.0,0.0,1667.0,94.0,572.6257657493243,476.9927541378381,524.8201689864825,4.046030150753769,0.7017160429010718,-6.867134928373206,2376.0,1786.0,1515.0,39.0,606.0,1344.0,66.0,316.0,1323.0,4.0,995.0,912.0,969.0,17.0,560.0,0.0,1667.0,94.0
8.94,241.675,2289.72,0.0,0.0,997.0,0.0,0.0,2601.0,33.96478175993492,504.869655827125,543.8899351890952,-0.2526333158328958,-5.613049576239403,7.241000525013124,193.0,1833.0,2601.0,77.0,1085.0,997.0,0.0,72.0,2221.0,0.0,0.0,2601.0,0.0,0.0,2601.0,0.0,0.0,2601.0
1170.145,0.34,328.43,17.0,0.0,14.0,1665.0,0.0,112.0,716.1383623120605,0.9820386957752735,447.0684792064859,5.703819845496136,-0.008712217805445139,-5.336038400960024,2269.0,6.0,1362.0,36.0,1.0,1348.0,718.0,0.0,209.0,1314.0,0.0,111.0,1593.0,0.0,18.0,1665.0,0.0,112.0
374.03,775.635,1745.955,0.0,0.0,243.0,0.0,0.0,2601.0,731.9354336961691,1281.2419177403622,835.6526927946795,-1.5653521338033447,0.2730315757893946,8.495524638115954,3007.0,5217.0,2601.0,273.0,243.0,1266.0,21.0,401.0,2224.0,2945.0,592.0,252.0,0.0,108.0,2601.0,0.0,0.0,2601.0
46.795,323.67,1413.855,0.0,0.0,225.0,0.0,0.0,1904.0,120.49607037160949,683.6409226341004,636.9506370002308,-1.1754766369159229,-6.018342458561462,9.070102002550064,503.0,2653.0,1904.0,323.0,166.0,815.0,0.0,1152.0,580.0,0.0,0.0,1904.0,0.0,0.0,1904.0,0.0,0.0,1904.0
120.96,443.77,1275.65,0.0,109.0,83.0,0.0,602.0,2551.0,195.79953626094252,228.6714610527513,916.0574422491202,-2.5206825170629252,3.7208880222005547,14.368356708917721,688.0,738.0,2551.0,371.0,120.0,598.0,138.0,209.0,167.0,23.0,475.0,1364.0,0.0,725.0,2192.0,0.0,602.0,2551.0
49.505,312.64,1638.89,0.0,0.0,246.0,0.0,0.0,2557.0,99.24368984978365,488.3017616187746,932.0219138518139,-1.1346666166654165,-4.043496587414684,14.13092627315683,332.0,1646.0,2557.0,185.0,80.0,994.0,4.0,1328.0,366.0,0.0,42.0,1999.0,0.0,0.0,2557.0,0.0,0.0,2557.0
967.88,6007.455,1902.48,0.0,53.0,343.0,0.0,4161.0,2601.0,1750.687920675751,5286.131480390457,917.6298325577708,-16.62989124728118,67.29012000300006,12.497916447911198,5879.0,14878.0,2601.0,484.0,80.0,1332.0,5517.0,551.0,397.0,0.0,7333.0,2601.0,0.0,13385.0,2601.0,0.0,4161.0,2601.0
24.895,127.665,1734.415,0.0,0.0,545.0,0.0,0.0,2139.0,67.11075901075783,264.30131058131366,597.4503517238909,-0.6591832295807394,-2.7551901297532417,8.413025575639391,272.0,999.0,2139.0,264.0,249.0,767.0,0.0,109.0,1070.0,0.0,0.0,2139.0,0.0,0.0,2139.0,0.0,0.0,2139.0
42.21,388.55,1840.11,0.0,0.0,353.0,0.0,0.0,2601.0,89.23057715828118,427.8316345246105,912.7556616641706,-1.0493092327308178,-4.266822170554263,13.853828845721143,278.0,1280.0,2601.0,260.0,189.0,676.0,2.0,1067.0,648.0,0.0,351.0,2531.0,0.0,9.0,2601.0,0.0,0.0,2601.0
30.945,299.605,2375.175,0.0,0.0,755.0,0.0,0.0,2601.0,94.0300057162609,654.6830293928543,532.6061437638506,-0.8384737118427956,-6.551312532813317,5.7842683567089175,404.0,2500.0,2601.0,393.0,607.0,831.0,0.0,145.0,2601.0,0.0,0.0,2601.0,0.0,0.0,2601.0,0.0,0.0,2601.0
385.7,841.765,1407.78,0.0,69.0,80.0,0.0,1328.0,2601.0,535.1421493397816,662.3307933163005,965.1957944375848,-5.207477686942174,10.711459536488409,12.59365484137103,1695.0,1828.0,2601.0,76.0,78.0,1526.0,1425.0,174.0,205.0,196.0,692.0,810.0,0.0,1792.0,2595.0,0.0,1328.0,2601.0
2293.315,79.965,929.34,2.0,0.0,78.0,3596.0,0.0,152.0,2065.27239021273,183.63391237731602,990.2891822089139,29.464439360984024,-1.9558141453536337,-14.182325058126443,5652.0,742.0,2528.0,12.0,557.0,1718.0,15.0,20.0,2473.0,3124.0,0.0,173.0,3930.0,0.0,153.0,3596.0,0.0,152.0
22.255,261.69,1927.545,0.0,0.0,590.0,0.0,0.0,2591.0,51.58042240036419,359.7296817055836,795.1458092545051,-0.5698169954248855,-4.148110702767568,12.193102077551938,183.0,1103.0,2591.0,181.0,193.0,896.0,4.0,1065.0,955.0,0.0,58.0,2551.0,0.0,0.0,2591.0,0.0,0.0,2591.0
123.465,167.65,1854.35,0.0,0.0,55.0,0.0,0.0,2478.0,331.0683143627597,361.0705021183544,934.8607262581927,-3.1039263481587023,-3.250644266106651,12.97693092327308,1440.0,1430.0,2478.0,908.0,115.0,366.0,0.0,404.0,596.0,0.0,0.0,2478.0,0.0,0.0,2478.0,0.0,0.0,2478.0
1449.4,1133.575,1766.085,0.0,11.0,234.0,0.0,11.0,2601.0,2611.470947569577,1437.9463600478969,989.0982649742114,-19.853722343058568,3.8163406585164634,12.112203555088877,8665.0,4525.0,2601.0,129.0,29.0,2241.0,8104.0,139.0,234.0,0.0,4039.0,2579.0,0.0,813.0,2601.0,0.0,11.0,2601.0
32.28,162.53,1968.355,0.0,1.0,671.0,0.0,1.0,2601.0,59.18785010456132,129.99015001145267,745.0404411674575,-0.7653296332408307,-2.0229640741018513,11.596162154053852,231.0,344.0,2601.0,183.0,246.0,807.0,28.0,331.0,1132.0,1.0,158.0,2380.0,0.0,23.0,2597.0,0.0,1.0,2601.0
58.775,289.75,1558.735,0.0,1.0,200.0,0.0,1.0,2601.0,114.98236549575726,317.99032611071675,950.2953776458129,-1.2189117227930695,-3.4121923048076184,14.116577664441612,435.0,1032.0,2601.0,97.0,285.0,1162.0,100.0,732.0,231.0,0.0,254.0,1399.0,0.0,12.0,2601.0,0.0,1.0,2601.0
24.895,264.365,2024.195,0.0,0.0,684.0,0.0,0.0,2601.0,53.37849730930996,352.5428793423576,750.5259069312681,-0.6195837395934897,-3.9528035700892508,11.207166429160726,179.0,1098.0,2601.0,169.0,199.0,977.0,0.0,1092.0,1043.0,0.0,65.0,2594.0,0.0,0.0,2601.0,0.0,0.0,2601.0
573.73,527.21,845.695,0.0,1.0,55.0,0.0,2347.0,814.0,881.9564598663583,887.4109058942199,628.2770025832552,7.493314332858321,6.416960924023101,-3.076430660766518,3115.0,3723.0,2158.0,117.0,349.0,1048.0,473.0,200.0,507.0,21.0,21.0,2047.0,1673.0,11.0,60.0,0.0,2347.0,814.0
223.28,364.835,1341.735,0.0,29.0,36.0,0.0,30.0,2601.0,399.26720576576287,309.029946404875,1002.3043822986114,-3.596347408685215,0.18695792394809957,13.801314782869571,1411.0,986.0,2601.0,80.0,108.0,1283.0,1401.0,201.0,49.0,6.0,962.0,783.0,0.0,287.0,2441.0,0.0,30.0,2601.0
1133.79,4.3,190.295,216.0,0.0,38.0,1171.0,0.0,230.0,412.27172580714284,25.697276120242794,222.99593712666604,0.9323318082952088,-0.1255036375909398,-1.2856363909097732,1808.0,221.0,1306.0,359.0,2.0,667.0,1415.0,0.0,49.0,1518.0,0.0,38.0,1749.0,0.0,58.0,1171.0,0.0,230.0
86.24,159.685,1286.815,0.0,34.0,143.0,0.0,34.0,2601.0,113.42597762417593,55.4049255481857,860.3367600974627,-0.9406120153003819,-0.10041626040650989,8.31782269556739,359.0,256.0,2601.0,311.0,101.0,693.0,10.0,216.0,775.0,248.0,112.0,1038.0,0.0,220.0,1374.0,0.0,34.0,2601.0
166.39,206.93,1461.59,0.0,0.0,28.0,0.0,0.0,2480.0,337.8849329283574,445.55064257612617,943.3887702850815,-2.1760414010350244,-1.2071956798919967,10.941345533638343,1255.0,1835.0,2480.0,23.0,92.0,1441.0,808.0,22.0,276.0,0.0,274.0,648.0,0.0,0.0,2480.0,0.0,0.0,2480.0
290.745,115.97,862.29,173.0,17.0,571.0,281.0,170.0,871.0,49.066587154600434,38.21713097551935,151.89883442607453,-0.283533338333458,0.5372279306982674,0.23132828320707907,436.0,181.0,1329.0,397.0,37.0,881.0,388.0,78.0,603.0,238.0,157.0,940.0,303.0,134.0,878.0,281.0,170.0,871.0
1043.975,6.32,359.185,117.0,0.0,125.0,1216.0,0.0,203.0,517.9912300174583,28.472225062330477,311.3843618022588,6.8435033375834395,-0.18125403135078394,-4.087562439060978,1677.0,191.0,1288.0,128.0,22.0,1126.0,539.0,0.0,421.0,1629.0,0.0,148.0,1406.0,0.0,176.0,1216.0,0.0,203.0
6.81,1.14,2475.795,1.0,0.0,1301.0,24.0,0.0,2362.0,5.729214605860038,2.351680250374196,195.11259050865974,0.0919372984324608,-0.026646666166654145,0.3854638865971652,24.0,11.0,2588.0,1.0,4.0,2217.0,2.0,0.0,2574.0,5.0,0.0,2543.0,11.0,0.0,2490.0,24.0,0.0,2362.0
18.155,225.275,2487.425,0.0,0.0,1303.0,0.0,0.0,2601.0,40.859649717049784,354.2000273503652,245.17078613693036,-0.4584842121053026,-4.0124615615390375,2.845615390384762,148.0,1127.0,2601.0,136.0,254.0,2006.0,1.0,983.0,2591.0,0.0,3.0,2601.0,0.0,0.0,2601.0,0.0,0.0,2601.0
9.89,169.68,1756.595,0.0,0.0,882.0,0.0,0.0,2031.0,32.747334242652606,336.4196450863122,404.7874886591721,-0.2743913597839943,-3.8007800195004875,5.86542488562214,172.0,1222.0,2031.0,95.0,549.0,910.0,0.0,109.0,1459.0,0.0,0.0,2031.0,0.0,0.0,2031.0,0.0,0.0,2031.0
19.825,355.66,2480.215,0.0,0.0,1314.0,0.0,0.0,2601.0,43.02457873123235,440.0230043986333,250.26389826541225,-0.4853918847971197,-5.4929618240456,2.9576171904297572,160.0,1336.0,2601.0,120.0,387.0,2135.0,0.0,1336.0,2589.0,0.0,64.0,2601.0,0.0,1.0,2601.0,0.0,0.0,2601.0
212.515,122.56,1367.48,25.0,3.0,315.0,1206.0,59.0,315.0,235.99057136885787,121.00064627926577,503.1446805840244,1.9464554113852846,-0.9032160804020098,-1.0975774394359856,1206.0,414.0,2148.0,111.0,138.0,1482.0,255.0,138.0,987.0,31.0,270.0,1932.0,105.0,6.0,1718.0,1206.0,59.0,315.0
715.59,218.88,784.015,1.0,1.0,0.0,1505.0,3.0,1.0,1157.7412888465194,314.7154676847012,791.667647927462,12.143636090902273,-3.09889597239931,1.1344731118277964,4025.0,1065.0,2347.0,231.0,153.0,873.0,53.0,987.0,154.0,1.0,40.0,1194.0,327.0,1.0,1332.0,1505.0,3.0,1.0
383.52,1020.71,997.57,0.0,4.0,36.0,0.0,398.0,2601.0,522.6554214776703,1182.9618277442432,849.9828381208645,-4.137299932498312,13.26337958448961,10.684507612690318,1564.0,3406.0,2601.0,101.0,7.0,1173.0,1104.0,18.0,61.0,290.0,590.0,338.0,0.0,3145.0,1515.0,0.0,398.0,2601.0
585.41,1066.25,2098.47,0.0,47.0,843.0,0.0,131.0,2601.0,985.77229718632,1217.036736298457,641.3559067319811,-5.226265656641416,7.83076876921923,5.3403195079877,3271.0,3800.0,2601.0,62.0,126.0,2456.0,1007.0,83.0,1398.0,140.0,1746.0,2094.0,0.0,1796.0,2601.0,0.0,131.0,2601.0
55.625,297.225,2211.625,0.0,0.0,627.0,0.0,0.0,2601.0,118.64490876139608,378.00480734376885,665.6496033011663,-1.3778616965424133,-4.494605115127878,8.870165004125102,391.0,1142.0,2601.0,349.0,281.0,845.0,5.0,1127.0,2100.0,0.0,84.0,2601.0,0.0,0.0,2601.0,0.0,0.0,2601.0
355.185,663.255,811.49,0.0,22.0,29.0,0.0,1092.0,2584.0,519.7671216756606,571.1218871440666,742.5229625405534,-6.462321308032698,9.254938123453085,10.307965199129978,1943.0,1546.0,2584.0,572.0,27.0,513.0,604.0,104.0,65.0,198.0,487.0,714.0,0.0,1487.0,934.0,0.0,1092.0,2584.0
59.075,407.465,2288.895,0.0,50.0,1301.0,0.0,50.0,2601.0,83.28366811686452,215.042551080013,407.49688830100285,-1.2291404785119626,-1.4092244806120142,6.211929048226204,223.0,751.0,2601.0,216.0,256.0,1711.0,134.0,483.0,1825.0,0.0,681.0,2597.0,0.0,284.0,2601.0,0.0,50.0,2601.0
9.24,152.835,2195.84,0.0,0.0,1077.0,0.0,0.0,2532.0,28.647205797424743,318.7183047378992,532.8309060105262,-0.2534823370584265,-3.5740456011400292,7.453374334358358,127.0,1129.0,2532.0,98.0,747.0,1103.0,0.0,39.0,1800.0,0.0,0.0,2532.0,0.0,0.0,2532.0,0.0,0.0,2532.0
227.765,201.41,1690.76,0.0,0.0,27.0,0.0,0.0,2437.0,572.0639123166244,459.3813360379369,972.8997905231569,-5.205400885022126,-3.429787744693617,14.020061501537537,2416.0,1935.0,2437.0,532.0,38.0,640.0,1.0,1376.0,317.0,0.0,0.0,2437.0,0.0,0.0,2437.0,0.0,0.0,2437.0
148.98,41.825,503.775,0.0,13.0,25.0,0.0,13.0,1294.0,212.503269621905,20.793613803281033,501.6722977950842,-1.0023040576014401,-0.0732565814145353,-1.1954436360909009,725.0,88.0,1834.0,469.0,25.0,467.0,17.0,84.0,376.0,71.0,20.0,1824.0,12.0,41.0,32.0,0.0,13.0,1294.0
158.5,538.79,1282.005,0.0,208.0,124.0,0.0,652.0,2601.0,205.3930622002603,267.4653358848582,806.8231435543978,-1.8423565589139723,4.179453986349659,9.952461561539037,708.0,950.0,2601.0,56.0,222.0,1346.0,584.0,238.0,302.0,127.0,534.0,839.0,0.0,932.0,2045.0,0.0,652.0,2601.0
15.035,76.515,2341.535,2.0,0.0,1329.0,67.0,0.0,1844.0,16.77032423657933,128.79242902826243,281.51172049312623,0.14655291382284555,-1.6889274731868298,0.20745893647341013,67.0,435.0,2561.0,28.0,309.0,1734.0,3.0,101.0,2533.0,4.0,1.0,2546.0,14.0,0.0,2448.0,67.0,0.0,1844.0
0.505,57.565,1924.715,0.0,0.0,1297.0,0.0,0.0,2050.0,1.612443797470163,127.69144754054571,225.14240776672932,-0.013871596789919756,-1.4096789919747994,2.9680454511362786,11.0,506.0,2050.0,4.0,399.0,1390.0,0.0,20.0,1897.0,0.0,0.0,2050.0,0.0,0.0,2050.0,0.0,0.0,2050.0
7.12,143.385,2443.38,0.0,0.0,1275.0,0.0,0.0,2601.0,22.5633685428394,228.39086403575735,363.5283009615607,-0.19599039975999405,-3.000260256506412,4.057985449636244,126.0,721.0,2601.0,57.0,403.0,1403.0,0.0,275.0,2590.0,0.0,0.0,2601.0,0.0,0.0,2601.0,0.0,0.0,2601.0
1021.275,1.31,259.285,26.0,0.0,25.0,1963.0,0.0,29.0,665.602673803974,9.77260968216788,363.47271393462256,2.8795672391809792,-0.038675466886672165,-3.2616537913447843,2249.0,96.0,1375.0,91.0,0.0,1294.0,2136.0,0.0,25.0,987.0,0.0,302.0,416.0,0.0,81.0,1963.0,0.0,29.0
