random-seed,%_workers,%_shirkers,window
67588.01267865491,43.0,47.0,7.0
26429.858581865694,36.0,13.0,6.0
69822.34923082875,30.0,40.0,4.0
83690.00432139073,29.0,35.0,7.0
33951.95762112685,12.0,11.0,7.0
50772.83597815615,17.0,38.0,4.0
74499.78227519387,5.0,25.0,2.0
6580.536297581041,21.0,26.0,6.0
20429.05857766565,30.0,8.0,7.0
91468.9590984655,25.0,46.0,7.0
50391.08209421446,17.0,10.0,6.0
16970.801036493584,4.0,39.0,3.0
82507.89453038623,32.0,19.0,9.0
60794.087071260845,22.0,24.0,3.0
91986.11146212679,3.0,16.0,5.0
8081.37445085949,38.0,33.0,6.0
78243.96570264682,32.0,15.0,5.0
16043.055919387636,46.0,38.0,2.0
88147.89532524536,38.0,26.0,5.0
73359.35078400461,8.0,47.0,4.0
20725.701691904025,23.0,30.0,4.0
59208.255261711914,43.0,18.0,4.0
50181.01390506781,10.0,18.0,7.0
49848.079222986904,22.0,23.0,9.0
26007.05405671682,6.0,23.0,9.0
23719.88553327556,26.0,8.0,3.0
91548.68781530537,4.0,41.0,7.0
55889.85606557392,37.0,27.0,8.0
10575.054192925472,2.0,44.0,9.0
47105.144621954205,38.0,24.0,9.0
8942.803668735676,16.0,3.0,3.0
68323.49163242796,7.0,23.0,6.0
87132.51797688799,30.0,17.0,9.0
19414.739351736145,44.0,45.0,9.0
49976.69171467505,8.0,16.0,3.0
31054.340940315302,8.0,42.0,7.0
24385.05577513352,42.0,33.0,3.0
13549.23399897598,39.0,15.0,4.0
3922.4060626995642,40.0,39.0,10.0
68042.03213611759,36.0,12.0,7.0
15354.315737023018,41.0,23.0,8.0
33403.76784322104,14.0,11.0,5.0
25241.887572883126,11.0,11.0,5.0
68722.75876723541,41.0,42.0,8.0
53622.92998690275,4.0,16.0,3.0
20604.05696527208,14.0,15.0,6.0
47633.73238358794,18.0,16.0,3.0
50885.50612752616,39.0,40.0,10.0
96411.07827946737,13.0,12.0,4.0
41054.836016364265,32.0,28.0,7.0
79099.92979472724,19.0,40.0,6.0
3419.348529600869,9.0,38.0,6.0
49463.556230229704,4.0,12.0,7.0
49449.166479280895,3.0,31.0,10.0
35952.967891454675,31.0,6.0,8.0
7975.549768801347,9.0,40.0,5.0
14031.50079402944,19.0,9.0,7.0
21239.485797330188,3.0,36.0,6.0
32687.590352600288,38.0,34.0,9.0
22739.747649478755,36.0,47.0,2.0
73761.71571960478,46.0,42.0,8.0
51116.42854764512,38.0,13.0,6.0
66956.3820948806,38.0,39.0,7.0
83840.89985600283,19.0,11.0,3.0
19807.4087979325,38.0,33.0,7.0
22609.681173072884,24.0,37.0,6.0
65281.31798488918,17.0,3.0,9.0
30475.16156150524,26.0,40.0,7.0
59325.28343817193,21.0,13.0,9.0
19878.929202188807,35.0,31.0,5.0
9688.373983671048,30.0,39.0,3.0
3815.84775155413,34.0,26.0,5.0
19194.85785197452,39.0,41.0,5.0
83174.92545830009,16.0,37.0,2.0
1941.02317156068,38.0,11.0,5.0
28825.51632647158,25.0,33.0,9.0
42147.65166075615,2.0,24.0,6.0
14027.892468673554,29.0,7.0,6.0
36236.57452306807,28.0,19.0,9.0
50985.26020580203,43.0,23.0,9.0
18785.340335838762,21.0,41.0,8.0
45273.01009607992,39.0,35.0,8.0
57650.20331478341,13.0,7.0,5.0
64607.61619351465,39.0,38.0,8.0
27179.782826598355,4.0,34.0,8.0
4856.5932978935325,31.0,19.0,5.0
12645.324241369337,9.0,42.0,8.0
37433.78238870686,22.0,21.0,8.0
85355.98691286184,13.0,14.0,10.0
93955.53071227063,16.0,29.0,3.0
77356.14606461051,11.0,10.0,6.0
59591.3734077498,46.0,27.0,2.0
66958.96052410036,14.0,21.0,3.0
11103.971547665511,3.0,39.0,7.0
23842.88674715754,15.0,41.0,6.0
66451.30125765293,47.0,45.0,7.0
89733.34481457886,35.0,8.0,3.0
96066.56298917666,3.0,28.0,3.0
63945.19193579749,16.0,44.0,4.0
10704.60114432188,28.0,35.0,4.0
1270.320075913679,17.0,3.0,7.0
87961.57159321176,12.0,22.0,5.0
3957.7070938303154,34.0,34.0,3.0
65872.355484046,4.0,30.0,5.0
7751.709891106507,36.0,6.0,6.0
21955.858655757893,8.0,36.0,9.0
96173.813382394,5.0,39.0,4.0
42114.9347326687,32.0,11.0,6.0
14473.184728620392,40.0,46.0,8.0
23068.948209065144,14.0,27.0,6.0
45049.68298368485,14.0,3.0,4.0
10875.308201064292,37.0,43.0,9.0
41810.752812927865,42.0,8.0,7.0
85595.47990361856,3.0,2.0,5.0
93495.14339402919,45.0,22.0,9.0
53586.3775932648,26.0,36.0,5.0
25457.002153777463,35.0,28.0,7.0
37069.79923504835,29.0,42.0,4.0
81872.9206906259,16.0,31.0,6.0
18578.490875986277,28.0,44.0,7.0
22456.32673305225,6.0,22.0,5.0
84830.01877391837,12.0,16.0,5.0
72534.08994404029,19.0,15.0,6.0
21710.46516982307,38.0,14.0,10.0
18377.9221690288,42.0,11.0,4.0
64839.92796196252,11.0,20.0,7.0
35794.29248399317,48.0,22.0,3.0
92387.68613855836,6.0,29.0,8.0
33815.84803459424,34.0,14.0,5.0
24417.695572134802,38.0,17.0,5.0
31038.870700037784,13.0,24.0,9.0
21106.311158190863,21.0,22.0,5.0
20019.7591398535,42.0,16.0,4.0
93038.92711793455,3.0,32.0,8.0
2595.9012291776507,8.0,13.0,10.0
83396.5969707406,12.0,31.0,8.0
5917.169369015758,2.0,31.0,2.0
38633.25932652063,12.0,18.0,10.0
64185.52105474382,37.0,41.0,5.0
84706.10786156391,13.0,35.0,10.0
60374.06327196649,37.0,46.0,2.0
6082.257795389429,43.0,47.0,3.0
69496.53342772622,30.0,34.0,3.0
46043.76760765328,23.0,36.0,4.0
57033.834009434955,43.0,6.0,3.0
41426.38143768268,19.0,8.0,3.0
40950.69066181611,36.0,31.0,6.0
22935.297689557054,19.0,44.0,5.0
27673.6106715947,7.0,42.0,6.0
99566.5240872638,38.0,47.0,9.0
59858.9165461075,37.0,34.0,9.0
59160.172115274225,28.0,22.0,3.0
28915.467020654745,3.0,3.0,6.0
23722.226074058348,42.0,17.0,4.0
86742.95261492091,27.0,18.0,6.0
61961.6006430171,23.0,7.0,4.0
86655.38875757318,46.0,37.0,7.0
52768.25377372715,22.0,3.0,7.0
39025.49196072244,20.0,41.0,8.0
46395.828162040234,36.0,44.0,9.0
48977.48814036233,15.0,11.0,9.0
52235.14693285756,3.0,7.0,3.0
16417.73881650421,24.0,13.0,9.0
73387.52670436424,31.0,42.0,4.0
94084.31546478912,19.0,43.0,5.0
24559.21816756604,18.0,20.0,9.0
57676.15128260922,27.0,18.0,7.0
67838.12207512157,34.0,46.0,9.0
46069.34826025348,34.0,36.0,6.0
48370.54536157927,21.0,17.0,3.0
4067.172426237303,3.0,7.0,6.0
97105.24797691817,20.0,39.0,7.0
1342.4796364792116,19.0,29.0,8.0
70362.2014793715,26.0,7.0,3.0
57640.36593259214,10.0,5.0,6.0
85003.43885727214,6.0,8.0,8.0
73449.00362047397,14.0,36.0,9.0
7013.254704776694,13.0,22.0,7.0
73921.76662879263,34.0,11.0,5.0
64132.887174600946,4.0,5.0,3.0
82245.82337075016,2.0,35.0,4.0
30844.687201219014,46.0,12.0,8.0
69432.0266647653,12.0,34.0,7.0
65601.62912488704,34.0,32.0,9.0
19216.308297890588,17.0,31.0,7.0
30643.99587626631,26.0,7.0,7.0
73943.5231775202,34.0,34.0,4.0
17630.761992779408,25.0,6.0,10.0
63425.87354470099,46.0,36.0,9.0
58534.13489856373,48.0,17.0,4.0
99688.6777272656,17.0,17.0,5.0
89336.65723071105,31.0,3.0,3.0
73497.88799195815,25.0,47.0,4.0
73874.79888144889,20.0,30.0,2.0
45898.180944822365,12.0,14.0,9.0
26372.453126502307,3.0,3.0,5.0
92539.4946131428,39.0,7.0,9.0
31582.987897733427,47.0,33.0,8.0
3958.597339325816,41.0,46.0,8.0
94763.85170812106,7.0,14.0,9.0
12329.174367486634,20.0,4.0,2.0
15825.184464046064,43.0,39.0,7.0
55818.34454104315,47.0,15.0,8.0
19000.57978385584,8.0,32.0,6.0
41131.7387171913,19.0,45.0,4.0
29131.07635060654,35.0,8.0,7.0
76291.3342842511,34.0,13.0,5.0
29515.946015108537,38.0,42.0,5.0
73131.13873126796,9.0,19.0,3.0
75210.41950234816,21.0,47.0,6.0
85817.81872419728,15.0,22.0,6.0
17698.707417046415,19.0,27.0,5.0
20718.238936926547,5.0,19.0,7.0
95637.7408466566,4.0,15.0,6.0
48337.86513931848,46.0,10.0,5.0
70383.7848099732,20.0,13.0,4.0
95173.59171164605,29.0,28.0,7.0
96718.14863166472,44.0,25.0,5.0
17033.555505768887,11.0,4.0,2.0
70534.56483017618,17.0,11.0,7.0
19100.86070381275,27.0,18.0,8.0
32478.589184975193,4.0,5.0,6.0
69954.43489729073,42.0,39.0,9.0
2857.769842244931,26.0,40.0,5.0
71943.22498729495,40.0,20.0,2.0
40906.834956820116,25.0,3.0,8.0
70846.2693684794,46.0,26.0,3.0
26349.92116098362,24.0,2.0,10.0
46445.85111766919,38.0,37.0,2.0
28610.193225572213,22.0,41.0,3.0
55459.031978926374,30.0,31.0,6.0
75848.66231117345,30.0,40.0,10.0
87624.64625143593,22.0,40.0,8.0
3520.4329693129926,15.0,29.0,3.0
53264.30246162825,3.0,18.0,8.0
40426.96580064171,40.0,41.0,9.0
70744.07851864978,21.0,9.0,10.0
23188.905459220245,29.0,22.0,4.0
29194.3933222017,6.0,18.0,8.0
82687.26960739269,5.0,22.0,7.0
10261.872735037941,6.0,40.0,3.0
17513.63715638422,25.0,32.0,2.0
44874.94306482249,39.0,7.0,7.0
81232.06513860794,10.0,20.0,3.0
98863.59764623598,8.0,3.0,6.0
52108.307636701196,34.0,36.0,7.0
44506.64460132373,19.0,12.0,2.0
58908.33935037174,31.0,31.0,2.0
10367.376406816018,7.0,44.0,5.0
58166.07220504785,9.0,20.0,4.0
49652.32253035954,17.0,23.0,5.0
45938.33809623962,20.0,30.0,4.0
76336.09999390529,35.0,16.0,4.0
89015.12143429101,23.0,46.0,10.0
13948.375944437254,4.0,26.0,7.0
7779.341389037746,20.0,20.0,7.0
33771.2304351393,16.0,9.0,3.0
84383.24827856594,31.0,25.0,5.0
87305.9732241359,45.0,17.0,7.0
63429.147327328865,39.0,16.0,9.0
55615.21390036072,45.0,32.0,4.0
90558.70292558124,3.0,47.0,6.0
99299.06469825342,36.0,15.0,7.0
8618.294086285769,5.0,29.0,3.0
32217.35596999278,5.0,15.0,3.0
71548.37525317939,41.0,24.0,9.0
98363.03168244057,23.0,13.0,7.0
90937.48294734009,5.0,35.0,2.0
9104.52053812004,9.0,37.0,3.0
93656.14244081185,44.0,6.0,7.0
10301.80031545451,13.0,19.0,2.0
51059.11265668341,37.0,32.0,7.0
42154.41671492969,10.0,6.0,6.0
58220.839210402395,11.0,32.0,6.0
93022.50967556832,39.0,12.0,7.0
64247.932148446416,7.0,24.0,5.0
48292.38827056594,3.0,14.0,10.0
9534.255487003804,3.0,20.0,4.0
6227.44109799536,14.0,11.0,8.0
89565.5425377877,9.0,28.0,8.0
37889.552711835684,7.0,29.0,6.0
96502.72820257848,42.0,14.0,5.0
3565.6715824374833,2.0,13.0,8.0
43824.371152386746,18.0,10.0,7.0
44700.21886368176,38.0,27.0,8.0
3003.1260814604616,32.0,27.0,9.0
64097.60227494577,47.0,31.0,8.0
79022.2210915793,22.0,7.0,4.0
48538.12504775776,38.0,4.0,9.0
62924.947349517104,37.0,26.0,2.0
52550.17888495873,38.0,14.0,9.0
59553.713539402954,37.0,21.0,3.0
21224.813889963847,14.0,3.0,4.0
71111.30626636551,25.0,38.0,3.0
21607.63992515519,9.0,43.0,3.0
7105.555899287047,9.0,31.0,5.0
54126.52835996227,13.0,9.0,2.0
41555.284824252194,42.0,35.0,6.0
81213.73058166889,31.0,41.0,5.0
37111.415869419674,9.0,35.0,7.0
49566.943142342585,15.0,31.0,7.0
52282.205299286696,38.0,26.0,8.0
7208.368177828723,20.0,24.0,3.0
27847.36706457167,37.0,43.0,3.0
60268.33612833271,4.0,13.0,3.0
39328.380580147525,14.0,26.0,7.0
30627.178084843603,41.0,43.0,7.0
75759.39100840408,38.0,11.0,4.0
27439.073857712865,18.0,6.0,7.0
35185.28263329415,38.0,4.0,9.0
99636.09105104883,12.0,7.0,10.0
94771.07846404338,26.0,43.0,5.0
28236.872360793222,13.0,13.0,6.0
34962.914691661914,48.0,38.0,9.0
50336.33755546439,25.0,26.0,8.0
68071.94029109424,27.0,23.0,7.0
20508.566564132718,8.0,34.0,4.0
31431.487517038513,8.0,28.0,6.0
96508.06545888493,39.0,33.0,4.0
19681.30194468724,2.0,44.0,3.0
30397.354073970455,45.0,39.0,8.0
27831.455363485144,29.0,3.0,9.0
63096.32408011198,28.0,32.0,5.0
47102.85942676259,32.0,46.0,4.0
98369.53063048105,43.0,30.0,4.0
36038.41940320935,21.0,17.0,5.0
74515.1791708327,15.0,32.0,4.0
11157.532368850336,38.0,9.0,9.0
99384.21574358178,27.0,17.0,3.0
59598.50169536536,28.0,28.0,9.0
17405.499998933006,46.0,33.0,9.0
91568.36238581975,34.0,16.0,10.0
81832.74059696472,17.0,4.0,3.0
7325.275666614539,10.0,31.0,9.0
75146.64159169323,45.0,29.0,7.0
25069.900725546562,39.0,27.0,5.0
75977.56451796292,27.0,39.0,9.0
92756.57845126468,35.0,10.0,2.0
83193.72180642378,45.0,18.0,5.0
92711.77212455297,5.0,13.0,9.0
89739.25873696565,26.0,16.0,8.0
78090.44201423627,37.0,25.0,10.0
2434.9314850491905,31.0,9.0,6.0
66706.25717726469,25.0,35.0,10.0
40520.7674666524,37.0,35.0,5.0
42430.000439274336,35.0,14.0,10.0
75936.60645837928,48.0,23.0,6.0
54935.84060673787,13.0,14.0,5.0
25492.094312545934,4.0,6.0,2.0
70313.65279852212,16.0,36.0,7.0
48300.16478839781,37.0,45.0,6.0
3005.5129641716385,44.0,16.0,6.0
88693.06761493316,16.0,45.0,8.0
83925.12749301328,7.0,21.0,7.0
12685.813605555399,9.0,26.0,2.0
80139.12687110274,47.0,29.0,7.0
85616.3689865261,12.0,14.0,9.0
57446.34651077254,15.0,26.0,4.0
64697.19634131498,23.0,36.0,7.0
10676.923198660064,14.0,37.0,6.0
29457.907582866712,8.0,5.0,6.0
31164.234975344225,4.0,36.0,4.0
73072.80686831284,33.0,12.0,3.0
2519.0037195915324,25.0,14.0,6.0
11169.241657387069,17.0,44.0,6.0
26736.366851662264,36.0,24.0,4.0
67701.17779959747,33.0,7.0,8.0
56844.39099603078,21.0,31.0,8.0
98682.67543612536,6.0,19.0,3.0
57050.39090386497,38.0,37.0,5.0
68970.74766326675,3.0,24.0,9.0
112.05360418410397,44.0,11.0,5.0
92722.85428700811,46.0,12.0,6.0
72036.1545494752,23.0,38.0,9.0
68420.86315619717,16.0,31.0,3.0
79925.72020271672,30.0,21.0,7.0
4233.231620378073,2.0,31.0,6.0
26352.06791779686,15.0,47.0,7.0
90013.08697141151,6.0,35.0,10.0
30020.0991753185,21.0,40.0,10.0
38844.166132189996,43.0,33.0,4.0
81310.26216284194,3.0,42.0,2.0
63714.73841066755,46.0,35.0,8.0
29421.206914787406,13.0,13.0,7.0
53412.38018638473,11.0,33.0,7.0
35422.187209628304,14.0,8.0,7.0
97416.54660002363,6.0,15.0,10.0
80725.76330817062,10.0,47.0,9.0
33045.87305075448,40.0,42.0,3.0
92588.7497384247,30.0,5.0,10.0
20431.845779365478,34.0,39.0,8.0
81771.47184043717,41.0,43.0,6.0
34418.45429194052,39.0,17.0,6.0
4469.766921117233,11.0,39.0,9.0
63738.248708968466,30.0,27.0,2.0
47945.248212116734,13.0,36.0,3.0
46849.19615117011,39.0,44.0,9.0
693.9396321303036,35.0,47.0,9.0
59790.43410034586,21.0,9.0,5.0
84552.26283345373,8.0,15.0,3.0
42558.52701551885,23.0,5.0,6.0
97795.07807108515,3.0,38.0,2.0
44074.318965093444,41.0,33.0,9.0
28827.367235825892,48.0,23.0,3.0
11099.900361804024,18.0,21.0,4.0
73078.37123056722,25.0,45.0,3.0
47193.848098969094,6.0,35.0,5.0
4275.618789958544,44.0,23.0,10.0
89166.08578813846,48.0,40.0,9.0
29387.113366756763,36.0,7.0,8.0
46497.87126264215,48.0,20.0,6.0
42127.55940038807,44.0,7.0,10.0
26920.294927906176,28.0,36.0,6.0
70471.26068921815,42.0,7.0,5.0
85976.93646745563,42.0,3.0,3.0
4581.733681768962,37.0,8.0,7.0
82930.35663686549,11.0,7.0,5.0
76968.10913939822,46.0,10.0,2.0
70389.05677582521,29.0,15.0,5.0
58273.01376919465,27.0,46.0,8.0
79249.8245063769,44.0,26.0,3.0
95312.92768513499,28.0,24.0,10.0
2566.2743480175905,32.0,44.0,6.0
70885.37315731456,22.0,12.0,3.0
61731.522872616326,34.0,24.0,7.0
79917.70127725787,41.0,16.0,5.0
42460.91570929313,25.0,47.0,3.0
43531.087755163084,9.0,10.0,6.0
36121.87197513389,30.0,46.0,8.0
28571.37482067858,9.0,20.0,5.0
96756.93335545433,41.0,33.0,5.0
5949.294365479872,43.0,20.0,8.0
86178.7765287007,38.0,29.0,8.0
91500.0220586679,25.0,30.0,9.0
14380.645618077673,37.0,35.0,4.0
64675.47542717063,48.0,32.0,4.0
90674.21963572908,27.0,20.0,6.0
20892.894461622454,21.0,5.0,4.0
6211.974585799255,42.0,12.0,5.0
69810.76967068057,30.0,19.0,3.0
60651.58796368876,32.0,6.0,4.0
77836.09149758435,30.0,36.0,5.0
58242.233183598924,22.0,22.0,9.0
17437.643566341176,22.0,21.0,8.0
21533.451742712212,21.0,38.0,5.0
16493.4797363508,3.0,41.0,4.0
16202.33788715808,47.0,28.0,4.0
42122.84215713689,13.0,43.0,2.0
57234.200145014926,26.0,5.0,7.0
679.2747977783141,35.0,22.0,9.0
17191.27805597235,39.0,6.0,3.0
5877.676993375658,36.0,48.0,8.0
70348.5811298221,10.0,22.0,5.0
47917.563234817055,39.0,21.0,9.0
77303.02328945753,15.0,5.0,5.0
88150.4080458575,5.0,9.0,8.0
19707.384284068026,27.0,23.0,6.0
56100.762137123296,21.0,24.0,6.0
97389.2509777704,43.0,29.0,9.0
89283.47047316625,18.0,48.0,7.0
70171.08582727816,27.0,19.0,8.0
61281.43578959367,4.0,18.0,2.0
43263.09550150512,6.0,3.0,3.0
46072.05065847437,24.0,16.0,3.0
46264.377865542134,19.0,19.0,10.0
27259.704751689827,16.0,24.0,4.0
72199.80257758911,34.0,31.0,7.0
9669.35844101289,9.0,40.0,4.0
25233.674577763646,35.0,24.0,4.0
33246.980082885995,43.0,28.0,9.0
1675.4550579960455,6.0,30.0,9.0
30661.295986459296,45.0,13.0,3.0
31697.064584615946,34.0,42.0,9.0
49655.247660726774,14.0,15.0,4.0
1506.4218526440434,37.0,8.0,6.0
70662.1946831122,47.0,29.0,8.0
44797.43116304276,47.0,20.0,9.0
4966.06009568901,44.0,43.0,8.0
40517.59360642483,37.0,11.0,9.0
2680.818026084084,31.0,38.0,9.0
85988.60711984077,22.0,21.0,8.0
9696.880203684203,32.0,27.0,4.0
3505.494896185809,44.0,42.0,5.0
42777.45978519882,10.0,36.0,2.0
70443.72401968397,4.0,43.0,2.0
43481.53954375529,39.0,44.0,7.0
4580.874204113487,24.0,21.0,5.0
56715.58590791376,44.0,27.0,8.0
43182.522524722284,23.0,5.0,8.0
31279.487300188302,42.0,37.0,4.0
37055.083595301956,21.0,6.0,9.0
91531.58574436275,45.0,31.0,2.0
38696.93846848027,7.0,38.0,4.0
29220.85229624637,24.0,26.0,5.0
43931.14574838428,7.0,17.0,4.0
29475.37945365594,28.0,13.0,9.0
44381.32424916913,16.0,45.0,7.0
44369.01624703971,13.0,17.0,5.0
24706.823337892194,32.0,22.0,10.0
79301.1765123895,28.0,22.0,5.0
40680.82180152116,27.0,14.0,5.0
15056.17261513901,46.0,15.0,6.0
2824.671809311509,33.0,21.0,10.0
55718.082843668926,30.0,10.0,5.0
67102.78201279794,3.0,32.0,5.0
55335.60176233051,2.0,44.0,6.0
1269.882336861853,32.0,38.0,8.0
90846.56650149022,7.0,11.0,2.0
98061.32875682942,31.0,25.0,4.0
58925.27480019532,42.0,20.0,10.0
88167.58876402826,13.0,33.0,3.0
56535.501003320656,46.0,23.0,6.0
27676.686069063693,11.0,13.0,5.0
31916.59560667166,23.0,16.0,5.0
9127.86914009374,13.0,39.0,3.0
84313.32816406916,12.0,39.0,6.0
24766.299666452367,48.0,14.0,3.0
26874.039727024578,13.0,42.0,3.0
85868.43492443953,12.0,17.0,6.0
6588.240135052988,39.0,46.0,8.0
1213.7604548733825,43.0,20.0,3.0
88912.65146136764,21.0,29.0,4.0
75170.7397761129,41.0,37.0,6.0
65490.1554743717,10.0,23.0,6.0
16387.182687211993,30.0,21.0,3.0
12117.43163367326,37.0,22.0,9.0
11511.213468709857,20.0,42.0,10.0
60923.9566586619,2.0,31.0,9.0
14912.65460832161,45.0,37.0,8.0
23561.13808164248,24.0,15.0,3.0
27092.591896770427,6.0,9.0,9.0
50621.30223385166,18.0,45.0,7.0
46574.43668324643,11.0,36.0,4.0
12923.953999055722,9.0,24.0,5.0
81981.82388332079,32.0,15.0,5.0
80077.13143701672,27.0,38.0,3.0
61302.45354331728,21.0,30.0,8.0
35989.243728421636,46.0,16.0,5.0
12435.52019649578,19.0,45.0,8.0
87613.55264732265,31.0,12.0,7.0
50332.840449202646,6.0,34.0,9.0
92374.45927603032,45.0,33.0,7.0
3365.72704684111,17.0,29.0,3.0
60649.745069469725,27.0,27.0,5.0
48264.146801439834,8.0,33.0,3.0
65715.23824202857,47.0,39.0,9.0
90187.34221092328,27.0,8.0,10.0
96509.98024536845,38.0,6.0,3.0
72446.14931295381,39.0,10.0,6.0
26917.972700621212,42.0,20.0,7.0
69650.44482687776,32.0,28.0,6.0
72320.47819635084,18.0,38.0,2.0
32422.479766621967,7.0,27.0,4.0
50598.22675304035,20.0,18.0,3.0
52072.18923841379,3.0,7.0,9.0
68877.7093201606,23.0,12.0,5.0
51475.311934182246,18.0,33.0,10.0
99337.50288841748,33.0,23.0,6.0
56165.779716872305,27.0,44.0,4.0
7711.305059572702,9.0,27.0,4.0
14243.300709065239,45.0,34.0,6.0
45022.84527579126,39.0,40.0,5.0
73548.99178396768,43.0,34.0,3.0
1585.3562463513163,46.0,11.0,3.0
77195.37288701956,43.0,7.0,3.0
62091.29540462549,33.0,19.0,2.0
89175.26639411142,6.0,15.0,4.0
17536.90746612177,47.0,44.0,7.0
4850.206103605181,10.0,36.0,4.0
82449.49375388066,34.0,39.0,5.0
75357.96747920194,17.0,21.0,4.0
5609.857700458053,13.0,29.0,8.0
91127.3975788882,15.0,36.0,8.0
75606.54959090799,18.0,28.0,4.0
50582.787002312405,45.0,32.0,5.0
33749.75839141853,11.0,48.0,3.0
61269.421004144,21.0,28.0,7.0
61855.260493685746,39.0,28.0,3.0
90283.6724128485,12.0,39.0,5.0
47673.30258297346,18.0,22.0,8.0
3304.438928815818,21.0,17.0,5.0
38338.154816678005,30.0,6.0,7.0
51856.26018566087,38.0,34.0,2.0
67414.55732270016,11.0,24.0,5.0
71329.4368289673,30.0,6.0,5.0
82706.6778968283,29.0,9.0,8.0
37581.0387266972,17.0,48.0,2.0
83195.95377975675,37.0,36.0,4.0
43325.73567102983,45.0,36.0,9.0
75456.27696568184,37.0,32.0,7.0
4260.068152063314,25.0,28.0,4.0
43068.09696750253,42.0,26.0,5.0
51455.25127760352,23.0,14.0,6.0
63168.332834679204,21.0,40.0,7.0
17690.429215019813,12.0,46.0,8.0
40123.356021113425,24.0,8.0,9.0
72485.96629699077,38.0,24.0,3.0
12264.09435741463,41.0,38.0,4.0
98106.40964120187,30.0,16.0,10.0
21710.482677550375,37.0,22.0,7.0
23849.461344366147,13.0,44.0,7.0
67911.73260519351,26.0,46.0,8.0
20948.086148827693,5.0,40.0,6.0
3496.1176543040847,41.0,5.0,8.0
19890.677892997097,35.0,34.0,5.0
62082.60955566331,40.0,36.0,8.0
59087.7433189199,13.0,28.0,8.0
42308.03844904373,9.0,38.0,8.0
22767.373016542784,22.0,34.0,5.0
19089.478888694764,7.0,39.0,4.0
78892.10540493442,37.0,16.0,8.0
35701.37236899509,38.0,17.0,8.0
82984.03359073737,27.0,30.0,5.0
99801.07932082085,2.0,37.0,3.0
77415.90256849243,21.0,34.0,8.0
3582.221904622865,4.0,39.0,10.0
18612.825964900694,10.0,35.0,9.0
11433.479500788022,42.0,27.0,4.0
24897.222810767587,3.0,34.0,9.0
34932.31099677173,38.0,47.0,9.0
43795.74578572997,27.0,16.0,6.0
96190.79185550594,3.0,9.0,9.0
59758.627477986745,30.0,43.0,8.0
79987.20458903439,25.0,6.0,7.0
55456.95949251969,30.0,17.0,9.0
2707.006469750071,11.0,29.0,8.0
96839.03661984761,38.0,41.0,3.0
9416.059276376503,4.0,17.0,9.0
88350.40132016475,31.0,31.0,2.0
65356.45210422781,7.0,8.0,8.0
79788.74451109825,47.0,46.0,3.0
24452.886019529797,28.0,14.0,9.0
35565.159381255835,15.0,10.0,4.0
98679.79377092521,8.0,36.0,4.0
81487.53365163544,25.0,21.0,7.0
39112.13770700379,19.0,26.0,5.0
47058.27021504878,29.0,31.0,9.0
19076.646886536302,13.0,22.0,5.0
33510.353910697784,35.0,23.0,7.0
88591.59925827358,15.0,12.0,6.0
19813.142444951685,9.0,35.0,4.0
34213.551118836105,35.0,19.0,4.0
50769.688173684866,19.0,37.0,4.0
87935.60443576096,9.0,6.0,4.0
55792.57078211606,11.0,12.0,4.0
48891.36977444387,18.0,41.0,2.0
36432.08803726232,44.0,20.0,6.0
58237.93082504325,25.0,12.0,7.0
80372.19230691898,9.0,33.0,3.0
17316.75624689533,41.0,3.0,8.0
99730.07495194364,30.0,36.0,4.0
72668.6317644104,6.0,29.0,8.0
18519.767068296533,13.0,31.0,4.0
48188.60978428251,32.0,3.0,6.0
28490.753713730213,46.0,29.0,8.0
26474.58027499552,27.0,25.0,9.0
31662.714795320826,32.0,44.0,5.0
78806.55123391272,35.0,4.0,6.0
70430.10973463404,17.0,12.0,8.0
33049.25554269334,47.0,22.0,7.0
30591.226972257908,21.0,48.0,9.0
16547.168426907265,48.0,26.0,3.0
7682.464644192426,37.0,36.0,8.0
61708.78455774273,9.0,8.0,6.0
94709.66320066071,42.0,41.0,5.0
50091.33721180193,26.0,30.0,6.0
77505.7244804588,29.0,18.0,8.0
88754.0501931054,21.0,30.0,3.0
12939.217155096088,25.0,24.0,6.0
2248.751120422827,43.0,3.0,3.0
12725.50746861644,43.0,44.0,8.0
78648.42500343532,9.0,35.0,7.0
18876.319441109674,34.0,31.0,4.0
77609.25356926347,32.0,13.0,5.0
49889.34142574025,13.0,29.0,8.0
58822.177758598074,8.0,23.0,5.0
5396.750821026129,42.0,30.0,8.0
88711.54705791963,16.0,11.0,2.0
37133.64323873883,37.0,6.0,5.0
12947.247435558267,35.0,22.0,10.0
16928.677795843185,36.0,44.0,3.0
43582.18466139781,23.0,4.0,4.0
8677.883106439513,6.0,4.0,7.0
71111.23518821472,35.0,7.0,4.0
99847.6348276616,15.0,26.0,6.0
88848.37906353403,6.0,10.0,4.0
6914.12235750162,24.0,35.0,9.0
68840.69627443855,19.0,12.0,5.0
44015.62972774101,34.0,21.0,9.0
48964.69603306681,27.0,28.0,3.0
76645.35835731783,41.0,44.0,4.0
90548.8521407595,42.0,11.0,6.0
3059.798324209765,29.0,15.0,4.0
69347.74927944424,28.0,35.0,4.0
37324.03614439022,20.0,9.0,5.0
74049.7804004784,13.0,20.0,10.0
26747.665561701695,6.0,22.0,9.0
97929.21027061682,41.0,15.0,9.0
