random-seed,gerreproduce,patch-variability,ger-gain-from-food,grass-regrowth-time
67833.6761622182,4.0,35.0,13.0,1.0
40719.56436975702,3.0,77.0,12.0,9.0
87284.15768646018,3.0,67.0,6.0,9.0
62380.29518437403,5.0,32.0,9.0,9.0
47577.038827985736,3.0,7.0,6.0,10.0
30500.309966908822,4.0,99.0,17.0,7.0
32894.74739683419,3.0,57.0,17.0,5.0
63204.82685744265,1.0,20.0,2.0,4.0
38165.36500187701,5.0,50.0,9.0,3.0
33732.278904705025,3.0,94.0,14.0,7.0
84459.72424392983,1.0,54.0,14.0,9.0
16913.742940357974,3.0,42.0,15.0,8.0
94216.61240371976,2.0,28.0,15.0,9.0
42823.87817656123,4.0,92.0,20.0,2.0
38040.34170399674,5.0,28.0,17.0,7.0
25268.222397648613,2.0,64.0,12.0,7.0
30887.26861256784,2.0,53.0,4.0,6.0
2178.906866474394,1.0,21.0,8.0,6.0
37696.97753456057,2.0,54.0,3.0,3.0
29319.406189918747,4.0,84.0,7.0,3.0
84273.00407308064,1.0,88.0,7.0,4.0
51993.14677403063,2.0,81.0,20.0,9.0
15460.867827364118,4.0,48.0,16.0,3.0
30086.504068328628,5.0,56.0,19.0,1.0
87839.62755733609,3.0,36.0,3.0,8.0
42960.528818008286,3.0,84.0,6.0,2.0
99664.33806214224,3.0,86.0,10.0,4.0
41154.2203885459,2.0,67.0,18.0,5.0
93339.1192721616,5.0,10.0,18.0,6.0
17686.455318626602,4.0,52.0,9.0,5.0
5447.858312335339,2.0,5.0,5.0,9.0
36037.60842469434,4.0,25.0,5.0,4.0
5964.227071046567,2.0,33.0,10.0,6.0
64062.53225805438,3.0,79.0,7.0,5.0
9571.496090969837,2.0,12.0,8.0,6.0
14148.69868603148,4.0,52.0,17.0,6.0
71872.57160087359,4.0,43.0,6.0,5.0
40745.47374442204,2.0,91.0,19.0,5.0
73141.55777155855,2.0,37.0,12.0,9.0
95110.1721432818,2.0,70.0,7.0,9.0
4639.551741215198,3.0,94.0,8.0,7.0
36828.76026282505,5.0,98.0,19.0,1.0
90692.585613619,5.0,97.0,5.0,7.0
14261.97159497829,4.0,37.0,19.0,8.0
16606.20135835222,3.0,13.0,4.0,7.0
86370.90102219179,3.0,99.0,12.0,2.0
40119.41308400475,3.0,24.0,15.0,5.0
26236.94853714122,4.0,82.0,16.0,8.0
13018.39682597784,1.0,83.0,17.0,4.0
51233.61153380377,4.0,10.0,4.0,2.0
11493.282998846364,3.0,28.0,8.0,3.0
66108.66703272944,3.0,56.0,9.0,5.0
59385.007469630415,2.0,10.0,3.0,9.0
88836.2125518138,2.0,40.0,19.0,9.0
87564.04354935056,2.0,85.0,7.0,8.0
81763.12247978506,2.0,10.0,18.0,1.0
18427.163437934523,2.0,68.0,4.0,10.0
84556.9392267766,2.0,40.0,8.0,7.0
61885.717535727636,4.0,68.0,9.0,8.0
90741.49316281138,3.0,96.0,16.0,2.0
29754.207044141793,5.0,83.0,17.0,3.0
13701.209518172369,3.0,51.0,14.0,7.0
41055.375914554024,3.0,20.0,6.0,4.0
29843.632629850756,1.0,54.0,6.0,8.0
15777.161198073123,1.0,16.0,5.0,2.0
22617.646080164188,5.0,68.0,13.0,7.0
11522.279745753205,2.0,32.0,7.0,8.0
23228.878495359728,2.0,62.0,7.0,8.0
55853.39852949896,4.0,51.0,20.0,5.0
44729.8119537295,3.0,6.0,4.0,6.0
86355.31579710565,5.0,22.0,9.0,1.0
12570.515350085896,1.0,31.0,8.0,4.0
82930.8420968832,2.0,82.0,16.0,4.0
41366.51703489908,3.0,90.0,10.0,3.0
73737.89073133544,2.0,73.0,8.0,3.0
22827.82678928683,2.0,30.0,15.0,5.0
72439.23203643579,2.0,30.0,3.0,4.0
48527.529763283594,3.0,65.0,12.0,6.0
38004.83577165212,4.0,63.0,19.0,8.0
65630.37421780506,2.0,56.0,15.0,1.0
24914.040844680025,3.0,18.0,15.0,4.0
29892.50482878656,5.0,78.0,18.0,8.0
37489.346419245296,2.0,81.0,11.0,1.0
21700.552033442975,5.0,42.0,5.0,4.0
87097.95745901426,2.0,42.0,6.0,9.0
62144.46979137229,5.0,92.0,5.0,6.0
60048.29067110109,1.0,32.0,8.0,8.0
76590.02906551375,2.0,17.0,15.0,2.0
23.789473481231425,2.0,99.0,11.0,9.0
32424.62761323619,2.0,37.0,9.0,3.0
89796.76922598037,5.0,28.0,3.0,5.0
37220.250735418136,4.0,95.0,11.0,3.0
97685.80192067938,4.0,70.0,6.0,7.0
93735.07400067255,1.0,43.0,2.0,8.0
61156.40497820519,2.0,36.0,5.0,5.0
60008.61850106862,4.0,13.0,4.0,1.0
52970.234738477506,1.0,87.0,20.0,5.0
45810.79272155307,3.0,39.0,7.0,5.0
34787.00968087111,5.0,16.0,17.0,2.0
69305.91872191709,3.0,95.0,4.0,5.0
25370.957812171036,5.0,47.0,10.0,7.0
54228.998922427294,4.0,21.0,15.0,9.0
33247.71458073943,3.0,72.0,19.0,9.0
29665.643447095474,2.0,71.0,11.0,8.0
69963.3175674216,5.0,67.0,7.0,2.0
32482.16940849813,5.0,45.0,11.0,3.0
79676.67966475153,3.0,58.0,7.0,4.0
44319.12796143279,2.0,91.0,8.0,5.0
97462.45812993562,3.0,42.0,9.0,8.0
80410.95076219365,1.0,72.0,11.0,1.0
59347.03790858874,5.0,38.0,17.0,4.0
12272.328190902997,2.0,90.0,11.0,9.0
10053.556098301247,5.0,16.0,3.0,8.0
2001.4093198295243,2.0,57.0,15.0,10.0
16542.199506198223,4.0,41.0,3.0,6.0
87549.82060075582,4.0,85.0,7.0,9.0
15606.042027332616,2.0,83.0,7.0,2.0
95243.43370459606,4.0,10.0,14.0,1.0
43687.20778870674,3.0,94.0,2.0,8.0
46425.49826656319,3.0,34.0,20.0,3.0
99036.85393744525,2.0,47.0,14.0,6.0
5849.360492424001,5.0,77.0,16.0,2.0
2500.6868858163666,3.0,96.0,8.0,6.0
25433.03870453364,3.0,84.0,14.0,5.0
93102.14996868995,4.0,72.0,16.0,5.0
7653.179874553025,3.0,9.0,11.0,8.0
36673.0813237548,3.0,8.0,4.0,1.0
80734.08053319095,3.0,54.0,19.0,4.0
73258.90382948102,2.0,19.0,17.0,1.0
53589.10843777656,4.0,97.0,7.0,3.0
45597.093840814676,3.0,17.0,6.0,1.0
42518.7541625176,1.0,65.0,5.0,7.0
81407.13208711799,2.0,8.0,8.0,5.0
18270.531817655512,2.0,64.0,13.0,2.0
64653.24688449832,5.0,90.0,19.0,2.0
32102.71575854358,5.0,59.0,5.0,4.0
83412.93011929445,1.0,92.0,3.0,4.0
97893.97019316694,2.0,8.0,7.0,8.0
42210.74738427265,2.0,35.0,15.0,3.0
40549.59059534554,1.0,60.0,15.0,2.0
70359.60650982901,3.0,72.0,16.0,3.0
19190.321251845908,5.0,6.0,2.0,6.0
15383.880702406621,2.0,30.0,16.0,2.0
32939.772679691414,4.0,49.0,18.0,4.0
95790.4466108727,4.0,93.0,19.0,6.0
99140.63766646931,2.0,29.0,16.0,6.0
39790.20213952056,2.0,16.0,17.0,8.0
3362.967085151767,2.0,95.0,4.0,3.0
48902.369182464376,3.0,6.0,15.0,4.0
92697.55983890373,2.0,7.0,15.0,6.0
26119.973561534774,4.0,93.0,2.0,2.0
85814.47485632858,4.0,28.0,2.0,8.0
86081.57541320549,3.0,94.0,15.0,6.0
94724.35859415865,2.0,56.0,18.0,8.0
10027.561004391424,2.0,38.0,14.0,3.0
41664.097293443134,1.0,68.0,6.0,9.0
730.6821009566406,2.0,34.0,4.0,2.0
99532.1919960267,4.0,8.0,16.0,9.0
89064.06000190527,4.0,97.0,7.0,2.0
36414.30119063591,3.0,92.0,11.0,7.0
30912.781429987648,4.0,95.0,16.0,2.0
32928.041777093305,3.0,15.0,14.0,5.0
87003.50155244161,5.0,6.0,8.0,9.0
41583.25178723086,2.0,99.0,19.0,7.0
97964.37391208271,1.0,29.0,12.0,6.0
16230.362957155083,5.0,13.0,4.0,8.0
80855.99634793986,3.0,27.0,15.0,3.0
19245.47908183635,2.0,96.0,3.0,8.0
93357.73992908851,1.0,20.0,19.0,5.0
11150.902022896058,4.0,47.0,10.0,8.0
27523.608740834265,2.0,100.0,8.0,6.0
89036.93945583934,4.0,51.0,10.0,9.0
61398.45612704349,4.0,84.0,18.0,2.0
32219.32430184354,3.0,26.0,4.0,8.0
95933.18460513293,3.0,96.0,6.0,10.0
69238.43087178015,1.0,70.0,14.0,3.0
74873.10166964635,3.0,89.0,16.0,2.0
24881.047676974093,2.0,64.0,7.0,7.0
15137.858663463889,4.0,82.0,11.0,5.0
15777.436498235336,5.0,7.0,17.0,7.0
21402.501395140407,3.0,57.0,7.0,8.0
86928.59431019433,3.0,21.0,3.0,9.0
28857.072642011313,1.0,82.0,6.0,5.0
31788.977182282677,4.0,9.0,13.0,5.0
28163.59908401753,1.0,18.0,3.0,9.0
56757.31293658687,3.0,74.0,5.0,5.0
1520.305902899854,5.0,75.0,10.0,7.0
17229.95727093346,2.0,76.0,11.0,1.0
92805.736100783,1.0,8.0,2.0,8.0
58456.86091967274,3.0,53.0,10.0,9.0
10442.92468029804,4.0,96.0,18.0,6.0
67712.16492878488,3.0,43.0,14.0,3.0
92905.9778627859,1.0,65.0,5.0,5.0
10979.259719778116,2.0,64.0,20.0,6.0
98331.64378541993,2.0,12.0,17.0,6.0
95816.1094629875,1.0,24.0,7.0,2.0
20456.775793923538,5.0,57.0,13.0,9.0
23621.2858545774,4.0,26.0,12.0,1.0
23141.893393541446,4.0,29.0,13.0,6.0
82090.34291154242,4.0,83.0,15.0,10.0
40084.483987517335,3.0,70.0,16.0,9.0
2444.4671326960793,3.0,40.0,10.0,7.0
18866.56016290381,4.0,11.0,12.0,4.0
57823.0124098893,1.0,78.0,7.0,6.0
17674.80556921708,4.0,70.0,2.0,3.0
67259.61590029116,2.0,16.0,15.0,7.0
99520.0632823995,3.0,25.0,15.0,6.0
60637.49234546249,4.0,64.0,8.0,5.0
18764.174118134455,3.0,38.0,7.0,2.0
91362.45089956847,5.0,81.0,2.0,3.0
1687.3789723863483,5.0,87.0,3.0,1.0
30037.337581702108,2.0,83.0,17.0,6.0
65908.94972512848,1.0,75.0,14.0,4.0
20411.050100786226,3.0,84.0,7.0,6.0
9379.408214537825,2.0,60.0,6.0,6.0
33655.37495118138,3.0,81.0,16.0,4.0
95282.98447130679,2.0,47.0,12.0,8.0
39881.174184856085,1.0,77.0,5.0,7.0
82343.57224909027,5.0,63.0,11.0,3.0
65387.31581601864,1.0,19.0,12.0,8.0
306.69333655731344,3.0,52.0,5.0,1.0
56308.93728278062,3.0,51.0,11.0,8.0
15913.116756538308,4.0,88.0,15.0,5.0
87465.28956291713,1.0,78.0,12.0,5.0
80638.2748627947,3.0,56.0,8.0,9.0
86664.53912313526,3.0,8.0,13.0,3.0
41854.26562840957,1.0,48.0,11.0,8.0
53032.91038572913,4.0,13.0,11.0,6.0
21457.915970923175,4.0,21.0,17.0,4.0
25714.764269671712,3.0,62.0,7.0,3.0
75770.31884826247,4.0,95.0,14.0,7.0
76909.42596655262,3.0,55.0,18.0,8.0
93808.49252621728,2.0,82.0,18.0,8.0
33780.18950935611,4.0,13.0,7.0,5.0
20596.86799425105,5.0,73.0,15.0,4.0
48449.354065567335,2.0,98.0,4.0,8.0
51776.036552959195,1.0,37.0,12.0,6.0
57107.8635538038,2.0,56.0,15.0,7.0
30042.329154557447,5.0,98.0,10.0,3.0
89920.13846375978,3.0,10.0,4.0,9.0
89944.89741745956,1.0,11.0,16.0,2.0
65129.55435609808,1.0,7.0,5.0,6.0
15985.911801597209,2.0,48.0,7.0,6.0
54594.00125421764,4.0,77.0,3.0,6.0
92220.07313106587,3.0,46.0,10.0,5.0
26112.47955783959,4.0,88.0,17.0,8.0
33989.34213873367,3.0,43.0,14.0,3.0
58104.92016480304,4.0,83.0,9.0,4.0
51643.885011847364,2.0,79.0,3.0,8.0
27843.903107324546,2.0,99.0,17.0,8.0
90211.05428114727,2.0,16.0,20.0,8.0
28888.5831513275,3.0,82.0,9.0,10.0
72789.55498689877,3.0,39.0,8.0,5.0
63171.78482312485,2.0,10.0,4.0,10.0
29393.64975859985,1.0,85.0,3.0,8.0
41858.95585929335,2.0,99.0,6.0,3.0
47368.01331181735,3.0,23.0,16.0,3.0
99067.55885592541,4.0,77.0,5.0,8.0
25317.380344709905,4.0,90.0,10.0,6.0
91431.04685818865,4.0,77.0,14.0,1.0
45719.6794453419,5.0,33.0,16.0,3.0
10743.033154241684,2.0,14.0,17.0,6.0
99678.86523336872,1.0,59.0,9.0,4.0
24089.620769764006,3.0,79.0,14.0,5.0
65796.5578278829,5.0,98.0,5.0,9.0
33214.29819994199,4.0,80.0,18.0,4.0
68348.8105527663,4.0,32.0,6.0,8.0
7290.086099478579,5.0,89.0,8.0,2.0
48440.63154385093,5.0,35.0,9.0,8.0
39864.08835238676,5.0,63.0,16.0,2.0
87409.41983847962,4.0,17.0,3.0,7.0
3593.4636867930726,4.0,58.0,17.0,9.0
82066.45716439099,3.0,24.0,3.0,7.0
14290.823039311139,3.0,54.0,18.0,2.0
11406.08695868942,1.0,45.0,11.0,4.0
52109.743272544474,3.0,58.0,5.0,3.0
56290.819075619846,3.0,48.0,19.0,2.0
58835.22306061236,2.0,81.0,18.0,6.0
32800.70234057611,3.0,76.0,13.0,9.0
59245.60606898573,5.0,54.0,5.0,1.0
59726.608116978015,4.0,98.0,11.0,3.0
88705.80733294331,5.0,16.0,12.0,1.0
3988.1840862178688,3.0,48.0,8.0,9.0
81099.6705131613,4.0,38.0,13.0,4.0
38476.274194585065,5.0,40.0,15.0,3.0
50392.57397350413,5.0,30.0,16.0,10.0
39998.34303578571,2.0,7.0,7.0,5.0
42244.949593977755,5.0,34.0,10.0,9.0
62956.66288685767,2.0,70.0,10.0,4.0
64548.68811858813,4.0,42.0,8.0,9.0
83521.38188681084,1.0,10.0,5.0,4.0
74115.57202377221,3.0,49.0,16.0,3.0
96226.7504545789,2.0,42.0,16.0,7.0
4471.402529563284,2.0,24.0,8.0,4.0
8197.954971599485,3.0,26.0,8.0,10.0
72813.0987053087,2.0,85.0,20.0,6.0
68802.92739571854,5.0,44.0,4.0,7.0
31101.95249457526,1.0,9.0,10.0,2.0
99830.87322975171,1.0,8.0,19.0,8.0
18607.031464164746,2.0,21.0,4.0,7.0
19786.915750197742,4.0,48.0,13.0,3.0
20846.09900737251,2.0,70.0,10.0,10.0
45338.428464033226,3.0,91.0,16.0,5.0
86119.14951299185,2.0,32.0,14.0,9.0
43311.10475755029,1.0,29.0,4.0,3.0
71491.10663093411,5.0,35.0,7.0,4.0
21309.99629874106,3.0,67.0,6.0,9.0
81694.24201576442,5.0,87.0,8.0,3.0
90390.0484897227,3.0,84.0,14.0,4.0
59429.41522159562,4.0,28.0,3.0,3.0
59157.26175860702,3.0,63.0,11.0,9.0
94505.11553835339,4.0,30.0,13.0,9.0
84953.10664918041,4.0,61.0,18.0,9.0
20674.4659472769,3.0,88.0,5.0,5.0
20802.294522695283,2.0,27.0,14.0,6.0
80235.77089406291,2.0,16.0,19.0,7.0
84043.1592596239,2.0,94.0,14.0,2.0
9554.266901233967,2.0,93.0,15.0,1.0
10193.871275843694,5.0,8.0,20.0,9.0
73695.5413743302,3.0,59.0,2.0,10.0
86401.60374733474,2.0,52.0,13.0,8.0
4872.004707851945,3.0,41.0,15.0,10.0
22399.584465145857,3.0,67.0,10.0,7.0
94660.48644073901,4.0,83.0,15.0,6.0
81857.47971528221,3.0,41.0,11.0,2.0
9249.561706178358,4.0,7.0,5.0,2.0
83674.26917784032,3.0,66.0,18.0,5.0
19046.83139869863,4.0,26.0,17.0,5.0
74131.65393066991,5.0,80.0,15.0,6.0
49756.682257708046,3.0,43.0,13.0,6.0
47124.1570818498,1.0,55.0,17.0,8.0
97755.92765922593,4.0,21.0,17.0,3.0
68311.18666366026,4.0,77.0,5.0,7.0
83376.93643402291,3.0,19.0,9.0,3.0
50592.030630382535,4.0,75.0,15.0,4.0
4124.299176128721,2.0,93.0,9.0,6.0
87490.05040965724,5.0,50.0,5.0,8.0
60764.59607967133,2.0,35.0,18.0,6.0
44073.27174914734,1.0,57.0,7.0,5.0
95805.18901397994,4.0,76.0,7.0,6.0
75048.96391852597,2.0,28.0,5.0,7.0
97242.3334009952,3.0,6.0,12.0,10.0
51851.6428021508,5.0,93.0,14.0,1.0
71955.03333416568,4.0,51.0,19.0,9.0
39574.27267414466,4.0,82.0,8.0,4.0
5680.92586014576,2.0,78.0,5.0,7.0
39999.63112802864,4.0,78.0,13.0,5.0
57247.75528591482,5.0,70.0,18.0,10.0
7103.087604473136,2.0,21.0,16.0,5.0
71927.69337856697,1.0,63.0,5.0,10.0
8116.030965513638,4.0,73.0,14.0,6.0
2716.340918057394,3.0,75.0,11.0,7.0
33690.35742349975,4.0,87.0,3.0,10.0
84566.09278547914,2.0,36.0,19.0,3.0
22844.038674847776,4.0,12.0,4.0,7.0
51106.45199890229,4.0,93.0,14.0,7.0
78337.53573426281,1.0,91.0,11.0,5.0
32113.187889119512,4.0,73.0,3.0,7.0
10674.238003908766,5.0,24.0,18.0,6.0
36739.45259819157,3.0,9.0,8.0,3.0
45368.68107919584,2.0,46.0,18.0,2.0
75864.5435002443,4.0,56.0,15.0,2.0
14035.114063299003,5.0,10.0,13.0,8.0
52859.052931385035,1.0,45.0,11.0,10.0
18947.221914681413,5.0,25.0,16.0,3.0
13701.401047673593,3.0,36.0,19.0,9.0
39271.404881718874,4.0,31.0,15.0,3.0
42587.67598038295,2.0,96.0,15.0,5.0
31074.94933816294,4.0,23.0,19.0,1.0
43963.06621087397,3.0,71.0,20.0,6.0
89335.03162632148,5.0,37.0,19.0,2.0
48636.829313779665,2.0,43.0,7.0,1.0
48853.97028017184,2.0,54.0,13.0,7.0
2552.042090665492,5.0,11.0,15.0,8.0
91900.78114326455,5.0,42.0,6.0,10.0
39266.41903487209,4.0,42.0,13.0,3.0
48168.957731459435,4.0,84.0,7.0,4.0
88378.77918490993,4.0,64.0,9.0,2.0
73227.53385831347,4.0,90.0,8.0,7.0
36264.097125689026,5.0,97.0,20.0,8.0
63172.05462771759,3.0,39.0,7.0,7.0
40797.90241955189,2.0,79.0,18.0,9.0
44563.254573360275,1.0,12.0,14.0,3.0
10915.142557086232,4.0,31.0,19.0,8.0
62281.8632556526,1.0,86.0,3.0,8.0
34247.024281945196,4.0,56.0,9.0,1.0
42294.55579002398,4.0,22.0,14.0,4.0
45544.455932821504,5.0,88.0,3.0,5.0
90538.97906923082,4.0,94.0,13.0,9.0
25592.28923979418,5.0,76.0,12.0,2.0
1362.8734599334812,3.0,96.0,20.0,3.0
69239.25207764596,4.0,50.0,15.0,10.0
78825.54712399033,3.0,36.0,6.0,2.0
24875.77526316491,3.0,35.0,11.0,5.0
50037.95524374066,5.0,51.0,12.0,9.0
85615.11376004586,2.0,89.0,14.0,2.0
17486.692907420533,2.0,10.0,3.0,7.0
8796.080483937747,5.0,75.0,2.0,9.0
1275.0227355124382,5.0,30.0,18.0,10.0
85222.68303936801,5.0,6.0,16.0,7.0
53034.42783797793,4.0,70.0,6.0,7.0
72204.60296790035,4.0,61.0,12.0,7.0
71827.03001427096,3.0,20.0,18.0,3.0
98048.78351796156,3.0,43.0,10.0,6.0
77368.56709811641,2.0,72.0,5.0,6.0
25789.037588975505,2.0,94.0,19.0,4.0
19702.094468308536,2.0,14.0,12.0,2.0
67311.72839017007,3.0,22.0,2.0,6.0
23154.34162437813,4.0,54.0,18.0,7.0
93393.91033382362,2.0,19.0,15.0,5.0
95691.28531062315,3.0,38.0,4.0,5.0
18950.038594220914,3.0,32.0,4.0,8.0
94789.15271310342,2.0,92.0,4.0,6.0
72075.21910001816,4.0,35.0,7.0,7.0
96615.58430159627,3.0,92.0,14.0,10.0
87363.0663789692,2.0,79.0,13.0,6.0
94202.83970142445,5.0,24.0,14.0,3.0
23310.4939428032,5.0,72.0,8.0,5.0
15766.941134022769,3.0,87.0,16.0,7.0
6410.913693884843,3.0,78.0,12.0,6.0
41753.61015013793,1.0,15.0,6.0,8.0
60262.09506402692,1.0,82.0,19.0,1.0
25130.800664795017,1.0,75.0,8.0,5.0
105.9881083219488,4.0,81.0,12.0,7.0
36133.5652851684,1.0,34.0,19.0,8.0
96351.67555564821,5.0,81.0,15.0,8.0
40104.64932022131,2.0,11.0,13.0,8.0
78226.59289765687,4.0,79.0,13.0,5.0
70347.70504092945,4.0,46.0,12.0,1.0
48548.98924056019,3.0,95.0,4.0,5.0
73209.10384063754,3.0,24.0,6.0,10.0
60936.63299748391,4.0,82.0,5.0,7.0
50694.54516028792,3.0,59.0,20.0,2.0
31072.395441221015,2.0,78.0,4.0,9.0
19844.779722432137,4.0,80.0,17.0,10.0
62946.65743438184,5.0,42.0,7.0,4.0
9217.88364741203,3.0,87.0,7.0,10.0
25879.04363493423,2.0,54.0,7.0,5.0
64666.09462190668,2.0,12.0,16.0,3.0
16875.305894744648,3.0,75.0,3.0,9.0
28002.42556438337,5.0,67.0,10.0,1.0
76088.66064252782,3.0,97.0,12.0,6.0
71207.48629987524,4.0,40.0,18.0,5.0
53692.17045660011,3.0,67.0,10.0,2.0
29072.357819092907,3.0,64.0,14.0,4.0
92054.70167459767,3.0,95.0,16.0,2.0
99616.50591867918,3.0,41.0,10.0,10.0
44073.488574684605,2.0,57.0,5.0,3.0
7049.715448992696,2.0,75.0,18.0,2.0
40953.95305923154,3.0,41.0,8.0,6.0
56737.289231280265,3.0,47.0,2.0,9.0
70688.40100724659,3.0,11.0,10.0,10.0
2637.2242344626115,2.0,96.0,8.0,6.0
83346.99403430354,2.0,37.0,13.0,8.0
25220.7660158353,4.0,97.0,12.0,7.0
97255.39340418046,3.0,53.0,14.0,3.0
39180.700314484595,3.0,7.0,18.0,2.0
99643.91223047531,2.0,68.0,13.0,6.0
75297.95666559035,4.0,80.0,6.0,8.0
96440.20084592163,2.0,64.0,4.0,3.0
84507.26792657428,3.0,81.0,6.0,6.0
74773.55865884318,1.0,66.0,19.0,3.0
14651.922974099361,4.0,88.0,3.0,2.0
49688.83743417909,1.0,33.0,11.0,5.0
3576.126917260255,3.0,68.0,4.0,5.0
6781.878833189179,4.0,75.0,5.0,5.0
27591.628820729667,2.0,9.0,14.0,9.0
87208.18038184679,4.0,72.0,10.0,5.0
28544.52886218496,5.0,52.0,15.0,4.0
64085.68874545413,2.0,42.0,8.0,5.0
67221.88587842399,2.0,68.0,9.0,5.0
24995.777175283813,3.0,22.0,7.0,7.0
15859.008141320346,4.0,95.0,10.0,4.0
31619.26304488486,3.0,61.0,17.0,9.0
6026.649551252493,1.0,45.0,6.0,8.0
74525.48759376079,4.0,63.0,10.0,8.0
72293.7465510277,5.0,58.0,3.0,8.0
6235.0807114348645,2.0,48.0,3.0,3.0
47387.836120601496,2.0,45.0,6.0,5.0
71095.67497827813,1.0,67.0,6.0,4.0
26650.649924561956,1.0,40.0,18.0,7.0
61955.9396216057,4.0,34.0,20.0,4.0
57590.496216135085,4.0,84.0,12.0,4.0
77969.18911849249,3.0,21.0,14.0,2.0
68718.66441777382,2.0,40.0,6.0,7.0
59797.901958089904,1.0,15.0,9.0,8.0
28151.284839199365,5.0,43.0,11.0,3.0
21790.6614951421,4.0,61.0,4.0,5.0
18571.376674714993,1.0,99.0,13.0,6.0
88984.70867220257,4.0,13.0,13.0,8.0
26037.193915814143,3.0,49.0,6.0,2.0
26559.07929469925,3.0,48.0,10.0,10.0
7713.124514364691,4.0,76.0,3.0,9.0
75520.0742561381,3.0,56.0,17.0,7.0
9144.881564043504,5.0,54.0,12.0,5.0
91204.4283885208,3.0,7.0,12.0,2.0
43796.743709817536,3.0,27.0,20.0,2.0
76832.0173639438,5.0,88.0,20.0,9.0
37781.4703513919,3.0,24.0,20.0,6.0
20948.956797452964,4.0,91.0,4.0,1.0
194.6476863418929,2.0,21.0,9.0,7.0
85056.78670796125,5.0,78.0,5.0,8.0
72858.3547224144,3.0,12.0,15.0,7.0
39264.287589155414,3.0,25.0,12.0,1.0
6068.709548632749,3.0,93.0,6.0,9.0
43569.1873370752,5.0,55.0,13.0,5.0
61475.29089977115,2.0,84.0,19.0,3.0
55290.780213259095,1.0,58.0,10.0,8.0
49924.522787192735,3.0,52.0,13.0,7.0
31381.388215157665,2.0,7.0,2.0,2.0
44072.18978294099,4.0,13.0,12.0,7.0
41653.6582266163,4.0,45.0,3.0,6.0
19193.056408871686,4.0,77.0,16.0,7.0
96443.32748082951,2.0,95.0,13.0,2.0
97516.81130448851,4.0,67.0,7.0,7.0
91874.78826243713,2.0,10.0,12.0,10.0
96241.47766712712,1.0,42.0,8.0,2.0
70733.5315414166,5.0,30.0,3.0,4.0
22737.282367056487,1.0,12.0,17.0,5.0
36148.634144770076,4.0,33.0,5.0,5.0
41394.383086641734,2.0,93.0,10.0,2.0
11373.624752600666,2.0,91.0,14.0,7.0
40156.63122566124,3.0,42.0,19.0,4.0
71362.21709471165,2.0,85.0,19.0,8.0
33519.69094811559,4.0,98.0,6.0,3.0
56623.41944710773,3.0,39.0,17.0,10.0
87279.02729593599,3.0,34.0,15.0,8.0
43487.0812990702,3.0,88.0,9.0,6.0
23343.858893637254,4.0,59.0,19.0,3.0
72392.18322875626,3.0,23.0,15.0,6.0
16960.66566955694,3.0,15.0,6.0,4.0
83537.05718630317,4.0,54.0,18.0,10.0
28301.806673382904,4.0,15.0,13.0,4.0
36543.12548942478,3.0,24.0,19.0,1.0
47392.726886803124,4.0,16.0,16.0,2.0
40957.526125296296,4.0,96.0,9.0,5.0
91691.10643552692,3.0,26.0,14.0,2.0
4583.594215852261,4.0,32.0,4.0,4.0
77583.80899730089,1.0,12.0,9.0,9.0
60913.25138953617,4.0,87.0,4.0,2.0
82547.15032023814,2.0,71.0,19.0,3.0
78003.84248412505,4.0,79.0,16.0,7.0
37093.11813964748,2.0,15.0,18.0,3.0
442.1813447100535,4.0,52.0,14.0,6.0
77498.3556624423,3.0,35.0,6.0,10.0
4221.674508036213,2.0,59.0,9.0,7.0
82628.23274010167,1.0,92.0,11.0,6.0
29584.89944028467,2.0,61.0,4.0,2.0
6182.934218827697,3.0,12.0,3.0,7.0
35118.48503884816,2.0,93.0,8.0,6.0
14045.518056446395,4.0,88.0,16.0,2.0
33635.89879836089,4.0,74.0,12.0,2.0
54156.657130938234,3.0,44.0,18.0,7.0
30856.351881811515,3.0,64.0,20.0,4.0
58904.47443579511,4.0,12.0,15.0,5.0
47635.689067652864,2.0,64.0,13.0,2.0
13717.651093281247,4.0,54.0,8.0,5.0
8265.419049352087,1.0,37.0,19.0,8.0
27553.29158492812,2.0,76.0,12.0,1.0
19843.363493259298,2.0,52.0,18.0,4.0
82942.6476117434,3.0,36.0,11.0,7.0
88410.20460271166,4.0,32.0,13.0,4.0
76310.65832008002,2.0,18.0,11.0,9.0
52853.50708543882,5.0,76.0,17.0,9.0
86641.47914448683,5.0,72.0,13.0,7.0
62311.93388265019,5.0,92.0,10.0,7.0
28068.25517156191,4.0,83.0,7.0,4.0
58770.7363927987,4.0,16.0,5.0,7.0
87337.15214570894,3.0,68.0,17.0,3.0
30311.68912193029,4.0,50.0,15.0,10.0
29297.206237017977,1.0,76.0,15.0,6.0
9230.960923685552,1.0,58.0,20.0,7.0
98470.98473180045,4.0,53.0,16.0,4.0
84559.4788469652,4.0,48.0,15.0,7.0
88480.75306244152,3.0,22.0,4.0,5.0
69938.82223884136,1.0,5.0,2.0,5.0
1188.75741799248,1.0,75.0,12.0,6.0
80787.29673169891,5.0,48.0,7.0,4.0
51238.99610326396,1.0,27.0,10.0,4.0
94652.05246913027,2.0,80.0,9.0,3.0
37930.3116499291,3.0,92.0,5.0,6.0
