random-seed,initial-population,pmut,maximum-sugar-endowment,maximum-spice-endowment,wealth-reproduction
73932.11748448505,343.0,0.12410550151132814,22.0,28.0,85.0
4298.1970362090515,322.0,0.09472292879808009,26.0,45.0,85.0
34892.40755477742,139.0,0.02339736065313143,45.0,28.0,58.0
97135.75100337167,188.0,0.15448974150114575,24.0,12.0,64.0
13945.1239660233,338.0,0.03452260523352901,50.0,10.0,97.0
86133.14975975308,401.0,0.14165414253616623,56.0,23.0,83.0
61460.47001143707,139.0,0.04402888731444221,29.0,51.0,95.0
99135.60065212232,281.0,0.15739193931742226,27.0,71.0,51.0
64719.44508817974,370.0,0.08766613714312561,72.0,36.0,31.0
39089.76560150034,168.0,0.10415493300253789,66.0,12.0,23.0
20004.176233192662,211.0,0.1212594279450081,56.0,51.0,93.0
48272.92060020388,120.0,0.011667916083203878,70.0,6.0,65.0
74151.7882634744,292.0,0.18067879939755646,10.0,17.0,21.0
90113.55466820077,350.0,0.024097667588844775,76.0,10.0,83.0
54336.38124125742,440.0,0.015181189153612796,71.0,73.0,58.0
27707.327028877593,401.0,0.03679306397460844,45.0,10.0,39.0
12778.182729762417,266.0,0.10183013695365782,39.0,67.0,43.0
77230.49511397412,314.0,0.10439794707589939,25.0,41.0,23.0
56379.14081973708,262.0,0.0240823193591065,46.0,48.0,53.0
69213.31272799183,240.0,0.10047375688339276,65.0,54.0,88.0
34857.467849645924,468.0,0.03603083606927442,39.0,22.0,69.0
94792.00507380723,327.0,0.019994923908724063,56.0,15.0,96.0
95568.36628870099,329.0,0.15212137970076997,18.0,75.0,66.0
80918.77208164611,279.0,0.14439212467058446,42.0,23.0,30.0
62410.549288956776,312.0,0.04422298347276539,76.0,30.0,60.0
77869.95053203688,322.0,0.07952708525811991,55.0,11.0,22.0
75635.75649903405,154.0,0.14058149190182287,64.0,48.0,55.0
70036.89466608185,233.0,0.10398794074188174,64.0,13.0,67.0
72854.00090096005,203.0,0.11822832312547438,9.0,9.0,80.0
16707.647189344516,226.0,0.1262290004919621,65.0,72.0,85.0
53596.4091905586,104.0,0.08415790232974621,58.0,61.0,90.0
99484.97803419853,419.0,0.059827438348262096,19.0,25.0,69.0
60371.59607853712,169.0,0.15486217147982884,28.0,40.0,79.0
18269.922672775305,406.0,0.024995294723869833,56.0,12.0,22.0
2269.755740214228,466.0,0.024977491841742694,67.0,6.0,51.0
82903.96203669292,494.0,0.07699871913391326,26.0,39.0,36.0
24431.55206384804,303.0,0.008497989444585397,67.0,47.0,47.0
1945.755646958736,238.0,0.0005984388107838746,7.0,46.0,73.0
75933.04412576437,309.0,0.11819942295922135,78.0,27.0,100.0
87127.64305953753,402.0,0.13123943413811276,19.0,20.0,97.0
74269.00980019057,412.0,0.045005283022128806,32.0,64.0,78.0
13751.147286746562,352.0,0.024094519709287932,54.0,24.0,49.0
10050.606020222265,206.0,0.1615626441921555,74.0,7.0,83.0
44942.18674547237,121.0,0.11947646733224962,38.0,55.0,38.0
99394.79760093757,380.0,0.19875471452175253,26.0,16.0,26.0
64302.994709400664,228.0,0.07976746260300394,52.0,46.0,78.0
90650.28146315868,363.0,0.1294036297896167,14.0,64.0,44.0
70862.25193226938,286.0,0.10412253287267913,16.0,78.0,47.0
27885.85001251598,394.0,0.1612169252453563,56.0,49.0,44.0
19426.488394231717,387.0,0.07899966617502566,69.0,15.0,50.0
54601.966130873654,283.0,0.00798604879739724,68.0,12.0,29.0
75337.78416662029,344.0,0.04000655157533731,33.0,41.0,41.0
79008.9711912521,247.0,0.17420326556900645,64.0,20.0,78.0
65086.16357652107,482.0,0.1616963350281696,9.0,43.0,32.0
36806.48321648368,362.0,0.03436711291862498,75.0,69.0,49.0
18362.98650265456,434.0,0.14917302134462657,72.0,68.0,69.0
25471.99362992659,363.0,0.08114611439912961,43.0,47.0,97.0
35722.932153987495,480.0,0.10120669809414168,64.0,22.0,80.0
2749.972707626983,481.0,0.08824004502968047,52.0,34.0,31.0
15768.081328301872,157.0,0.15939308556867618,37.0,79.0,63.0
86929.76846719769,335.0,0.04166105780198644,26.0,74.0,37.0
29486.62794722466,334.0,0.08025688719188857,18.0,41.0,48.0
27251.104964780392,336.0,0.05872813943127267,33.0,72.0,99.0
40212.393051563224,327.0,0.163742815297997,15.0,6.0,78.0
3208.9530904270237,350.0,0.13724540076975345,55.0,38.0,95.0
67807.8826857492,367.0,0.06472004979394617,30.0,23.0,96.0
15109.269869202682,103.0,0.003752346182543831,42.0,15.0,99.0
57452.181126783995,202.0,0.1731966993678122,27.0,31.0,71.0
55515.66679626926,259.0,0.17354004900586564,48.0,46.0,36.0
14590.870141921967,215.0,0.15128622254858512,68.0,28.0,31.0
23777.357711165772,319.0,0.1761827553545978,51.0,41.0,63.0
13558.0114050185,260.0,0.04226907272426255,65.0,59.0,93.0
118.77186439218298,165.0,0.16461670759299912,44.0,30.0,31.0
29423.25143913012,438.0,0.05416505268049594,33.0,35.0,69.0
51593.08921913073,161.0,0.1579527318656989,69.0,69.0,38.0
74593.64909721744,471.0,0.15925485291363453,7.0,42.0,43.0
64561.238057162365,382.0,0.07735785851738593,44.0,51.0,60.0
82116.43772921922,173.0,0.0587697407374876,67.0,51.0,92.0
98914.07066080779,175.0,0.1866516711731364,35.0,48.0,37.0
97468.4171546172,287.0,0.08441073392015266,44.0,26.0,77.0
40461.68031780846,240.0,0.07910687972575461,22.0,58.0,49.0
57369.81054682652,163.0,0.19965863843590506,66.0,33.0,62.0
69670.87182314637,459.0,0.09095043855715142,45.0,37.0,37.0
74365.05612868757,468.0,0.01164278284937912,18.0,62.0,54.0
47019.85926181926,457.0,0.10864768272521684,66.0,35.0,65.0
32225.92498743282,438.0,0.04423960063077619,19.0,78.0,100.0
20885.03306405982,140.0,0.03803012436950737,7.0,55.0,54.0
34775.989642077126,488.0,0.1755848775048087,76.0,55.0,97.0
15904.32801543988,453.0,0.17740740696284305,23.0,53.0,38.0
11131.52754241723,358.0,0.12048764651849363,11.0,8.0,70.0
73149.22106975336,158.0,0.06779059374910588,44.0,26.0,61.0
88145.5820444966,341.0,0.1031948267387427,75.0,49.0,84.0
57943.635081286506,261.0,0.011100353949452125,28.0,50.0,71.0
62207.79369549206,325.0,0.09270795038554563,38.0,67.0,60.0
21861.056344683195,445.0,0.08006667705710158,70.0,15.0,79.0
77845.47708949748,410.0,0.07748361426461275,38.0,14.0,69.0
21572.561074932877,205.0,0.1874585659792313,20.0,51.0,98.0
20144.645355975255,326.0,0.18949258091805168,38.0,37.0,24.0
62485.49844683102,377.0,0.13047144785736253,24.0,25.0,39.0
136.19357373384514,374.0,0.013894463528256096,31.0,16.0,89.0
35263.4520889772,449.0,0.10537459000313223,20.0,14.0,43.0
45533.74013158933,179.0,0.02004876423229023,27.0,24.0,22.0
98688.39981423768,108.0,0.04638893205016621,56.0,56.0,55.0
43852.32833393054,169.0,0.11516036282571639,57.0,46.0,43.0
5479.716340510012,490.0,0.15119383470558503,75.0,75.0,41.0
476.4026293873559,237.0,0.1084889294531313,31.0,18.0,68.0
9590.599222629337,421.0,0.09425058800799505,46.0,75.0,83.0
41408.51948047661,377.0,0.03680052703107091,39.0,71.0,37.0
86261.45377627868,117.0,0.04191669735975534,33.0,25.0,77.0
42830.33130961363,438.0,0.07586370411003414,72.0,40.0,98.0
55509.648339634456,442.0,0.00047501077760918613,57.0,66.0,36.0
19025.326078199883,107.0,0.09348087656870104,8.0,23.0,94.0
73106.81174893604,438.0,0.1901924704056247,70.0,20.0,79.0
33004.990541339845,129.0,0.09112960263968835,37.0,6.0,73.0
44524.400910643584,253.0,0.004423507292842088,34.0,16.0,68.0
91096.21454657895,245.0,0.1948717373517879,9.0,61.0,49.0
97694.27415138125,174.0,0.11787664478580272,74.0,21.0,87.0
41355.88662073723,276.0,0.1395575372790242,31.0,24.0,35.0
8258.573057344478,263.0,0.0623280527036296,10.0,63.0,81.0
12215.845545952641,335.0,0.18486773579380214,62.0,8.0,75.0
8483.498805799016,145.0,0.09391251060531636,30.0,12.0,98.0
9454.051799322837,276.0,0.134165129491364,55.0,73.0,66.0
13347.22239503411,288.0,0.1820609696282008,45.0,17.0,72.0
15017.233777361605,203.0,0.18287029710756394,68.0,65.0,39.0
32184.972177883024,160.0,0.10124820261292573,54.0,40.0,71.0
42332.45132913404,215.0,0.1695981312632966,37.0,20.0,35.0
50132.550445884575,498.0,0.1396925668575526,20.0,33.0,56.0
97184.52159708763,165.0,0.039538604367054746,37.0,53.0,88.0
13574.946800317217,229.0,0.18836360924109002,52.0,43.0,91.0
35522.800619627385,240.0,0.0793659300381554,45.0,34.0,59.0
19807.05431935428,151.0,0.08216974380360945,43.0,79.0,83.0
35583.72946363193,378.0,0.10469698342106247,10.0,10.0,98.0
81360.08273189003,182.0,0.12138383526669363,16.0,67.0,26.0
69482.06716008457,130.0,0.16253298545542383,44.0,59.0,40.0
81019.0135115028,364.0,0.04319515927715781,36.0,76.0,39.0
54567.092733426995,279.0,0.07517192837540923,42.0,76.0,91.0
70342.76328010393,234.0,0.10186435649821556,30.0,13.0,99.0
76147.87430808856,252.0,0.1441302706229979,46.0,49.0,24.0
2881.9043189942413,123.0,0.17701808970209376,46.0,23.0,40.0
8913.672057863649,237.0,0.17118925667389906,50.0,64.0,97.0
4648.963392272282,423.0,0.06706833140694786,14.0,55.0,79.0
97816.10336973722,417.0,0.18618049897526898,33.0,79.0,32.0
66358.52761250144,135.0,0.01195705991376892,70.0,65.0,73.0
13147.125180146657,299.0,0.17788387612285872,6.0,49.0,46.0
33564.021611596574,436.0,0.1887140349430428,65.0,22.0,31.0
80070.6249617267,311.0,0.07537068178134945,20.0,69.0,37.0
92118.44542951196,457.0,0.14026761149347605,40.0,55.0,80.0
99316.8651628735,136.0,0.11807781632850954,37.0,54.0,92.0
1165.1248992020342,177.0,0.10303583255645399,39.0,8.0,30.0
21513.689295940887,368.0,0.12402241218033588,22.0,49.0,83.0
12926.066076363646,264.0,0.011120391060349255,18.0,75.0,98.0
25056.12722062169,290.0,0.050521091655169006,55.0,49.0,94.0
87317.8352884168,263.0,0.11378112312387566,59.0,18.0,31.0
14861.803786180739,181.0,0.19717830096354672,56.0,48.0,28.0
30474.795081133507,190.0,0.0886476107795027,40.0,54.0,32.0
20172.416927353865,391.0,0.05616539750783059,25.0,64.0,51.0
75315.14321942591,361.0,0.15122929868794308,6.0,38.0,67.0
24101.575403025407,112.0,0.11553474310526893,37.0,18.0,82.0
73539.6045196012,462.0,0.13508643171549867,27.0,72.0,57.0
71736.72145679953,388.0,0.08820969470709544,7.0,35.0,32.0
6293.0791435559195,207.0,0.05260355366053855,17.0,57.0,30.0
34673.24995911344,429.0,0.17891170611420965,77.0,45.0,37.0
66314.1594029851,143.0,0.09325560625129366,47.0,21.0,75.0
95955.69484422165,491.0,0.05906078643248354,7.0,20.0,55.0
60363.3230026847,486.0,0.018163922950485346,11.0,37.0,99.0
4191.6444370186055,421.0,0.06701278626142151,52.0,78.0,58.0
92464.83389677088,231.0,0.16274880870117361,15.0,48.0,89.0
84649.31344449396,329.0,0.08261567116095825,30.0,73.0,75.0
89045.87588798028,398.0,0.09135532652049885,75.0,56.0,31.0
86416.8798803242,462.0,0.15736164760416166,76.0,72.0,31.0
30819.032668366788,364.0,0.06566726603624827,36.0,35.0,41.0
54062.74711143071,105.0,0.19247197978120703,53.0,68.0,22.0
66538.72544275083,393.0,0.08897797160645296,67.0,69.0,68.0
37527.61348127534,319.0,0.021662862304832543,67.0,71.0,31.0
89315.12128963064,296.0,0.012307406203518246,48.0,14.0,76.0
62078.6564148106,192.0,0.014815145475585025,33.0,60.0,21.0
52415.31516831902,261.0,0.033463865439119056,24.0,49.0,25.0
5637.86489929104,360.0,0.06644330691163224,69.0,46.0,31.0
50038.045088835155,391.0,0.18599926010249107,66.0,14.0,31.0
19799.254803414333,299.0,0.10904407893156672,19.0,40.0,39.0
94237.0875123607,356.0,0.04001099682144491,50.0,42.0,71.0
64379.48242937628,394.0,0.10844355069955616,20.0,30.0,74.0
67029.3635411328,138.0,0.05692961661683347,7.0,52.0,78.0
12050.548635789732,240.0,0.06146538636473058,15.0,77.0,63.0
55063.26838603573,385.0,0.03472408612579161,58.0,37.0,76.0
89581.63700703264,332.0,0.0781258011013837,36.0,27.0,78.0
96125.96175382962,183.0,0.026023453041998625,9.0,18.0,25.0
52520.73042947415,293.0,0.08851142770959007,22.0,10.0,75.0
49675.118717693156,413.0,0.14046934556919927,68.0,53.0,89.0
2043.5445210250743,137.0,0.018766961244730786,39.0,44.0,97.0
20429.273182016826,181.0,0.006577517266919575,9.0,44.0,86.0
87743.52458358812,183.0,0.14796438793616604,80.0,58.0,79.0
19111.169418478083,192.0,0.16046720854407684,77.0,79.0,88.0
7671.028715748296,373.0,0.09699716398416117,19.0,12.0,92.0
25758.122989231226,490.0,0.10752995240655755,56.0,69.0,29.0
87528.40372791066,192.0,0.04368942691473696,57.0,48.0,60.0
17162.360636919784,316.0,0.16382856458199066,37.0,59.0,22.0
7723.578614585776,317.0,0.08854017683354512,21.0,45.0,51.0
94657.17209196652,374.0,0.0957563003704096,68.0,16.0,33.0
51062.42126100343,323.0,0.10522138172559661,37.0,17.0,66.0
48056.7646999961,283.0,0.10949679713953385,17.0,62.0,79.0
35692.267439816445,229.0,0.1313288932256544,13.0,24.0,56.0
840.1541418014507,220.0,0.14779595740953078,68.0,55.0,86.0
33709.57322565945,485.0,0.01429044025302606,11.0,40.0,84.0
35483.942315042965,309.0,0.03181625092164122,75.0,24.0,78.0
21128.525066426788,238.0,0.06802821544288995,7.0,74.0,72.0
61638.45146540727,367.0,0.05801100568122852,39.0,56.0,92.0
38529.64113046915,495.0,0.14179415245710889,67.0,42.0,86.0
98822.86926396991,469.0,0.16187333744174467,38.0,51.0,76.0
60641.30269383063,213.0,0.15826829377524865,48.0,11.0,78.0
86744.18806680714,151.0,0.15448010085628777,56.0,64.0,97.0
46346.778084665166,434.0,0.18645878941923963,70.0,50.0,96.0
43446.188610387326,285.0,0.001785338811537396,57.0,36.0,55.0
47141.66282280097,276.0,0.1483715750243147,29.0,20.0,68.0
71185.38683711365,182.0,0.13908350694876678,19.0,35.0,38.0
19276.65620312128,292.0,0.1849295675322293,60.0,51.0,69.0
86796.1589625021,302.0,0.1778883049479566,40.0,51.0,25.0
33454.95433321446,312.0,0.00763854100348349,25.0,16.0,94.0
16358.633905770535,449.0,0.04004496011257719,64.0,70.0,98.0
41166.59364723028,318.0,0.08192048678163973,46.0,41.0,28.0
83060.34583485768,342.0,0.09283277105830388,66.0,39.0,49.0
16006.602801489098,127.0,0.07898659470410173,16.0,58.0,59.0
72051.76808604688,173.0,0.1080463784114792,22.0,46.0,80.0
49143.105017183734,151.0,0.016878155840005207,31.0,69.0,55.0
94737.43345178281,294.0,0.15964859441414375,50.0,9.0,99.0
17553.69223265115,256.0,0.1538594553908765,68.0,43.0,33.0
65711.9114738364,111.0,0.1265754551010478,43.0,56.0,83.0
12167.896607884484,480.0,0.09882136138109882,23.0,72.0,82.0
76220.81807049105,332.0,0.1880552072552656,57.0,35.0,92.0
49767.68339256884,388.0,0.15443841884373127,25.0,58.0,81.0
69043.85660408031,144.0,0.00822551186964413,12.0,73.0,48.0
69889.75110172338,431.0,0.08846776130555055,63.0,50.0,88.0
37605.09844210635,445.0,0.16999230550215239,34.0,21.0,56.0
66511.16273407907,237.0,0.09187341638089251,48.0,79.0,20.0
30446.353656038384,482.0,0.11841950106736171,63.0,43.0,94.0
28358.90144538821,204.0,0.14488440224807983,47.0,74.0,35.0
29918.247361388963,175.0,0.026836602528725263,27.0,75.0,69.0
34546.74780778041,383.0,0.1829921013200706,14.0,10.0,51.0
24983.823362130643,480.0,0.0032186298629455438,37.0,79.0,33.0
65562.90789020929,183.0,0.08374569048615804,28.0,8.0,51.0
59169.643415914645,464.0,0.06218999486111057,41.0,53.0,73.0
1277.4197968263518,260.0,0.076839909660745,10.0,62.0,48.0
84267.87606630342,332.0,0.15217275906588723,48.0,15.0,57.0
14585.35575030379,195.0,0.14918050790908247,74.0,68.0,63.0
15587.326124871706,353.0,0.14152681647239718,74.0,42.0,64.0
96014.418743688,456.0,0.18994397641708213,43.0,70.0,81.0
15121.992637674937,415.0,0.029690938238272957,51.0,43.0,29.0
87761.66281205417,132.0,0.18928180954706045,65.0,71.0,53.0
79558.31320368868,472.0,0.05432174586543886,68.0,44.0,42.0
29322.86476959346,214.0,0.0717782267805275,78.0,33.0,56.0
36334.6009066656,331.0,0.09330571716808392,62.0,77.0,61.0
72862.11924022912,228.0,0.0012126300176392491,30.0,63.0,60.0
85051.256048141,255.0,0.14253685427005316,60.0,23.0,91.0
56092.18905957533,453.0,0.048352313785595485,23.0,62.0,84.0
27874.217456607177,370.0,0.040368602950211545,25.0,36.0,86.0
80157.71842072849,340.0,0.0823221232722194,47.0,37.0,44.0
94161.7470153495,118.0,0.1895687400685001,31.0,77.0,95.0
97109.49779637548,282.0,0.07535752431025516,78.0,33.0,56.0
44412.22838890049,429.0,0.015301385559704506,75.0,12.0,70.0
24321.733411585807,262.0,0.08961193256682437,66.0,12.0,77.0
90880.29029611552,247.0,0.1825489603260949,12.0,19.0,64.0
74525.56719770354,146.0,0.13439945104835793,26.0,9.0,35.0
17305.84504218745,271.0,0.11574392329252524,42.0,15.0,38.0
72297.70158731197,104.0,0.054085398791595886,11.0,7.0,53.0
50905.695183379095,285.0,0.11845342545341885,33.0,10.0,26.0
59407.04069795106,270.0,0.04286074946523691,33.0,43.0,57.0
20638.43763647013,499.0,0.16456517391456532,26.0,66.0,36.0
19491.242985906458,362.0,0.061545699532720155,65.0,78.0,27.0
57168.13678833298,338.0,0.046988906592056456,79.0,58.0,84.0
27679.295021940925,215.0,0.12115666131790213,19.0,9.0,90.0
15617.235285098212,156.0,0.04303923883340868,34.0,75.0,65.0
94730.46203561174,284.0,0.15821599156014604,45.0,49.0,21.0
74895.33498360332,115.0,0.12926609361840546,12.0,6.0,71.0
41045.008027324475,450.0,0.03710486011574972,31.0,45.0,23.0
59118.641995587175,367.0,0.15107530279131848,39.0,33.0,50.0
2171.713081196585,463.0,0.03651732861318307,73.0,10.0,45.0
63142.701179442585,441.0,0.04241692978457306,25.0,23.0,46.0
13450.618076844466,438.0,0.19696811533009606,45.0,54.0,93.0
20870.997592622487,389.0,0.06441499459332599,55.0,48.0,95.0
98111.15172803067,368.0,0.04455104456170578,21.0,79.0,53.0
36890.32152733229,265.0,0.17090218090541964,20.0,57.0,53.0
70659.60438585274,462.0,0.06568950246765211,38.0,75.0,63.0
77606.06464687995,246.0,0.11735888268576333,59.0,41.0,77.0
13253.986071790325,190.0,0.19827220188342717,14.0,73.0,72.0
36122.59192690056,257.0,0.01578921786736669,46.0,73.0,45.0
14769.208068556261,440.0,0.17190670864029273,78.0,19.0,60.0
2845.876055503417,188.0,0.09207110872976446,68.0,78.0,65.0
40435.176708621584,416.0,0.12707363824101398,75.0,51.0,74.0
99184.16333480181,336.0,0.18602515285233,65.0,61.0,61.0
67509.00909839271,262.0,0.14757895520329203,55.0,22.0,80.0
97823.24015771819,425.0,0.19000795250984298,40.0,36.0,92.0
13043.762129706205,223.0,0.06991098920383902,41.0,37.0,91.0
22628.01692066373,307.0,0.1614629174859609,70.0,14.0,77.0
89365.23139079747,492.0,0.05647277731058325,72.0,54.0,68.0
71966.22929808887,268.0,0.12239612057180099,9.0,20.0,44.0
135.6423249648213,413.0,0.19524734557974907,62.0,44.0,46.0
21214.936426097614,183.0,0.05793890122001009,63.0,78.0,42.0
54539.08701410172,495.0,0.005557818569062612,52.0,58.0,31.0
93793.48813946564,334.0,0.055790391785425955,47.0,73.0,83.0
1071.4295627876372,356.0,0.12401202618326078,54.0,80.0,88.0
33713.40710566017,314.0,0.13993596785021487,51.0,74.0,90.0
20779.81225543541,329.0,0.07301219101203882,6.0,52.0,51.0
66297.04341772897,185.0,0.14653330781926444,49.0,62.0,65.0
38468.4368438961,313.0,0.04088895269422275,73.0,33.0,59.0
34676.09458602083,326.0,0.08166443694255308,14.0,10.0,28.0
97682.49392507072,425.0,0.11228223572498107,22.0,73.0,92.0
45612.188345049115,374.0,0.07979340343788724,49.0,15.0,52.0
88122.57635021568,482.0,0.1576257269171411,67.0,22.0,42.0
15366.75095956605,450.0,0.049746780471045665,19.0,64.0,95.0
74017.1424135664,168.0,0.1574031630346793,50.0,77.0,39.0
34582.957184676474,239.0,0.09168032886196467,44.0,77.0,55.0
25499.656809264347,187.0,0.06661182047811276,41.0,7.0,36.0
96152.26823979392,498.0,0.003782607960035933,78.0,73.0,40.0
84048.82562141996,480.0,0.08272376352271821,54.0,64.0,27.0
42207.875812998296,381.0,0.041235482702195486,60.0,14.0,71.0
54126.0568690497,110.0,0.18721126114783992,49.0,18.0,37.0
4769.85359450229,285.0,0.07013319974426883,57.0,76.0,86.0
62207.49772918724,210.0,0.1708143884690579,40.0,31.0,26.0
26864.984555395687,443.0,0.17391381009846715,72.0,46.0,33.0
73127.26931153408,359.0,0.1913724571230248,47.0,25.0,90.0
52500.145420674824,397.0,0.04972675144528456,74.0,75.0,45.0
55813.426336390265,488.0,0.13458808248845827,53.0,60.0,70.0
8880.780280910603,306.0,0.08917039563047538,73.0,43.0,91.0
61829.329072578366,110.0,0.0235069047718786,52.0,59.0,67.0
21052.36562475481,250.0,0.07326625951703403,54.0,9.0,67.0
67069.180618405,190.0,0.04496486046217292,52.0,9.0,94.0
70247.01210301362,361.0,0.0866294667339531,73.0,16.0,21.0
94230.95321523944,424.0,0.09220111282317128,40.0,37.0,65.0
91071.16009352077,239.0,0.1821557191686757,68.0,6.0,37.0
1857.910880960882,411.0,0.12340901352979486,49.0,78.0,97.0
76054.71026208655,450.0,0.1962397918001476,38.0,35.0,71.0
36147.28438481756,307.0,0.0009751195421959791,29.0,19.0,91.0
68902.00440616105,106.0,0.010250472718917082,76.0,55.0,29.0
88498.90523273834,337.0,0.11556363101652017,78.0,71.0,63.0
76080.24087352477,312.0,0.17556155497127143,59.0,17.0,84.0
48659.23852655491,285.0,0.18382231275665628,65.0,75.0,78.0
70646.04581324242,137.0,0.11638742362540562,51.0,42.0,53.0
86957.116380118,403.0,0.022375626604213508,34.0,43.0,32.0
18144.874492165683,388.0,0.01082231608235531,58.0,54.0,83.0
89060.33435027295,169.0,0.06294544136851628,56.0,46.0,98.0
66951.03100443915,384.0,0.18216571972951534,37.0,33.0,44.0
45772.9715713597,306.0,0.14065325165913078,72.0,32.0,59.0
44986.530512440004,382.0,0.09747060503865729,23.0,58.0,23.0
22525.36785048877,301.0,0.0032815110797062897,6.0,72.0,63.0
14374.169343207881,305.0,0.1953745709741746,35.0,13.0,72.0
87812.53567552018,207.0,0.07386458550926282,66.0,59.0,58.0
77367.32363901929,370.0,0.13725557423157408,26.0,68.0,84.0
88768.86566937764,496.0,0.09237621980504947,41.0,75.0,56.0
24456.8221542991,475.0,0.12927572836169254,26.0,18.0,53.0
96353.41797093247,461.0,0.0654600888368732,35.0,56.0,52.0
61630.86613904411,363.0,0.1764526645287716,23.0,41.0,77.0
36537.654047576645,436.0,0.10995861908711105,56.0,57.0,41.0
66603.40563111377,377.0,0.1635131017290674,8.0,31.0,67.0
6873.885127278664,103.0,0.08369493439269036,15.0,10.0,43.0
43030.09198370735,145.0,0.04923722483299804,61.0,28.0,83.0
84365.13752474794,109.0,0.017220846116975542,26.0,31.0,24.0
18279.80271295128,155.0,0.11467121018157556,63.0,79.0,87.0
25817.402657394505,328.0,0.12387684994476061,67.0,74.0,24.0
46446.89290740588,498.0,0.17159292319094244,24.0,12.0,23.0
57493.36498843389,358.0,0.18273121686968066,55.0,12.0,45.0
33719.7838796635,130.0,0.12543779293733057,45.0,8.0,24.0
24239.732915471133,314.0,0.06627833552698614,11.0,53.0,60.0
53133.115083283425,439.0,0.07627334048235951,33.0,18.0,41.0
96204.36532352738,208.0,0.1831204411500977,72.0,70.0,35.0
87573.53793457588,491.0,0.14848262561299266,50.0,27.0,32.0
90095.36228099804,196.0,0.18912347555411102,78.0,65.0,52.0
4956.17099186432,311.0,0.10602106569992763,56.0,9.0,84.0
18961.890780590977,124.0,0.17268627531950298,14.0,57.0,35.0
54101.480192452706,388.0,0.19282053882824118,34.0,9.0,61.0
76123.14108398947,414.0,0.17503125491119517,22.0,63.0,91.0
68790.62680824476,426.0,0.18905653629385138,32.0,80.0,44.0
56617.485913057244,232.0,0.053001655199295894,20.0,25.0,34.0
64506.10252333827,458.0,0.161409225306707,80.0,15.0,84.0
83841.82038050948,440.0,0.056945594017587454,77.0,70.0,47.0
1769.1599319294978,471.0,0.194273381569551,8.0,10.0,28.0
5297.668048638923,234.0,0.11038411207564083,52.0,76.0,30.0
6525.374112916801,311.0,0.011762411308707123,71.0,79.0,36.0
72753.69185727825,129.0,0.14411699310964773,14.0,11.0,44.0
68545.65055037077,254.0,0.03585654493140924,54.0,32.0,64.0
42577.69618782664,308.0,0.09078199224561417,40.0,48.0,80.0
38791.088229705645,403.0,0.08672532467234687,19.0,19.0,54.0
78534.22894062004,408.0,0.17298786210303074,62.0,27.0,79.0
48406.326815976194,259.0,0.047596826968595844,32.0,7.0,99.0
38706.73870265576,494.0,0.19071136085592114,69.0,49.0,31.0
22746.82640527304,158.0,0.14081664013628375,18.0,46.0,74.0
79082.92467815749,208.0,0.15455848641184927,69.0,70.0,99.0
80714.57320554001,252.0,0.1658191070964984,27.0,74.0,31.0
1721.1771845913245,128.0,0.10586571601037494,71.0,41.0,69.0
44735.35663086096,184.0,0.041524066009047525,63.0,21.0,21.0
25473.48741851736,147.0,0.11989351019790162,22.0,79.0,21.0
410.0484818424611,384.0,0.028399009497924645,14.0,75.0,36.0
61845.83914467173,233.0,0.15416007724641245,32.0,21.0,41.0
23108.54885301227,116.0,0.13682647709395268,14.0,50.0,97.0
12209.231000169271,380.0,0.09398577309599243,52.0,33.0,52.0
24244.263356007836,262.0,0.15206226690223476,21.0,65.0,56.0
13930.42901073302,266.0,0.15626576572624448,45.0,60.0,44.0
29711.755529895705,181.0,0.0569483601497963,40.0,16.0,99.0
81106.48994228705,285.0,0.15282577241350837,49.0,16.0,45.0
46815.00351544305,226.0,0.1566623003042641,38.0,62.0,28.0
93529.3590419181,202.0,0.03471494911445377,16.0,44.0,82.0
87526.5649580288,332.0,0.14017024360691518,50.0,23.0,27.0
12371.30175333533,488.0,0.057027603727880474,35.0,55.0,46.0
21722.71155026877,341.0,0.19586118512568418,63.0,55.0,87.0
23017.517319634942,204.0,0.021314887651562888,32.0,58.0,73.0
82789.58476850082,371.0,0.16110068860453983,35.0,27.0,49.0
46446.18850780669,332.0,0.16921687438156896,49.0,21.0,33.0
69176.48834757207,406.0,0.19639024642356548,8.0,44.0,83.0
32856.446665261006,132.0,0.13227607213620304,37.0,23.0,25.0
20615.70933175557,268.0,0.04704828490119944,12.0,63.0,50.0
65951.93726968528,112.0,0.17892553140076556,48.0,63.0,96.0
10793.74098520114,384.0,0.10340275460820628,14.0,66.0,37.0
76388.95499212458,277.0,0.07653251892429125,73.0,22.0,52.0
78559.96733710919,342.0,0.020960493550358984,37.0,70.0,28.0
60461.59347380047,440.0,0.08772120267726946,46.0,76.0,38.0
54909.69480308633,367.0,0.12831744098821293,24.0,35.0,29.0
12611.794068164818,312.0,0.04485583221169953,44.0,34.0,67.0
74337.38772882438,490.0,0.1622136351718367,13.0,48.0,86.0
97166.61321447704,164.0,0.145736515316047,53.0,21.0,46.0
78625.31099625299,199.0,0.02315013958157579,38.0,49.0,44.0
70944.58023680274,183.0,0.1279605577364693,59.0,61.0,72.0
60929.337411941604,223.0,0.05557573314273152,72.0,74.0,35.0
23655.050959837885,367.0,0.1274381579172359,31.0,10.0,32.0
