random-seed,radius,av-att,weight-soc-ben
86870.41057449162,4.0,0.0,7.0
5023.070974895415,3.0,0.0,0.0
49033.5057647347,7.0,0.0,9.0
67074.58715297231,7.0,0.0,1.0
62969.09115771716,0.0,-1.0,2.0
40895.778534194076,3.0,-0.0,3.0
89422.00922130606,8.0,-0.0,2.0
24473.47688079293,9.0,1.0,10.0
67954.47591554729,7.0,1.0,4.0
23228.896436544608,8.0,-0.0,2.0
6863.6432181533655,9.0,-1.0,3.0
13263.946730617708,5.0,0.0,8.0
66361.75036578464,3.0,-1.0,4.0
2320.482735537726,9.0,-0.0,7.0
81330.07758490185,10.0,1.0,5.0
41492.56894263561,5.0,1.0,0.0
74813.70551378184,2.0,1.0,1.0
50824.8352227237,10.0,1.0,2.0
99377.46956609636,3.0,0.0,9.0
22803.475551762855,5.0,-1.0,8.0
41195.91253327768,5.0,-0.0,6.0
97242.75948289258,6.0,0.0,7.0
84141.63174121371,5.0,-1.0,2.0
4737.839587899214,8.0,-1.0,1.0
66006.31945471582,6.0,1.0,3.0
54014.61728970059,4.0,-0.0,0.0
5846.304638764138,5.0,0.0,8.0
44649.13651055468,1.0,1.0,1.0
54335.630965512646,2.0,-1.0,7.0
16035.041233717362,8.0,1.0,2.0
62976.69694151178,1.0,-1.0,6.0
47870.019884675625,5.0,0.0,9.0
9846.689092883526,1.0,0.0,7.0
40032.27078070232,6.0,-0.0,3.0
33641.489071199656,6.0,-1.0,6.0
65392.11591665017,6.0,-1.0,5.0
56354.48388380501,9.0,0.0,9.0
64195.01680203375,9.0,-0.0,9.0
91342.41662352008,2.0,1.0,8.0
88612.92146532462,3.0,-1.0,2.0
43553.91243702014,4.0,-1.0,9.0
18600.8621820639,6.0,-0.0,3.0
67683.57651850345,2.0,0.0,3.0
22758.14594639745,1.0,-1.0,2.0
10238.49396199564,2.0,-1.0,8.0
65792.08600308986,1.0,-1.0,3.0
60387.800247970845,4.0,-0.0,3.0
98686.91938039858,8.0,0.0,6.0
25716.818401883513,3.0,-1.0,2.0
49881.31654469844,1.0,0.0,3.0
57887.78679674834,4.0,0.0,6.0
41263.40593919626,3.0,1.0,6.0
53429.49144759202,9.0,-1.0,1.0
62007.64159957707,5.0,1.0,8.0
22378.377687344255,1.0,-1.0,8.0
71607.50483310987,6.0,-1.0,8.0
8312.989657894885,1.0,0.0,6.0
91645.32833654886,5.0,-1.0,9.0
24826.25372566158,7.0,-1.0,1.0
41576.983525343356,9.0,0.0,0.0
86122.09117124185,3.0,0.0,4.0
28235.495776610667,3.0,0.0,9.0
91142.14235984579,7.0,0.0,6.0
3010.8511577795957,6.0,-1.0,2.0
44222.63423952834,5.0,0.0,2.0
54366.76176306625,3.0,0.0,3.0
67448.3662156355,2.0,-0.0,9.0
54913.704946214835,2.0,-0.0,0.0
9948.216881957931,1.0,-1.0,1.0
16962.10519652285,10.0,-0.0,6.0
140.69758723218308,6.0,-0.0,7.0
36928.05175570723,0.0,1.0,3.0
15915.411904045868,4.0,0.0,5.0
84337.57079799644,3.0,-1.0,2.0
25082.939319915768,5.0,-0.0,7.0
84703.96142455887,8.0,-0.0,0.0
63984.03559498079,8.0,0.0,6.0
11308.4190376365,5.0,-1.0,5.0
5838.789553168627,7.0,1.0,8.0
58398.90295955583,8.0,-0.0,8.0
5709.584720170955,8.0,-0.0,9.0
49002.16967870939,4.0,-1.0,9.0
20293.16352919252,4.0,1.0,3.0
44642.49021535671,4.0,-1.0,3.0
35192.91818733318,5.0,0.0,10.0
70951.56018287849,7.0,1.0,9.0
1733.5642463582972,4.0,1.0,1.0
59321.95190624472,5.0,0.0,6.0
26719.386982022395,2.0,1.0,0.0
63374.787641415984,2.0,-1.0,3.0
16045.491682683758,3.0,1.0,1.0
42697.53712503041,8.0,0.0,2.0
10702.269829680472,4.0,-1.0,9.0
48105.45701288997,4.0,1.0,0.0
15335.188616706208,2.0,0.0,6.0
24136.151250998028,5.0,-1.0,0.0
37994.23662623147,5.0,0.0,3.0
55944.21861821215,8.0,0.0,1.0
64421.89229588535,3.0,1.0,1.0
31327.89275046372,2.0,1.0,9.0
29422.888426113364,4.0,-0.0,3.0
76354.0708710916,1.0,-0.0,6.0
79242.81308591277,2.0,1.0,2.0
76760.96087408293,8.0,-1.0,5.0
48898.38776541754,2.0,-0.0,7.0
28486.176017094243,9.0,0.0,6.0
64053.77512259724,7.0,1.0,1.0
78137.82673547273,7.0,1.0,3.0
72487.16650802668,4.0,1.0,2.0
12981.130121205155,2.0,0.0,7.0
38821.63761424749,4.0,0.0,10.0
30921.995974461952,1.0,1.0,6.0
98373.25345547596,3.0,-1.0,1.0
95727.50481117363,5.0,-1.0,9.0
94456.93567575872,2.0,-1.0,1.0
15990.151623897624,9.0,-0.0,5.0
34571.14025793773,1.0,0.0,6.0
5459.047086401207,5.0,0.0,8.0
62152.63969772916,1.0,-1.0,1.0
78405.13590840671,8.0,0.0,3.0
31963.95075519781,1.0,1.0,1.0
17955.575717247568,4.0,-0.0,6.0
9720.777750438054,3.0,1.0,8.0
64533.558119217494,8.0,-1.0,6.0
26255.92670130037,8.0,-1.0,1.0
19798.97892503543,2.0,1.0,2.0
78495.28746281863,6.0,-1.0,7.0
3427.8135017011296,7.0,-0.0,0.0
65693.31656619621,1.0,0.0,8.0
70518.7655735508,7.0,1.0,2.0
85005.8121303743,4.0,-0.0,4.0
93471.804105489,6.0,-1.0,3.0
25540.690038335768,2.0,-0.0,6.0
62547.130351674256,9.0,0.0,6.0
67700.34670198239,4.0,1.0,0.0
84568.57416662811,6.0,-0.0,2.0
9660.911574514033,4.0,-1.0,4.0
89801.68753896713,4.0,-0.0,1.0
20067.169998978457,10.0,-0.0,6.0
29074.66935997897,7.0,0.0,10.0
91064.33139703293,6.0,-0.0,1.0
83513.0966148058,9.0,0.0,6.0
58475.83651231464,1.0,-0.0,6.0
46543.471606452935,9.0,-1.0,2.0
49002.446487305606,7.0,-1.0,6.0
52695.052726335416,3.0,0.0,1.0
34818.6484517004,4.0,-1.0,7.0
34113.95597658966,9.0,0.0,4.0
72607.99847295933,4.0,1.0,4.0
3590.549698145681,3.0,1.0,7.0
77905.2209848571,8.0,1.0,6.0
8079.667859880333,7.0,-0.0,6.0
89613.46784428689,6.0,-0.0,0.0
93090.44175492914,3.0,-0.0,9.0
41602.292710685404,6.0,-1.0,8.0
50923.67142851606,9.0,1.0,0.0
80697.23184831052,10.0,-0.0,10.0
96711.99260370884,8.0,1.0,5.0
74591.61222710788,6.0,1.0,9.0
78067.62999284241,10.0,-0.0,4.0
64561.57493001935,9.0,0.0,8.0
74232.34967602775,7.0,1.0,9.0
87353.16098399517,7.0,-0.0,3.0
75575.44829523566,4.0,1.0,2.0
83253.08190259684,6.0,1.0,2.0
5402.291992052531,4.0,-0.0,2.0
55500.54467449712,8.0,-0.0,8.0
20077.95199502671,5.0,0.0,4.0
63229.7643342502,3.0,-1.0,4.0
84386.50345911451,7.0,-0.0,4.0
94944.32082771463,4.0,-0.0,5.0
60624.18842222398,5.0,-1.0,1.0
66200.93986791938,4.0,0.0,5.0
21166.752720210243,3.0,1.0,9.0
28911.525082133634,5.0,1.0,9.0
28581.66418469081,2.0,0.0,8.0
31382.92946089587,4.0,1.0,1.0
50182.38789457002,5.0,0.0,2.0
4017.334289572318,4.0,1.0,6.0
90086.24555297363,3.0,1.0,6.0
39302.35331735827,3.0,-1.0,1.0
73832.22227430696,0.0,-0.0,8.0
58161.91973167255,9.0,0.0,4.0
99224.23488551781,1.0,-0.0,8.0
23558.46330590562,9.0,-0.0,6.0
75259.70079947775,8.0,0.0,9.0
53462.362378687954,1.0,-1.0,8.0
62915.63355338354,7.0,-1.0,1.0
79332.37214224147,9.0,0.0,6.0
27027.407619414567,3.0,0.0,3.0
91770.17449560699,5.0,-1.0,4.0
28009.474826230828,2.0,-0.0,4.0
36715.543803927234,8.0,-1.0,4.0
73901.7522505414,4.0,-1.0,1.0
58383.12455880844,2.0,-1.0,1.0
11088.337943802984,0.0,-0.0,4.0
38489.40439693396,3.0,1.0,2.0
46010.268505303124,2.0,-1.0,8.0
65459.19107172858,9.0,1.0,9.0
87574.67293508704,6.0,-0.0,8.0
30027.57293633854,7.0,1.0,1.0
56793.666844196356,8.0,1.0,7.0
65290.887782417005,4.0,1.0,1.0
45852.18953252743,2.0,-0.0,9.0
70097.86361737495,9.0,0.0,7.0
18642.87862758545,9.0,0.0,6.0
68188.62245739206,1.0,0.0,10.0
1701.117726796606,5.0,1.0,7.0
66906.1614679708,4.0,0.0,7.0
81112.58937454343,9.0,-0.0,7.0
77549.61036172658,4.0,1.0,5.0
79398.5291342713,4.0,1.0,5.0
98814.94304661037,0.0,1.0,6.0
71073.13603163973,1.0,-1.0,1.0
66863.00799094028,2.0,1.0,0.0
48646.98564645396,7.0,0.0,5.0
92852.50582066768,0.0,-1.0,2.0
3445.285753733477,5.0,-1.0,6.0
18282.752365241366,8.0,-1.0,7.0
76604.86270381368,6.0,1.0,2.0
51360.030407964856,6.0,-1.0,2.0
89836.77460281353,7.0,-1.0,2.0
37558.24527520696,2.0,-0.0,3.0
26243.55138755552,7.0,0.0,4.0
93278.36211599315,9.0,1.0,4.0
23159.117038806202,9.0,-1.0,6.0
59233.43008317979,2.0,1.0,6.0
54358.573306220846,7.0,-1.0,2.0
12778.197503191153,8.0,1.0,1.0
77969.33196706221,1.0,-0.0,7.0
89064.5429698517,7.0,1.0,6.0
56375.78146407961,8.0,-0.0,8.0
16181.530450267293,3.0,-1.0,5.0
84251.12692511486,2.0,-1.0,8.0
8020.453051863792,8.0,-1.0,0.0
70095.20283179106,8.0,-0.0,10.0
56126.1554135388,9.0,1.0,5.0
94571.61558036477,6.0,0.0,7.0
58181.343260436406,8.0,1.0,6.0
56.271987022155386,8.0,1.0,9.0
95649.26021344242,3.0,1.0,1.0
45470.216432053545,3.0,0.0,7.0
50167.384451387166,6.0,-1.0,8.0
94816.14662789801,8.0,1.0,4.0
79793.6001224115,7.0,1.0,9.0
1973.3073626633297,7.0,-1.0,9.0
90736.55474016603,7.0,1.0,10.0
95431.96802160579,2.0,1.0,3.0
34687.99764754615,7.0,1.0,4.0
76063.69032731607,9.0,-0.0,9.0
38695.098319971396,1.0,-0.0,3.0
25704.75781678847,5.0,-0.0,2.0
28045.285318147737,5.0,0.0,0.0
5962.596420717235,5.0,1.0,0.0
15300.1063379447,5.0,-1.0,0.0
4297.9242645851555,8.0,-0.0,6.0
20322.877999024644,6.0,-0.0,7.0
6239.029961455996,8.0,0.0,2.0
42823.08573625995,3.0,-1.0,7.0
3973.5003538291103,6.0,-0.0,8.0
74480.79577172789,7.0,-1.0,5.0
35860.00781124696,10.0,-0.0,5.0
33440.81476457078,2.0,0.0,9.0
3975.405783025655,2.0,1.0,7.0
45182.68970610146,5.0,-0.0,9.0
26982.857780877195,8.0,0.0,9.0
94255.62754460896,7.0,1.0,2.0
1995.2840020441467,7.0,0.0,8.0
31054.51799844884,7.0,-1.0,8.0
56847.13200304426,6.0,-0.0,4.0
49485.22907724205,2.0,-0.0,9.0
11848.576890478058,4.0,0.0,1.0
20156.77214528857,2.0,-0.0,10.0
17516.964357426317,7.0,-0.0,9.0
83197.89964163046,9.0,1.0,4.0
23058.484783282365,6.0,-0.0,8.0
31280.12708214848,4.0,-1.0,2.0
91876.57586032948,4.0,-1.0,10.0
8961.635317592652,9.0,0.0,1.0
33066.11291875239,8.0,-0.0,5.0
61615.51294940393,6.0,-1.0,2.0
65843.36846053126,4.0,0.0,10.0
11920.253011031327,3.0,-1.0,4.0
47750.9256325032,6.0,1.0,7.0
73575.28113547753,6.0,0.0,4.0
80163.1538926751,1.0,0.0,0.0
59356.2982399501,9.0,-0.0,4.0
95075.08785408898,3.0,1.0,4.0
23698.729288462055,9.0,0.0,6.0
68703.92158752588,2.0,-0.0,4.0
33718.36011047486,9.0,1.0,5.0
72852.69030177477,9.0,0.0,7.0
8312.662855138924,7.0,-0.0,8.0
59831.32690944854,8.0,0.0,7.0
84749.24079868711,10.0,-1.0,5.0
45616.62656997518,8.0,1.0,9.0
14958.549957974821,9.0,-0.0,5.0
62987.66903872598,8.0,-1.0,8.0
48511.45991380164,4.0,-0.0,4.0
42045.539731892604,5.0,-1.0,8.0
50031.628783677515,8.0,0.0,9.0
81106.49059320024,2.0,0.0,2.0
81284.4692621927,0.0,-1.0,5.0
73021.79760070857,2.0,-0.0,2.0
44478.526206192844,6.0,-0.0,6.0
49809.125725255035,1.0,-1.0,3.0
75950.15258494725,6.0,-0.0,9.0
40713.129266757765,2.0,-0.0,8.0
31300.95499704388,7.0,1.0,1.0
39842.59022808845,2.0,1.0,3.0
7326.703336369106,8.0,1.0,7.0
92141.7843564522,10.0,1.0,2.0
24988.569516844364,4.0,-0.0,8.0
63685.95931574927,0.0,-1.0,3.0
2239.6964766085575,9.0,1.0,9.0
40707.50650564692,3.0,-0.0,1.0
79728.88990029506,6.0,0.0,4.0
60978.78680313201,1.0,1.0,7.0
42732.145159493186,4.0,-1.0,9.0
37472.79475928156,5.0,0.0,9.0
54312.62785955897,4.0,-0.0,6.0
98948.84101278805,3.0,1.0,8.0
10474.80237145622,9.0,1.0,1.0
90487.00362800104,9.0,1.0,7.0
91912.00355275029,8.0,0.0,3.0
31520.139997181173,8.0,-0.0,7.0
67543.05157369623,6.0,1.0,7.0
46430.34235497146,1.0,0.0,1.0
13990.741658456749,2.0,1.0,6.0
25224.39802525917,6.0,0.0,5.0
36323.44043950246,6.0,-1.0,3.0
81450.09801017206,1.0,-1.0,10.0
3163.79357400458,10.0,-1.0,8.0
37676.277212454595,4.0,-1.0,9.0
94902.19559048253,4.0,-0.0,1.0
46814.05161786706,2.0,-1.0,9.0
82994.41674759581,6.0,1.0,8.0
99559.73134715072,7.0,-0.0,6.0
54019.24693504193,4.0,0.0,6.0
90377.33652590848,5.0,0.0,7.0
99361.29031234281,2.0,-1.0,1.0
98852.08634475665,5.0,-0.0,6.0
14219.089212544879,5.0,-1.0,8.0
52969.70044112606,8.0,-0.0,8.0
36241.81185028744,7.0,-1.0,9.0
36971.6887190743,4.0,1.0,8.0
22362.46034208608,6.0,0.0,7.0
55145.59728421444,5.0,-0.0,4.0
47202.526852408235,3.0,-0.0,9.0
41993.713470432864,5.0,-1.0,1.0
90688.07056013038,7.0,-0.0,3.0
53733.687193483325,9.0,0.0,9.0
20909.519281689227,5.0,0.0,9.0
10655.329530563951,10.0,-0.0,7.0
2679.962667883214,7.0,0.0,8.0
43097.95626054492,10.0,1.0,2.0
4738.250113906384,1.0,0.0,8.0
20824.908333874548,1.0,1.0,5.0
49705.1432216327,10.0,-1.0,6.0
86847.66664913816,0.0,0.0,2.0
90942.98239376248,1.0,-1.0,0.0
99432.98970856737,7.0,-1.0,8.0
43931.781901780574,9.0,1.0,1.0
64722.81203500759,2.0,-1.0,4.0
45463.86899037543,9.0,0.0,6.0
43665.14372407329,5.0,-0.0,4.0
53941.28143324776,5.0,0.0,8.0
75867.90482990108,6.0,-0.0,5.0
86094.80162003504,2.0,1.0,1.0
40970.74429906194,1.0,-1.0,1.0
85721.89051766813,2.0,-1.0,1.0
71018.17885670712,6.0,-1.0,3.0
79759.37040759141,1.0,-1.0,3.0
86949.14206567188,4.0,-1.0,1.0
63188.902224772355,4.0,1.0,1.0
56964.09415986875,7.0,-0.0,6.0
4773.832890631131,1.0,0.0,2.0
86825.19414745465,8.0,-0.0,8.0
97544.61059608236,6.0,-1.0,4.0
90245.73949202338,7.0,-0.0,8.0
13336.84424283308,6.0,0.0,8.0
62424.086728475944,6.0,-0.0,7.0
47027.39622046614,7.0,-1.0,6.0
6128.219834203301,8.0,-1.0,6.0
37147.62167629846,5.0,0.0,1.0
91065.72272551272,3.0,-1.0,3.0
48931.5497351663,9.0,-1.0,0.0
44488.75936936856,2.0,-1.0,3.0
87582.34346884323,0.0,1.0,10.0
74024.62271861412,3.0,-1.0,10.0
19820.218246783013,8.0,-1.0,9.0
24870.614574457413,5.0,0.0,5.0
34754.82436080031,3.0,0.0,5.0
33282.05487471872,9.0,-1.0,5.0
7284.922219615355,1.0,1.0,7.0
82992.42444268709,5.0,-1.0,3.0
236.27711232674508,8.0,-0.0,2.0
90348.82977513189,2.0,-0.0,6.0
47115.830732657276,8.0,-0.0,5.0
13065.997102116246,2.0,0.0,2.0
226.09155619579795,8.0,-0.0,0.0
67017.42954672161,3.0,-1.0,8.0
22778.94685624441,9.0,1.0,2.0
83495.73623145181,8.0,-1.0,8.0
23730.43943241157,5.0,1.0,4.0
62537.36650375689,8.0,-0.0,7.0
97121.97247386328,6.0,-0.0,1.0
6125.802307738774,9.0,-1.0,10.0
56568.773116968274,7.0,0.0,7.0
94769.8705086501,8.0,1.0,0.0
5717.67679265518,4.0,0.0,7.0
75144.21522623462,7.0,0.0,9.0
8118.232479649268,10.0,1.0,4.0
90656.34142285027,0.0,0.0,6.0
42058.420879793994,3.0,-0.0,9.0
41884.763181371396,1.0,-0.0,5.0
4992.953688169826,8.0,0.0,10.0
66446.94130972147,4.0,-1.0,7.0
28191.19783877102,8.0,1.0,6.0
15123.972200604296,4.0,0.0,3.0
19619.796111638472,10.0,1.0,10.0
81831.60372733384,4.0,1.0,8.0
16551.18840563847,3.0,-1.0,8.0
49990.38443761219,5.0,1.0,4.0
25285.154775725332,1.0,-0.0,8.0
17604.793993166706,1.0,-1.0,5.0
83744.41141096452,9.0,-0.0,9.0
47225.66496402533,7.0,-1.0,0.0
14645.436575467784,10.0,-0.0,4.0
99781.86338977133,3.0,1.0,8.0
85494.06259409759,2.0,-0.0,9.0
66787.69729660024,9.0,-1.0,2.0
9312.054775123723,1.0,1.0,7.0
10013.490106368723,8.0,-1.0,5.0
19784.951731668345,0.0,0.0,5.0
11561.381939975527,4.0,-0.0,3.0
60230.573713798025,1.0,0.0,4.0
49195.66044783627,1.0,-1.0,6.0
23344.51470085579,2.0,-0.0,1.0
12655.338747007383,5.0,0.0,9.0
60144.10931844413,5.0,1.0,9.0
62520.75052386254,2.0,-0.0,4.0
20861.854043837437,6.0,-1.0,2.0
90956.95700979476,1.0,-0.0,3.0
60523.432409656714,3.0,1.0,10.0
2371.0270971109517,2.0,0.0,6.0
17891.41957027395,4.0,-0.0,1.0
55780.0957073458,8.0,-1.0,6.0
28437.739327777894,8.0,0.0,8.0
22604.728701503103,2.0,-1.0,5.0
60149.203629141186,5.0,0.0,3.0
12992.149812076279,8.0,0.0,0.0
16871.62731067021,6.0,-1.0,5.0
82685.05255195903,7.0,1.0,3.0
6602.143930775413,9.0,0.0,5.0
70716.29640155451,4.0,1.0,6.0
50739.0432534072,2.0,0.0,2.0
82064.62300227144,2.0,-0.0,1.0
1526.1515968385575,3.0,-0.0,6.0
42570.83383190406,3.0,1.0,8.0
82331.08844606964,1.0,0.0,7.0
61754.332790090215,5.0,0.0,2.0
17962.267495464446,1.0,0.0,9.0
48245.15004600657,1.0,-1.0,0.0
41173.42125132661,4.0,1.0,7.0
98264.2490622676,9.0,-0.0,6.0
25648.90987940436,4.0,-0.0,0.0
57148.602373889335,3.0,-1.0,4.0
59117.460892991905,7.0,1.0,6.0
68424.65396294011,2.0,0.0,5.0
97443.51762243606,5.0,1.0,8.0
94832.7444279168,1.0,1.0,4.0
61793.85300849708,3.0,-0.0,3.0
41208.993085867405,7.0,-0.0,2.0
70199.72505968175,6.0,0.0,8.0
83173.08218098522,10.0,-0.0,4.0
77910.31366515842,5.0,1.0,8.0
81999.17684117067,6.0,-1.0,7.0
31355.831839962513,4.0,0.0,3.0
45851.06206690331,1.0,-0.0,5.0
13134.83856136659,5.0,-0.0,5.0
15610.842022631497,4.0,-1.0,10.0
62006.46422091323,6.0,0.0,6.0
68554.54826448043,2.0,-0.0,9.0
47194.66884891079,5.0,-1.0,5.0
44740.781560285075,9.0,0.0,9.0
86395.70065278087,5.0,0.0,8.0
44142.41721177862,9.0,0.0,7.0
28287.92909926045,5.0,1.0,9.0
74655.35174122528,3.0,0.0,2.0
46211.01732690013,6.0,1.0,9.0
19144.63309839564,5.0,1.0,8.0
34383.35907536618,2.0,-0.0,4.0
68243.99010221174,9.0,0.0,6.0
88655.67724612902,1.0,-0.0,3.0
630.872103882435,2.0,-0.0,5.0
81370.91846905893,2.0,1.0,5.0
63693.968565200244,7.0,-0.0,8.0
55727.88246413705,5.0,1.0,5.0
83197.47720412648,2.0,-1.0,6.0
88751.6512882342,7.0,-1.0,4.0
53150.629716796604,8.0,-1.0,2.0
91979.31293292879,1.0,0.0,6.0
79939.32535721197,5.0,1.0,4.0
86212.71266240106,7.0,0.0,6.0
47349.914496802696,9.0,1.0,3.0
75288.65786788453,9.0,0.0,7.0
45515.99966384333,10.0,-0.0,7.0
4367.186730792684,5.0,0.0,1.0
885.6023938461775,10.0,1.0,5.0
54499.236697654866,0.0,1.0,1.0
74359.50730612961,3.0,1.0,5.0
67806.72133269788,6.0,-0.0,7.0
44593.33997236645,3.0,-0.0,2.0
7727.4975994283195,0.0,0.0,7.0
83355.48973675068,8.0,-0.0,4.0
33549.86797236987,9.0,-1.0,2.0
75415.30888827248,5.0,1.0,5.0
13020.958849152415,8.0,0.0,3.0
13728.611661808187,0.0,0.0,8.0
22672.577406559958,3.0,-0.0,9.0
71870.28691792511,5.0,0.0,5.0
13589.605574386216,7.0,-1.0,6.0
10857.37759741802,7.0,1.0,10.0
44730.039856708434,9.0,-0.0,5.0
11417.61604711023,8.0,-1.0,6.0
22606.53348326959,9.0,0.0,2.0
8924.429072822006,5.0,-0.0,8.0
72362.09766089293,5.0,1.0,9.0
12502.072999121212,10.0,-0.0,9.0
25376.12690405598,9.0,-1.0,2.0
48586.860789815386,8.0,1.0,9.0
15901.214198697739,8.0,0.0,3.0
46460.36888771844,0.0,1.0,8.0
29356.116021883416,1.0,-0.0,8.0
90979.78849817088,6.0,1.0,9.0
77547.81061390847,6.0,-0.0,2.0
98375.01641655168,1.0,0.0,1.0
98724.59152705423,9.0,-0.0,4.0
99526.53179992935,7.0,-0.0,1.0
89767.03308876278,4.0,-0.0,4.0
43495.40436511706,10.0,1.0,1.0
6210.9923137551505,10.0,0.0,1.0
11223.076749892125,2.0,1.0,1.0
51033.45185381855,5.0,0.0,5.0
23071.68673854874,6.0,1.0,6.0
55188.0968755748,3.0,-0.0,4.0
37091.72794945127,4.0,-0.0,5.0
85484.16073308492,2.0,1.0,8.0
57085.180568333446,5.0,1.0,3.0
1393.5516218047926,9.0,0.0,2.0
96843.33549540964,2.0,-1.0,10.0
7238.39798904434,3.0,-1.0,2.0
62366.70680309822,2.0,0.0,0.0
57413.646775642126,6.0,-1.0,3.0
27668.079143056013,5.0,-1.0,8.0
11646.426036708377,10.0,-0.0,1.0
66832.50116276626,8.0,0.0,1.0
32082.7057443834,6.0,-0.0,7.0
29405.184137616063,3.0,-1.0,6.0
59904.6151607347,2.0,-0.0,2.0
75283.78616235957,2.0,-0.0,2.0
69403.71582904064,8.0,-0.0,7.0
76236.11113329191,4.0,0.0,1.0
98870.73501346968,10.0,1.0,4.0
14848.195483904921,5.0,-0.0,3.0
15717.155374026506,9.0,-1.0,2.0
46819.35214560227,8.0,-1.0,1.0
59768.02475754013,4.0,0.0,3.0
23867.06898814817,8.0,-1.0,2.0
90925.5450256646,3.0,1.0,5.0
71974.09042028042,3.0,1.0,4.0
29545.458288122612,3.0,0.0,6.0
40544.121342761515,3.0,-0.0,3.0
22824.226073435995,3.0,-1.0,6.0
99035.75449975496,4.0,1.0,1.0
14917.623256536463,2.0,-1.0,8.0
50215.328085370136,9.0,0.0,9.0
97493.34677587615,7.0,1.0,5.0
88168.82846590888,2.0,-1.0,10.0
67889.76762465877,3.0,-1.0,7.0
43123.70956356118,9.0,1.0,10.0
58479.6521567478,9.0,1.0,2.0
86349.07152734646,6.0,0.0,9.0
12942.729983727553,9.0,1.0,7.0
46324.59634428567,6.0,0.0,2.0
83990.45552249956,9.0,-0.0,5.0
838.3664205510521,0.0,1.0,9.0
54755.04418357735,2.0,-1.0,9.0
66155.55498756612,7.0,0.0,6.0
55889.543675701454,4.0,-1.0,7.0
76037.69157435842,9.0,-0.0,1.0
88774.83382586391,6.0,0.0,9.0
35294.510490941924,2.0,0.0,3.0
59034.09004079884,7.0,-0.0,10.0
13719.272132346252,8.0,1.0,8.0
19901.024301527563,8.0,-1.0,4.0
63976.16544652573,6.0,0.0,4.0
92356.09886933249,8.0,-1.0,9.0
35078.59973220532,0.0,-1.0,7.0
28706.173042768933,9.0,-1.0,0.0
610.052369838813,3.0,-1.0,6.0
39676.485742037316,6.0,0.0,1.0
8311.19708596444,1.0,-0.0,2.0
88676.41845935394,3.0,0.0,9.0
32997.985843511146,4.0,1.0,5.0
513.3186404840965,3.0,1.0,3.0
23801.42838605761,9.0,1.0,6.0
44977.38081265406,6.0,1.0,10.0
14692.92898718016,9.0,-1.0,9.0
34431.85564354169,1.0,0.0,1.0
48766.16828836409,6.0,-1.0,10.0
81460.54565648659,3.0,1.0,5.0
71130.28907942509,8.0,1.0,4.0
88579.56226729865,3.0,-0.0,4.0
73294.88551655879,5.0,-1.0,9.0
59149.682760531876,3.0,1.0,6.0
52925.73011453033,5.0,-1.0,1.0
88468.55715990356,0.0,-1.0,5.0
38642.82445854301,8.0,0.0,4.0
85795.71303100482,5.0,0.0,4.0
70510.13047290985,9.0,1.0,7.0
76661.44945220875,0.0,0.0,5.0
13557.5197001487,9.0,-1.0,5.0
83499.52406799371,9.0,-1.0,1.0
61978.28681876409,2.0,-0.0,7.0
69488.60153600713,1.0,-0.0,8.0
91840.28805026013,0.0,0.0,4.0
85854.98579028186,7.0,-1.0,3.0
51244.81899006001,5.0,1.0,6.0
15534.72371929576,3.0,1.0,10.0
15889.370916620019,6.0,1.0,4.0
66111.79962420062,1.0,1.0,1.0
27523.78228813113,0.0,1.0,6.0
55259.5557375936,3.0,0.0,8.0
81198.8346735643,5.0,-1.0,1.0
55623.02118663586,5.0,-0.0,8.0
42499.40000257421,1.0,-1.0,4.0
3271.295955698721,4.0,1.0,6.0
58384.47305574684,7.0,1.0,8.0
12154.664683478388,7.0,-1.0,7.0
40000.17331311337,6.0,-0.0,1.0
87403.85068421967,4.0,-0.0,8.0
50547.28822070311,2.0,0.0,7.0
43317.092126679054,7.0,-1.0,6.0
55679.37215474848,3.0,-1.0,1.0
78129.9978794406,8.0,0.0,3.0
16440.126417800922,6.0,-1.0,6.0
51952.019863442896,3.0,0.0,8.0
91638.17057230831,8.0,0.0,1.0
51547.76951189114,4.0,-0.0,1.0
91620.0243239132,5.0,0.0,6.0
29493.471913850542,6.0,0.0,2.0
73793.64196510128,6.0,-1.0,3.0
97939.6601534006,7.0,-1.0,4.0
10808.081581484777,7.0,-0.0,9.0
40740.612694980024,7.0,-1.0,3.0
34648.03674053626,0.0,1.0,9.0
78876.7711075237,1.0,0.0,6.0
37078.60310343874,7.0,-1.0,5.0
59230.14382176554,9.0,0.0,8.0
92257.4763826666,5.0,1.0,1.0
82809.61024116937,10.0,0.0,6.0
47075.97643487713,4.0,0.0,3.0
70062.18190275977,2.0,-0.0,4.0
60250.25303907863,2.0,1.0,10.0
5194.969383320557,3.0,0.0,3.0
19789.39914745005,2.0,-0.0,2.0
55671.09856843062,3.0,0.0,6.0
13588.844378113654,8.0,1.0,2.0
86056.20937645524,2.0,1.0,9.0
9284.37565596431,9.0,-0.0,8.0
97064.11131414582,1.0,0.0,5.0
26654.523291301168,1.0,1.0,4.0
75457.7631073614,4.0,-1.0,4.0
27420.34723857253,6.0,0.0,6.0
91644.07713273635,1.0,0.0,4.0
69627.81404977404,4.0,-1.0,8.0
4358.230742534717,8.0,-1.0,7.0
19828.78549555277,9.0,0.0,8.0
81209.97694303472,4.0,-1.0,2.0
