random-seed,density,%-similar-wanted,radiusNeighborhood
68281.11029905593,97.0,31.0,3.0
77297.74995967853,64.0,58.0,2.0
54619.50778040986,60.0,50.0,3.0
55735.041407965306,92.0,48.0,4.0
73199.13347988007,68.0,63.0,2.0
9726.666606725335,68.0,75.0,3.0
11868.587172941954,75.0,40.0,3.0
27931.81430708034,50.0,54.0,2.0
91519.49852130789,62.0,59.0,1.0
43612.20416544702,76.0,38.0,2.0
59682.14177153273,56.0,29.0,2.0
76174.96075367313,51.0,43.0,3.0
73134.98936135527,93.0,55.0,3.0
6463.130460890198,80.0,32.0,5.0
80352.68664491043,89.0,47.0,5.0
54185.37387222832,86.0,67.0,3.0
3537.173385250614,93.0,65.0,4.0
36170.233482182135,68.0,46.0,3.0
52169.214310385796,83.0,55.0,3.0
72847.9306035903,58.0,72.0,4.0
93744.69671985603,51.0,55.0,5.0
31627.783020870353,58.0,72.0,2.0
64846.554607654754,86.0,37.0,3.0
52834.361550726724,83.0,46.0,2.0
62635.41637014527,91.0,52.0,4.0
29692.12852773465,98.0,33.0,2.0
79078.98436423551,50.0,40.0,4.0
13325.810652590253,58.0,43.0,4.0
31780.236320396176,90.0,48.0,4.0
34028.754452729234,90.0,60.0,5.0
39047.47417717845,73.0,34.0,1.0
51693.2327024785,86.0,67.0,2.0
26346.795967210313,82.0,55.0,4.0
80294.04811343866,93.0,61.0,4.0
83137.40482852829,88.0,68.0,5.0
82749.45905817463,57.0,42.0,2.0
13652.095751113662,98.0,44.0,4.0
76602.7746197858,89.0,30.0,1.0
59697.13904601988,69.0,55.0,1.0
35062.9520021528,68.0,36.0,2.0
7330.83348854413,60.0,41.0,3.0
24168.17037646496,56.0,65.0,3.0
77058.02579728598,67.0,41.0,1.0
80547.35377481695,78.0,74.0,3.0
25411.99759387516,72.0,34.0,1.0
93046.84331264245,72.0,75.0,1.0
26896.451635508918,67.0,26.0,1.0
38593.158292171545,81.0,54.0,5.0
92026.52779027664,71.0,73.0,1.0
68498.7782747035,89.0,26.0,3.0
24167.437588432345,91.0,48.0,4.0
54327.77330946242,62.0,60.0,2.0
63081.19066528403,90.0,75.0,5.0
25063.941049195662,96.0,59.0,3.0
28560.505922612472,62.0,65.0,2.0
44659.23708381495,69.0,61.0,4.0
24535.248044406733,95.0,62.0,3.0
70769.04600244584,90.0,31.0,4.0
51370.91863032325,92.0,46.0,2.0
79241.25892088951,81.0,66.0,3.0
71088.90415721411,83.0,32.0,2.0
99952.47364012853,81.0,30.0,2.0
57984.75461751292,71.0,43.0,2.0
50993.631219701885,55.0,49.0,2.0
5498.29079087917,90.0,72.0,4.0
15045.896008261421,58.0,67.0,4.0
90422.66212727717,81.0,60.0,1.0
35618.78775444619,50.0,69.0,4.0
72052.18349910567,98.0,64.0,2.0
35058.43407918494,61.0,57.0,2.0
47781.425475116324,85.0,26.0,3.0
58266.1338581493,81.0,52.0,5.0
12983.720785824267,65.0,74.0,3.0
42855.020802551204,78.0,38.0,3.0
82067.60986178835,78.0,30.0,5.0
22283.909904857424,55.0,44.0,1.0
30231.664303286296,98.0,47.0,2.0
62999.79004265132,85.0,49.0,2.0
37235.37175878684,69.0,40.0,4.0
76710.40246929505,95.0,37.0,3.0
66429.18337464878,79.0,68.0,2.0
21727.45564028506,98.0,55.0,3.0
42394.017341324274,77.0,33.0,3.0
37728.56828559604,59.0,49.0,2.0
29046.885128851496,79.0,59.0,1.0
95584.67450155858,56.0,47.0,1.0
96563.15678493163,85.0,42.0,4.0
11974.110832698228,90.0,47.0,5.0
84724.99024390346,59.0,43.0,5.0
31361.562405176715,54.0,71.0,2.0
93479.31772804733,55.0,50.0,2.0
19350.63839053363,68.0,46.0,3.0
77586.64230181184,96.0,65.0,5.0
85696.28719875118,68.0,34.0,2.0
62182.969097330526,86.0,38.0,4.0
13053.755825094864,74.0,27.0,4.0
25729.831494213144,77.0,26.0,3.0
26955.89874609832,82.0,58.0,2.0
88879.97334580946,72.0,45.0,2.0
22616.425473047653,54.0,63.0,3.0
43725.614447357824,90.0,52.0,4.0
87171.73801012037,90.0,32.0,4.0
84829.25341103884,59.0,48.0,5.0
84045.44635933603,76.0,67.0,3.0
95280.54410618782,90.0,56.0,2.0
38648.69250731619,74.0,44.0,2.0
14275.141694944043,82.0,59.0,3.0
25197.215048359347,82.0,45.0,4.0
75290.51818353574,98.0,56.0,3.0
55007.997551599656,78.0,63.0,3.0
84188.06163575467,56.0,62.0,3.0
243.11003813189015,76.0,30.0,1.0
43547.122371609155,96.0,45.0,1.0
34539.4381795475,61.0,48.0,3.0
24972.055343497457,62.0,40.0,2.0
26571.28488582836,66.0,33.0,5.0
55988.67751429693,52.0,25.0,2.0
97184.70027146299,53.0,73.0,1.0
93890.62356607593,62.0,46.0,2.0
5200.308644453188,71.0,47.0,3.0
49831.27658151704,80.0,65.0,4.0
64602.44585893052,95.0,35.0,1.0
66119.05717239948,59.0,26.0,5.0
97279.35503203221,83.0,30.0,5.0
58694.68704179123,53.0,66.0,3.0
70241.04563038533,75.0,35.0,1.0
33580.362037587,98.0,40.0,5.0
51678.191214913226,90.0,57.0,4.0
25604.28308074217,91.0,44.0,3.0
80080.06647403353,52.0,54.0,1.0
35217.291284210696,82.0,48.0,3.0
69849.30044461726,74.0,62.0,1.0
19426.501466521928,95.0,38.0,4.0
33877.68980781139,79.0,60.0,4.0
22782.30284943713,65.0,64.0,3.0
50229.60051913135,90.0,55.0,4.0
29214.122178120284,84.0,39.0,3.0
17809.05253904809,55.0,68.0,1.0
59147.6045730169,77.0,67.0,4.0
83633.51992956435,65.0,75.0,3.0
93540.97693859733,54.0,39.0,1.0
21739.740872378075,51.0,41.0,4.0
64845.79747602301,67.0,54.0,3.0
5534.320911882715,57.0,48.0,2.0
4800.908979138067,51.0,36.0,3.0
9609.58353340745,64.0,35.0,2.0
1448.7374007370715,56.0,73.0,1.0
30236.087040893377,69.0,51.0,4.0
60701.93651783735,54.0,43.0,1.0
80936.48166304165,63.0,62.0,3.0
52865.97557509351,65.0,26.0,2.0
36254.109635620254,80.0,58.0,5.0
60448.049576488665,89.0,56.0,3.0
54372.01050028925,70.0,27.0,5.0
43758.37150002151,97.0,50.0,4.0
63651.15944633315,52.0,59.0,2.0
82301.74910211077,79.0,64.0,4.0
98898.84938952254,70.0,44.0,4.0
60175.0499103506,85.0,69.0,5.0
65695.10495631366,86.0,73.0,2.0
81002.49233112186,50.0,68.0,5.0
83776.46822145034,59.0,41.0,1.0
53805.01968167316,52.0,56.0,2.0
51036.121436880414,63.0,43.0,3.0
91147.02580239135,62.0,28.0,3.0
85600.36785284594,54.0,37.0,2.0
70232.6835188384,95.0,64.0,5.0
53868.70178117966,68.0,26.0,3.0
44477.02277324866,71.0,58.0,3.0
81382.75268192562,86.0,57.0,3.0
31766.54199588452,89.0,60.0,4.0
10561.949867131865,82.0,63.0,4.0
72382.14527922716,55.0,66.0,5.0
46923.443048769324,91.0,60.0,4.0
46214.34250964064,86.0,58.0,4.0
32992.75691765358,50.0,41.0,2.0
58655.04628872796,92.0,58.0,4.0
95371.13621891463,79.0,28.0,5.0
48955.959510338565,83.0,50.0,1.0
43443.826418602075,94.0,73.0,2.0
5914.390082409421,76.0,42.0,3.0
87842.136303996,67.0,50.0,5.0
3618.621408878349,69.0,42.0,2.0
5233.754075429338,59.0,74.0,5.0
70566.24331784711,62.0,47.0,5.0
18538.52730972085,58.0,70.0,4.0
82930.71512318772,65.0,26.0,3.0
98245.01348489121,58.0,47.0,4.0
40445.53413194526,73.0,62.0,1.0
90570.59878828406,88.0,61.0,2.0
22664.846047619154,75.0,43.0,1.0
94826.01960378514,79.0,69.0,2.0
11807.40037618173,80.0,61.0,4.0
9894.953118417341,91.0,40.0,2.0
62.60043123224844,69.0,28.0,1.0
24284.548730280552,62.0,50.0,2.0
82515.49438872746,70.0,35.0,3.0
17482.957869848633,71.0,26.0,3.0
80100.69659284333,65.0,71.0,1.0
97309.26254410108,81.0,36.0,3.0
13675.02725433648,96.0,61.0,3.0
83765.96760989653,67.0,48.0,3.0
54570.82056285033,58.0,29.0,4.0
66093.99754995538,73.0,36.0,2.0
88941.75910790371,75.0,58.0,1.0
59964.116128574264,92.0,65.0,2.0
23344.81894678961,88.0,35.0,4.0
38559.757984602205,83.0,40.0,1.0
62280.4791883672,51.0,46.0,2.0
46333.92866763227,58.0,49.0,3.0
53791.504321324646,51.0,72.0,3.0
26816.883920662985,63.0,71.0,2.0
43710.27406260166,89.0,35.0,4.0
82378.9845185164,57.0,45.0,2.0
7070.827071334114,60.0,48.0,3.0
89339.4826198761,57.0,58.0,1.0
89715.67366075367,53.0,26.0,2.0
99047.58707172204,51.0,52.0,1.0
79067.45278967568,50.0,31.0,1.0
77226.90519335534,65.0,32.0,2.0
47596.85710997229,74.0,46.0,3.0
31021.453165658226,62.0,28.0,2.0
98451.90507859277,62.0,36.0,2.0
80397.06647030577,82.0,52.0,5.0
49387.88976334663,91.0,39.0,4.0
14743.735731634553,89.0,61.0,1.0
63280.05128386295,63.0,44.0,3.0
48300.98098864537,66.0,55.0,4.0
93502.27437852387,67.0,29.0,4.0
10363.451030607128,65.0,28.0,2.0
45181.591159244024,68.0,69.0,1.0
85612.55795476212,55.0,74.0,2.0
30742.356948867546,93.0,57.0,4.0
19950.50100937408,52.0,70.0,1.0
55019.87051900231,64.0,44.0,4.0
15265.148423934226,69.0,56.0,2.0
94609.18845364894,77.0,66.0,3.0
98094.11910690155,55.0,29.0,3.0
63627.59818253529,88.0,49.0,2.0
10096.016982457673,98.0,47.0,2.0
24284.598034737057,89.0,68.0,5.0
73535.7878126381,52.0,47.0,2.0
27390.382889472658,76.0,40.0,4.0
31153.918217868253,94.0,50.0,2.0
92957.04205102238,74.0,39.0,1.0
16602.719667464342,86.0,66.0,2.0
64304.713367413635,61.0,25.0,4.0
71941.0084047914,74.0,62.0,5.0
64663.00944807723,56.0,42.0,2.0
76324.04447241609,79.0,48.0,4.0
45601.384642579265,75.0,37.0,3.0
89182.46472181681,86.0,66.0,4.0
72231.28298545362,75.0,38.0,3.0
60943.97435198953,55.0,60.0,2.0
41684.77036276238,81.0,42.0,3.0
75419.69737017188,65.0,65.0,3.0
90941.80099511093,71.0,63.0,3.0
60717.223169460325,56.0,39.0,4.0
14371.785732835466,73.0,48.0,3.0
83699.01725499117,98.0,34.0,3.0
46817.158099703716,81.0,30.0,3.0
50349.625911567244,71.0,35.0,3.0
81075.0798955463,86.0,71.0,2.0
63528.83746241971,92.0,75.0,1.0
30421.92150298139,70.0,74.0,1.0
79756.55234923866,78.0,47.0,3.0
32023.439643924285,72.0,41.0,1.0
83434.34559943942,63.0,32.0,3.0
66097.83411960896,94.0,73.0,3.0
81375.41272124537,51.0,56.0,4.0
38060.18599295611,76.0,70.0,4.0
64530.575799299004,83.0,51.0,3.0
19455.018180793253,75.0,66.0,4.0
44343.85833606748,92.0,32.0,4.0
77203.15108243555,61.0,35.0,4.0
17624.089348069992,83.0,42.0,3.0
76955.61790966109,64.0,72.0,3.0
15354.745133503182,89.0,53.0,4.0
92020.46765943257,63.0,60.0,4.0
1887.9626215778112,67.0,65.0,3.0
41558.6372286885,53.0,74.0,1.0
87792.3948559807,53.0,52.0,5.0
34213.51746395108,70.0,66.0,2.0
27479.658744201053,61.0,29.0,1.0
8223.97639580174,56.0,37.0,5.0
12557.721852747649,76.0,44.0,2.0
28897.733796073222,52.0,53.0,1.0
73851.67737708607,92.0,27.0,2.0
33500.23700935018,74.0,29.0,3.0
80918.9851376867,79.0,26.0,3.0
74697.5541859502,83.0,59.0,4.0
52187.92888023098,78.0,59.0,3.0
44866.233680299134,64.0,50.0,4.0
50882.52685344284,68.0,28.0,4.0
73085.46535937162,75.0,47.0,4.0
46532.02290608889,65.0,27.0,3.0
97622.81817422228,81.0,37.0,1.0
37534.96122179484,76.0,26.0,3.0
46700.3805392811,66.0,49.0,5.0
22305.285471554154,88.0,36.0,5.0
93096.37992073278,72.0,29.0,3.0
64264.342833067836,88.0,27.0,5.0
85659.85484280698,55.0,53.0,2.0
56764.973529226096,80.0,38.0,1.0
29413.390280757078,89.0,33.0,2.0
89803.69043625779,86.0,43.0,3.0
56809.168094900066,57.0,40.0,1.0
80264.70304640984,90.0,60.0,5.0
55128.274697790286,60.0,51.0,2.0
40484.8899235276,73.0,63.0,4.0
31106.945622983527,60.0,75.0,2.0
96280.84503553186,69.0,59.0,3.0
55974.54735803606,96.0,31.0,4.0
18758.082131790954,63.0,37.0,2.0
82340.73474522779,89.0,56.0,2.0
80143.32305144527,68.0,57.0,1.0
82727.52813423844,62.0,25.0,5.0
56854.98248212681,69.0,62.0,4.0
57117.06070585473,89.0,70.0,2.0
21155.0142543736,62.0,49.0,1.0
30102.23936955765,76.0,51.0,3.0
26740.972678043996,80.0,40.0,1.0
22148.487542786985,71.0,67.0,4.0
1005.7350120815241,62.0,33.0,3.0
63953.56267020295,53.0,73.0,4.0
69706.37512674404,95.0,55.0,1.0
32595.840961556183,82.0,48.0,4.0
3667.2547756624217,72.0,67.0,2.0
62754.002666657594,50.0,71.0,4.0
80022.3699023647,74.0,30.0,1.0
30462.837407054983,83.0,39.0,1.0
29910.453413583968,66.0,28.0,4.0
4605.816512448775,51.0,60.0,4.0
41617.7499881542,53.0,55.0,4.0
63277.949784544566,58.0,26.0,3.0
53228.35035277353,82.0,35.0,3.0
48672.17300387045,74.0,51.0,3.0
45361.897465794216,97.0,35.0,4.0
13020.803895742501,78.0,62.0,4.0
38832.67072907957,52.0,28.0,1.0
48876.06609501491,64.0,30.0,3.0
64981.09597335032,89.0,66.0,5.0
41027.43401222814,91.0,63.0,1.0
64900.15415628276,63.0,49.0,5.0
56562.14348101488,96.0,32.0,2.0
122.20054927076801,55.0,38.0,5.0
26770.30855295792,67.0,35.0,2.0
10384.848806399516,87.0,70.0,5.0
20338.44500155223,95.0,45.0,1.0
11117.73790723956,79.0,39.0,4.0
89166.11881637677,82.0,55.0,4.0
57011.06681106221,53.0,56.0,5.0
51580.79290594746,80.0,32.0,4.0
94322.78528324235,76.0,32.0,5.0
19791.832673886463,74.0,43.0,3.0
68408.00551566482,80.0,29.0,4.0
62216.35030773109,66.0,55.0,3.0
44862.44380222004,78.0,56.0,3.0
24222.27414292683,89.0,38.0,2.0
43143.5271963398,57.0,75.0,1.0
62007.107457765334,78.0,26.0,2.0
70595.23203328742,61.0,60.0,4.0
22662.698404933253,87.0,37.0,2.0
76518.39340838227,95.0,62.0,4.0
68277.16598377693,63.0,30.0,4.0
37482.206017300254,84.0,43.0,2.0
71141.77528607142,94.0,59.0,1.0
29693.62770588233,95.0,30.0,3.0
68107.10868440304,65.0,45.0,2.0
52302.82055720214,55.0,34.0,2.0
3051.341026981975,65.0,44.0,2.0
4191.445299735017,50.0,51.0,4.0
98333.25851843461,61.0,28.0,3.0
80920.48667783034,51.0,25.0,4.0
42169.470964458495,68.0,52.0,2.0
65848.64474086186,93.0,71.0,4.0
90382.99934812349,61.0,69.0,2.0
75054.19493722929,97.0,43.0,5.0
35522.837064887506,87.0,44.0,4.0
87262.10871319543,56.0,46.0,3.0
1041.8717617589646,53.0,58.0,2.0
25905.586067862616,71.0,48.0,1.0
78551.75901884455,78.0,36.0,1.0
75759.34650424073,51.0,65.0,5.0
29066.481255730054,97.0,46.0,4.0
94115.76030207051,92.0,53.0,4.0
43709.256271776525,77.0,69.0,5.0
25344.49288335864,53.0,74.0,4.0
74902.56203052061,72.0,41.0,5.0
55900.358440716926,76.0,31.0,3.0
94788.15199019527,74.0,68.0,4.0
77180.61836886471,83.0,72.0,4.0
68815.10576200829,96.0,29.0,1.0
25482.857898950486,90.0,52.0,4.0
84162.73537243882,61.0,38.0,4.0
90477.61263435798,52.0,67.0,5.0
84755.5770484489,73.0,44.0,2.0
67905.85586550015,93.0,27.0,3.0
75909.24142448902,98.0,35.0,3.0
88655.44532862942,69.0,55.0,3.0
74293.80589925476,80.0,48.0,4.0
62538.86713062508,67.0,48.0,2.0
35976.36917221822,75.0,66.0,4.0
61156.18149795141,69.0,69.0,2.0
95197.57897095618,57.0,69.0,3.0
80112.67452000295,64.0,40.0,4.0
51992.31008687845,94.0,35.0,2.0
5657.675266291993,53.0,36.0,3.0
22425.581637804928,93.0,28.0,3.0
15650.269861946943,74.0,53.0,1.0
80452.24699849784,66.0,36.0,4.0
14012.754845547885,63.0,61.0,2.0
89555.07729157452,74.0,45.0,3.0
59967.1553879908,81.0,56.0,3.0
53190.039526116365,95.0,58.0,4.0
375.45537194318825,80.0,61.0,4.0
40355.12531625722,62.0,67.0,4.0
77921.19230882205,54.0,41.0,2.0
41709.15951399108,57.0,48.0,3.0
30488.10558849509,68.0,46.0,2.0
21739.3403981686,81.0,46.0,1.0
98197.52102974722,61.0,65.0,2.0
65532.58688235411,54.0,56.0,2.0
21460.87195318724,52.0,47.0,2.0
17862.120651949248,75.0,35.0,5.0
20476.15838758727,66.0,67.0,5.0
8140.874004776258,86.0,44.0,1.0
98743.06616841696,83.0,35.0,4.0
45513.52768512488,85.0,55.0,3.0
99700.847664153,62.0,69.0,4.0
56482.813904471084,61.0,71.0,4.0
17670.196109558987,79.0,63.0,2.0
28836.60848596205,83.0,38.0,4.0
67301.79872928644,79.0,45.0,1.0
84601.48882975568,86.0,27.0,1.0
64092.56445214674,86.0,74.0,4.0
81396.19003496564,58.0,65.0,1.0
53516.93151730791,55.0,72.0,3.0
268.7714865202932,59.0,69.0,4.0
44568.13607216245,70.0,45.0,2.0
45093.805256366664,85.0,53.0,3.0
8844.532563457016,56.0,38.0,1.0
25855.145375281187,52.0,31.0,2.0
65816.95554817082,86.0,26.0,4.0
89942.29143475735,81.0,61.0,3.0
15548.183976609449,66.0,57.0,4.0
87891.35184619547,85.0,44.0,2.0
34805.96628074405,52.0,57.0,4.0
30485.4171936579,54.0,26.0,3.0
66672.83311469216,67.0,72.0,1.0
69606.9935547464,85.0,57.0,4.0
80919.16538600315,94.0,41.0,2.0
12148.344558530436,89.0,71.0,5.0
33053.781130373405,79.0,28.0,5.0
43390.9813668369,59.0,51.0,3.0
1622.7984435707517,70.0,59.0,2.0
44502.711378761494,98.0,53.0,1.0
61742.07818582566,70.0,64.0,2.0
11430.725247366354,77.0,51.0,4.0
11387.405793687498,91.0,40.0,4.0
78774.61036766223,63.0,47.0,1.0
16760.895419500044,52.0,75.0,2.0
9393.51371456554,59.0,53.0,3.0
31084.201264696036,95.0,60.0,4.0
84678.68633421528,73.0,59.0,2.0
51564.45121243767,83.0,37.0,5.0
9557.047658879761,96.0,27.0,2.0
43907.018549672466,63.0,26.0,3.0
28631.07807819535,93.0,26.0,3.0
93196.61420940541,56.0,41.0,3.0
42700.11108029584,61.0,67.0,3.0
23639.748864964633,56.0,59.0,2.0
46933.43203508251,76.0,63.0,1.0
8609.097682194122,67.0,49.0,3.0
99157.08672907721,93.0,29.0,3.0
73031.50724637815,94.0,64.0,3.0
80083.63543979438,76.0,49.0,3.0
54739.90460908656,71.0,71.0,2.0
41371.76328579178,84.0,47.0,3.0
42024.621806205374,59.0,52.0,2.0
67820.83486622336,96.0,52.0,4.0
12903.613592556288,82.0,59.0,5.0
70607.38979350828,82.0,27.0,1.0
28791.724089616207,57.0,45.0,1.0
44399.84904387558,69.0,49.0,2.0
85382.75101271528,59.0,35.0,3.0
92358.64030363382,77.0,26.0,4.0
23250.719776565733,93.0,55.0,4.0
48879.38091355021,63.0,35.0,5.0
31780.85577426421,83.0,75.0,2.0
51500.94487020975,73.0,61.0,3.0
32880.90891437697,59.0,69.0,4.0
88680.50444827955,92.0,73.0,1.0
84895.9123221389,78.0,27.0,4.0
88972.47747409903,68.0,26.0,4.0
89412.69621920721,59.0,74.0,3.0
47566.205175263756,80.0,26.0,2.0
88241.22283909781,75.0,54.0,3.0
23637.908213765993,69.0,31.0,1.0
4112.271839002097,90.0,44.0,4.0
36236.99952909954,60.0,25.0,3.0
19725.814200559307,78.0,55.0,5.0
18569.585918686204,74.0,27.0,5.0
25735.605023662192,54.0,52.0,3.0
87308.00378194317,67.0,57.0,1.0
66588.37606719122,59.0,60.0,4.0
42256.31666916742,70.0,27.0,3.0
52870.91460997567,54.0,60.0,4.0
35513.17706140618,65.0,50.0,3.0
77245.7267423934,81.0,62.0,4.0
54021.90059441633,51.0,25.0,1.0
96299.41748289308,76.0,55.0,2.0
91402.72527168063,66.0,52.0,4.0
99594.57430270863,68.0,63.0,4.0
59683.35449149375,96.0,38.0,5.0
11547.109534716867,66.0,68.0,3.0
98729.23311373225,72.0,30.0,3.0
35282.62662945061,78.0,28.0,3.0
99995.90684476572,79.0,35.0,1.0
14644.054664289732,73.0,52.0,3.0
36510.39803915392,54.0,62.0,2.0
33777.68146208457,80.0,45.0,2.0
75731.57592403424,72.0,60.0,5.0
85853.49648118608,59.0,32.0,5.0
51822.48493329273,61.0,56.0,3.0
20737.08562746583,87.0,42.0,2.0
69648.39380734632,97.0,34.0,4.0
20519.087754272037,59.0,50.0,1.0
24903.18268856475,54.0,26.0,4.0
63896.3066259277,77.0,43.0,2.0
89441.03390002728,87.0,30.0,5.0
98157.21508073331,78.0,71.0,4.0
60250.39807478446,96.0,55.0,3.0
72301.16169640952,64.0,30.0,4.0
5735.719255980434,85.0,75.0,2.0
49164.88028358707,62.0,48.0,1.0
27750.925144117922,92.0,69.0,4.0
48738.58048690528,72.0,72.0,3.0
75981.07468728005,66.0,56.0,1.0
33186.88493876259,96.0,29.0,3.0
15565.103734608821,96.0,37.0,5.0
79731.5818460851,61.0,51.0,1.0
6346.256352525269,81.0,37.0,2.0
89195.50667598976,53.0,59.0,5.0
57344.35885963327,72.0,47.0,2.0
9726.023726787269,91.0,54.0,1.0
83889.24178821537,84.0,70.0,1.0
89053.23339707569,51.0,47.0,5.0
77688.55144863896,66.0,39.0,2.0
76651.12992174098,82.0,74.0,2.0
38942.22637890066,98.0,26.0,3.0
80410.86612760216,55.0,50.0,3.0
25158.866007498003,61.0,28.0,4.0
83911.71007377088,76.0,66.0,4.0
21062.35886996873,86.0,59.0,4.0
39993.842188599934,82.0,27.0,1.0
95425.72760919167,74.0,68.0,3.0
49217.48029085895,90.0,45.0,2.0
72906.03539985069,50.0,61.0,2.0
1233.4873633019995,86.0,69.0,3.0
76865.52815351826,84.0,29.0,5.0
4706.261875705972,87.0,67.0,4.0
48566.74197343594,56.0,45.0,2.0
54883.67635914725,88.0,44.0,3.0
43109.63040525439,95.0,60.0,4.0
23052.67823787297,91.0,56.0,4.0
11840.378020328619,55.0,44.0,2.0
44985.470553010346,74.0,69.0,5.0
49799.46869940568,60.0,30.0,4.0
51401.43459785314,60.0,31.0,2.0
13308.210937228492,90.0,51.0,2.0
77392.58820037762,91.0,55.0,5.0
59422.35312556378,50.0,57.0,2.0
64743.53136581703,76.0,65.0,4.0
34126.02853358273,67.0,66.0,2.0
33688.32321027054,52.0,68.0,4.0
77853.06823315861,59.0,71.0,4.0
50478.270425348055,98.0,70.0,3.0
83041.91349605602,53.0,65.0,4.0
95116.97204613549,88.0,27.0,2.0
30458.629380780654,58.0,48.0,3.0
75758.7777479296,80.0,73.0,4.0
21548.330715913286,87.0,65.0,4.0
52498.90205145071,94.0,44.0,1.0
24100.74139780129,98.0,65.0,1.0
61549.12467865997,78.0,28.0,2.0
80988.35417007425,73.0,37.0,3.0
44808.67841058981,54.0,36.0,2.0
73626.83504888523,77.0,59.0,2.0
4887.785035947415,58.0,56.0,2.0
59380.05866996309,51.0,29.0,4.0
22858.80832702095,57.0,46.0,1.0
1794.7466192119005,91.0,28.0,4.0
87532.37127504796,63.0,51.0,5.0
29628.75561736641,95.0,73.0,2.0
14615.8649575824,90.0,66.0,3.0
79849.25050701135,95.0,66.0,4.0
95887.28865177595,52.0,74.0,2.0
49224.68178876627,79.0,60.0,4.0
69882.48443234035,83.0,54.0,5.0
68222.55955829394,83.0,58.0,3.0
69156.30521191236,67.0,31.0,5.0
40145.67190813421,96.0,37.0,5.0
76559.05160299454,64.0,72.0,2.0
28542.253063843797,79.0,56.0,4.0
54743.43943953181,86.0,63.0,3.0
91388.69533238783,61.0,71.0,2.0
28676.04336625379,98.0,71.0,3.0
23743.049998283394,71.0,46.0,3.0
69777.37037494297,73.0,42.0,3.0
55195.96429763852,81.0,45.0,2.0
27362.12403557982,68.0,53.0,2.0
6148.606824896019,81.0,39.0,5.0
50333.892855855,79.0,27.0,3.0
87598.35309115585,89.0,28.0,2.0
49397.4505787137,90.0,40.0,2.0
28950.023706214324,54.0,55.0,4.0
24839.548415666843,98.0,50.0,2.0
85057.9231626736,86.0,48.0,3.0
65390.14822798809,53.0,40.0,5.0
62670.44626104175,90.0,36.0,3.0
88899.28707790516,67.0,58.0,2.0
51267.84651471342,62.0,68.0,3.0
26202.399289895806,76.0,71.0,4.0
77065.4335926761,69.0,63.0,2.0
64290.526970740175,83.0,70.0,1.0
55380.968751561966,68.0,54.0,4.0
2670.5696736608757,89.0,47.0,2.0
55825.59902622343,91.0,63.0,5.0
92553.83448733883,52.0,45.0,4.0
71130.97533953909,52.0,64.0,3.0
16932.757273602223,64.0,44.0,2.0
83332.99404605095,65.0,32.0,1.0
11782.817336234299,54.0,59.0,2.0
1677.9687623853156,91.0,44.0,2.0
53595.87548686238,71.0,73.0,3.0
61602.31333775019,88.0,34.0,1.0
23414.25184029573,59.0,67.0,4.0
43090.994832110344,63.0,39.0,1.0
19884.62448631238,68.0,40.0,4.0
36234.89507033653,97.0,69.0,5.0
43611.9400769803,63.0,49.0,3.0
47586.89694343621,89.0,72.0,4.0
40076.23462537431,75.0,51.0,4.0
37988.79116157413,82.0,51.0,4.0
7581.60445239923,95.0,40.0,5.0
38502.64051342443,56.0,42.0,3.0
72727.16012254776,61.0,25.0,5.0
74519.7179696653,93.0,72.0,3.0
10351.029077553312,70.0,66.0,2.0
96438.03219571279,88.0,70.0,3.0
67473.14711787758,87.0,61.0,5.0
90203.14662965333,62.0,63.0,4.0
27654.57536886633,54.0,28.0,4.0
13963.881649597464,85.0,64.0,2.0
5028.697001247187,78.0,35.0,3.0
99547.1279666596,95.0,70.0,4.0
11448.198834759902,67.0,70.0,2.0
21791.69077500291,84.0,74.0,5.0
12883.041875940922,53.0,28.0,3.0
9131.557326963777,81.0,29.0,1.0
56082.127138978445,61.0,46.0,4.0
6278.8389350065745,56.0,44.0,1.0
68329.66792630026,83.0,50.0,1.0
13102.359618111723,60.0,71.0,1.0
68288.99241594439,89.0,43.0,4.0
53472.85324279083,74.0,73.0,4.0
38133.69223999519,94.0,61.0,1.0
82056.88023984064,69.0,39.0,1.0
53595.08919112603,63.0,27.0,4.0
15788.617780284845,52.0,53.0,3.0
12068.234492672218,93.0,74.0,5.0
31930.956756701853,92.0,38.0,3.0
19902.326943056276,65.0,30.0,3.0
6269.103426802295,94.0,63.0,2.0
23376.891570145588,83.0,70.0,4.0
36103.00462570692,72.0,29.0,4.0
67010.52416430098,96.0,62.0,2.0
98626.19316084243,65.0,42.0,4.0
54901.44634627702,82.0,41.0,5.0
35232.6740284623,79.0,42.0,3.0
30073.919000306727,70.0,62.0,2.0
25019.8267479354,90.0,25.0,3.0
77961.92447950906,93.0,64.0,2.0
93202.62755997515,57.0,28.0,3.0
27437.612871643178,67.0,53.0,2.0
39745.39511539027,67.0,44.0,2.0
98502.67610096271,77.0,46.0,2.0
88842.24761759488,76.0,71.0,4.0
11716.987430486457,57.0,62.0,2.0
53644.23122604504,76.0,56.0,3.0
58072.83645620249,59.0,63.0,4.0
48182.07692000893,80.0,52.0,3.0
39786.140290694355,75.0,59.0,5.0
56615.714015764286,78.0,74.0,4.0
54190.93934886144,53.0,36.0,4.0
29553.51215126812,66.0,42.0,4.0
51413.94650123966,55.0,58.0,4.0
