mean_d-greater-s,mean_count turtles with [moved? = TRUE],mean_sprout-count,min_d-greater-s,min_count turtles with [moved? = TRUE],min_sprout-count,last_d-greater-s,last_count turtles with [moved? = TRUE],last_sprout-count,sd_d-greater-s,sd_count turtles with [moved? = TRUE],sd_sprout-count,trend_d-greater-s,trend_count turtles with [moved? = TRUE],trend_sprout-count,max_d-greater-s,max_count turtles with [moved? = TRUE],max_sprout-count,snap_100_d-greater-s,snap_100_count turtles with [moved? = TRUE],snap_100_sprout-count,snap_200_d-greater-s,snap_200_count turtles with [moved? = TRUE],snap_200_sprout-count,snap_300_d-greater-s,snap_300_count turtles with [moved? = TRUE],snap_300_sprout-count,snap_400_d-greater-s,snap_400_count turtles with [moved? = TRUE],snap_400_sprout-count,snap_500_d-greater-s,snap_500_count turtles with [moved? = TRUE],snap_500_sprout-count,snap_600_d-greater-s,snap_600_count turtles with [moved? = TRUE],snap_600_sprout-count,snap_700_d-greater-s,snap_700_count turtles with [moved? = TRUE],snap_700_sprout-count,snap_800_d-greater-s,snap_800_count turtles with [moved? = TRUE],snap_800_sprout-count,snap_900_d-greater-s,snap_900_count turtles with [moved? = TRUE],snap_900_sprout-count
309.913,193.332,1250.229,0.0,0.0,0.0,393.0,33.0,3433.0,118.27440733734406,110.81252535701896,1033.0507705621246,0.34552095952095946,-0.34489067689067676,3.5164005184005176,569.0,860.0,3433.0,94.0,275.0,0.0,137.0,288.0,142.0,252.0,292.0,524.0,255.0,290.0,750.0,369.0,231.0,1037.0,412.0,157.0,1404.0,432.0,107.0,1828.0,419.0,70.0,2322.0,396.0,38.0,2862.0
489.893,31.475,2716.629,0.0,0.0,0.0,546.0,20.0,6027.0,49.281797359674194,63.52950003738392,1857.703690408942,0.061815739815739845,-0.060683322683322855,6.426064968064967,622.0,873.0,6027.0,545.0,9.0,0.0,432.0,39.0,742.0,458.0,20.0,1411.0,440.0,22.0,2044.0,474.0,18.0,2667.0,511.0,14.0,3324.0,499.0,24.0,4006.0,515.0,21.0,4673.0,520.0,13.0,5328.0
101.661,28.568,2102.629,0.0,0.0,0.0,21.0,17.0,4406.0,143.46192553775347,65.28345407528626,1356.4677981282862,-0.3506721086721087,-0.05902681102681097,4.693166947166946,596.0,845.0,4406.0,458.0,1.0,0.0,106.0,30.0,750.0,59.0,27.0,1152.0,47.0,28.0,1693.0,41.0,29.0,2129.0,34.0,13.0,2593.0,34.0,18.0,3059.0,26.0,26.0,3510.0,23.0,20.0,3969.0
896.312,291.593,2723.236,0.0,0.0,0.0,967.0,547.0,5447.0,103.65331956092872,166.25457993992217,1740.9558915446432,0.2703797103797104,0.5032732852732853,6.008457992457991,972.0,847.0,5447.0,753.0,0.0,0.0,800.0,65.0,845.0,920.0,276.0,1661.0,955.0,227.0,2181.0,955.0,277.0,2835.0,957.0,350.0,3474.0,963.0,397.0,4031.0,960.0,466.0,4548.0,965.0,479.0,5000.0
987.763,630.272,1764.738,0.0,0.0,0.0,997.0,847.0,2999.0,46.76488886974962,192.4705692203358,950.0278908305794,0.05535823335823429,0.6114392274392267,3.2113736473736476,1000.0,861.0,2999.0,988.0,174.0,0.0,999.0,419.0,797.0,997.0,586.0,1339.0,996.0,649.0,1694.0,997.0,680.0,1972.0,998.0,712.0,2237.0,998.0,770.0,2498.0,997.0,818.0,2695.0,997.0,829.0,2859.0
164.535,72.866,1404.435,0.0,0.0,0.0,73.0,60.0,2935.0,140.01335213114467,55.175647200553705,944.4326443823297,-0.4036812616812617,-0.07861187461187458,3.261744567744567,527.0,848.0,2935.0,461.0,81.0,0.0,289.0,93.0,329.0,170.0,55.0,798.0,98.0,55.0,1085.0,97.0,56.0,1474.0,75.0,52.0,1768.0,69.0,58.0,2096.0,79.0,58.0,2389.0,62.0,64.0,2677.0
994.545,693.08,1476.751,0.0,0.0,0.0,999.0,878.0,2516.0,38.61194083441033,154.78539207560908,796.426633783049,0.02013125013125017,0.48503773703773717,2.6975908955908956,1000.0,881.0,2516.0,1000.0,311.0,0.0,999.0,537.0,679.0,996.0,653.0,1107.0,995.0,693.0,1388.0,999.0,720.0,1629.0,999.0,752.0,1867.0,994.0,797.0,2090.0,998.0,833.0,2264.0,1000.0,866.0,2411.0
951.6,816.478,975.869,0.0,0.0,0.0,961.0,960.0,1510.0,38.40122393882791,137.33751678256044,488.0406846145099,0.023385491385490835,0.43528121128121144,1.6021512361512367,974.0,960.0,1510.0,970.0,515.0,0.0,946.0,665.0,485.0,948.0,767.0,814.0,957.0,836.0,1022.0,947.0,866.0,1138.0,953.0,882.0,1244.0,958.0,922.0,1356.0,960.0,944.0,1428.0,964.0,953.0,1474.0
83.122,996.879,0.0,0.0,0.0,0.0,67.0,1000.0,0.0,79.1898801362891,35.90033926023517,0.0,-0.09286544086544082,0.018517020517020297,0.0,641.0,1000.0,0.0,63.0,1000.0,0.0,70.0,1000.0,0.0,67.0,1000.0,0.0,67.0,1000.0,0.0,67.0,1000.0,0.0,67.0,1000.0,0.0,67.0,1000.0,0.0,67.0,1000.0,0.0,67.0,1000.0,0.0
7.566,997.509,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,48.87131719116931,34.595807824070135,0.0,-0.044248412248412264,0.01483079683079677,0.0,580.0,1000.0,0.0,1.0,1000.0,0.0,0.0,1000.0,0.0,0.0,1000.0,0.0,0.0,1000.0,0.0,0.0,1000.0,0.0,0.0,1000.0,0.0,0.0,1000.0,0.0,0.0,1000.0,0.0,0.0,1000.0,0.0
97.012,323.305,627.538,0.0,0.0,0.0,8.0,352.0,1556.0,109.6967723135006,64.77309607391022,498.247499297287,-0.3117771357771356,-0.054567972567972294,1.7112008832008831,657.0,832.0,1556.0,222.0,333.0,0.0,171.0,300.0,72.0,116.0,293.0,240.0,78.0,273.0,381.0,52.0,304.0,567.0,36.0,293.0,781.0,21.0,313.0,968.0,17.0,300.0,1170.0,15.0,320.0,1352.0
735.484,38.336,3139.306,0.0,0.0,0.0,812.0,30.0,6862.0,57.86172952824697,61.96829111731264,2098.1646166028063,0.11638876438876432,-0.03657615657615662,7.256704604704605,824.0,830.0,6862.0,778.0,0.0,0.0,684.0,11.0,904.0,673.0,19.0,1716.0,675.0,42.0,2452.0,737.0,55.0,3118.0,754.0,24.0,3753.0,754.0,25.0,4565.0,780.0,35.0,5358.0,798.0,26.0,6111.0
470.316,974.42,25.5,0.0,0.0,0.0,432.0,1000.0,58.0,46.82920182962789,38.160838565209865,24.11070301753974,-0.11482198282198265,0.06950692550692579,0.07906345906345906,745.0,1000.0,58.0,489.0,961.0,0.0,489.0,958.0,0.0,491.0,957.0,0.0,487.0,966.0,4.0,470.0,972.0,20.0,447.0,990.0,42.0,439.0,994.0,49.0,438.0,995.0,52.0,434.0,996.0,56.0
5.585,190.324,1079.991,0.0,0.0,0.0,0.0,200.0,2293.0,33.062346786034226,54.54569665885658,757.3418890560592,-0.02454772254772244,0.014490290490290228,2.6092544392544395,582.0,858.0,2293.0,4.0,161.0,0.0,0.0,172.0,137.0,2.0,164.0,646.0,2.0,165.0,777.0,3.0,174.0,1145.0,7.0,186.0,1385.0,1.0,202.0,1632.0,1.0,215.0,1866.0,2.0,211.0,2096.0
8.51,606.603,0.0,0.0,0.0,0.0,0.0,580.0,0.0,47.540592129255195,72.468582095967,0.0,-0.049005925005924995,-0.13819308019308085,0.0,587.0,897.0,0.0,3.0,683.0,0.0,0.0,591.0,0.0,0.0,583.0,0.0,0.0,579.0,0.0,0.0,580.0,0.0,0.0,580.0,0.0,0.0,580.0,0.0,0.0,580.0,0.0,0.0,580.0,0.0
210.466,783.278,0.0,0.0,0.0,0.0,175.0,787.0,0.0,113.84984340788496,31.482482684820162,0.0,-0.23563607563607544,0.03341711741711714,0.0,717.0,845.0,0.0,327.0,773.0,0.0,181.0,783.0,0.0,168.0,783.0,0.0,160.0,798.0,0.0,167.0,792.0,0.0,158.0,813.0,0.0,163.0,772.0,0.0,158.0,806.0,0.0,168.0,806.0,0.0
80.472,31.711,1991.451,0.0,0.0,0.0,17.0,19.0,4238.0,107.41552595411873,62.42159465281235,1319.5188113850445,-0.260025656025656,-0.050630516630516674,4.56410293010293,606.0,845.0,4238.0,325.0,2.0,0.0,68.0,54.0,688.0,59.0,20.0,1069.0,40.0,33.0,1531.0,34.0,22.0,2020.0,30.0,28.0,2454.0,23.0,26.0,2948.0,30.0,25.0,3346.0,28.0,30.0,3812.0
5.37,399.17,4.893,0.0,0.0,0.0,1.0,385.0,32.0,33.96856046405265,90.86076766129591,8.4790064866115,-0.02850923250923249,-0.1619080859080853,0.022796092796092793,581.0,831.0,32.0,3.0,468.0,0.0,0.0,380.0,0.0,0.0,371.0,0.0,0.0,365.0,0.0,0.0,364.0,0.0,0.0,359.0,0.0,2.0,369.0,4.0,1.0,366.0,13.0,1.0,377.0,21.0
758.213,616.68,1763.738,0.0,0.0,0.0,695.0,832.0,3098.0,58.002582968347184,178.36854431205072,984.5417560245996,-0.15092152892152888,0.5514325194325196,3.3481702561702567,903.0,859.0,3098.0,874.0,175.0,0.0,805.0,460.0,803.0,786.0,567.0,1275.0,767.0,619.0,1623.0,768.0,642.0,1950.0,727.0,706.0,2266.0,736.0,734.0,2509.0,726.0,772.0,2734.0,710.0,811.0,2932.0
99.953,23.396,1985.474,0.0,0.0,0.0,13.0,13.0,3930.0,192.0997261606587,57.62661871045358,1204.5940616340422,-0.4177414597414593,-0.054744834744834686,4.158937374937373,634.0,840.0,3930.0,618.0,2.0,0.0,63.0,26.0,826.0,24.0,23.0,1148.0,32.0,15.0,1686.0,16.0,17.0,2056.0,24.0,8.0,2479.0,11.0,11.0,2859.0,23.0,12.0,3205.0,16.0,11.0,3598.0
202.377,846.21,791.174,0.0,0.0,0.0,0.0,949.0,998.0,331.68078761212655,174.3250581528657,339.5509177192743,-0.9079382659382655,0.4469010269010266,0.93423331023331,998.0,977.0,998.0,998.0,347.0,0.0,369.0,796.0,629.0,225.0,777.0,773.0,29.0,956.0,969.0,1.0,959.0,997.0,0.0,945.0,998.0,0.0,948.0,998.0,0.0,956.0,998.0,0.0,951.0,998.0
11.811,959.519,0.0,0.0,0.0,0.0,0.0,943.0,0.0,62.652879255465834,39.429984009634275,0.0,-0.06824618624618628,-0.052917466917466675,0.0,561.0,1000.0,0.0,2.0,998.0,0.0,1.0,991.0,0.0,0.0,975.0,0.0,0.0,963.0,0.0,0.0,953.0,0.0,0.0,945.0,0.0,0.0,931.0,0.0,0.0,939.0,0.0,0.0,942.0,0.0
16.429,559.823,675.225,0.0,0.0,0.0,0.0,755.0,923.0,38.067190059157625,281.788909772902,358.3395964375126,-0.046424764424764314,0.7790083970083969,1.0205702465702466,556.0,848.0,923.0,0.0,0.0,0.0,70.0,158.0,171.0,41.0,670.0,800.0,9.0,695.0,859.0,6.0,700.0,868.0,6.0,717.0,885.0,5.0,741.0,909.0,3.0,750.0,918.0,2.0,754.0,922.0
963.467,596.59,1834.613,0.0,0.0,0.0,998.0,842.0,3204.0,69.3659492186184,190.21225486282424,1025.749912615643,0.1633363093363099,0.6172491532491533,3.4920441900441896,1000.0,846.0,3204.0,853.0,168.0,0.0,926.0,400.0,747.0,997.0,510.0,1301.0,993.0,597.0,1719.0,995.0,659.0,2059.0,997.0,672.0,2326.0,1000.0,709.0,2611.0,999.0,780.0,2869.0,999.0,823.0,3058.0
378.678,667.169,1590.281,0.0,0.0,0.0,5.0,892.0,2232.0,398.633834886102,234.68575678766675,779.2081647666414,-1.2777366057366053,0.711770913770914,2.439419445419446,1000.0,908.0,2232.0,1000.0,131.0,0.0,963.0,416.0,842.0,653.0,581.0,1325.0,523.0,520.0,1634.0,145.0,801.0,2053.0,47.0,851.0,2171.0,14.0,857.0,2209.0,11.0,890.0,2221.0,11.0,889.0,2225.0
554.984,36.557,2741.938,0.0,0.0,0.0,639.0,14.0,6198.0,115.73408203290852,72.04474131399158,1944.4583266699237,0.2975740535740535,-0.07747985947985939,6.7204725964725975,656.0,847.0,6198.0,371.0,7.0,0.0,384.0,33.0,634.0,546.0,32.0,1297.0,594.0,30.0,2007.0,636.0,30.0,2684.0,641.0,12.0,3362.0,623.0,19.0,4094.0,630.0,16.0,4789.0,618.0,23.0,5484.0
11.945,4.516,1810.347,0.0,0.0,0.0,34.0,0.0,4025.0,31.851749951925775,50.72431117324259,1293.312148164935,0.016820170820170743,-0.026849990849990867,4.466126468126468,561.0,855.0,4025.0,1.0,0.0,0.0,4.0,0.0,343.0,2.0,0.0,912.0,3.0,0.0,1335.0,1.0,0.0,1815.0,2.0,0.0,2291.0,15.0,0.0,2727.0,25.0,0.0,3163.0,27.0,0.0,3614.0
958.813,618.346,1781.285,0.0,0.0,0.0,997.0,853.0,3011.0,76.48429924500898,213.5053167581547,965.9609959905209,0.1854805314805317,0.6864588624588625,3.256156426156426,1000.0,860.0,3011.0,838.0,149.0,0.0,901.0,373.0,744.0,995.0,517.0,1319.0,997.0,612.0,1730.0,993.0,687.0,2039.0,998.0,743.0,2296.0,1000.0,781.0,2525.0,997.0,809.0,2703.0,998.0,829.0,2867.0
791.353,266.28,2022.346,0.0,0.0,0.0,769.0,63.0,5083.0,57.112261301755424,194.5635053138178,1552.0952845376482,-0.13541214941214907,-0.6309047469047466,5.313828357828356,914.0,867.0,5083.0,895.0,514.0,0.0,828.0,466.0,462.0,824.0,470.0,844.0,823.0,279.0,1226.0,792.0,190.0,1763.0,748.0,124.0,2320.0,733.0,93.0,3014.0,752.0,96.0,3695.0,750.0,73.0,4374.0
444.652,895.837,0.0,0.0,0.0,0.0,443.0,911.0,0.0,52.674309639520295,36.948131630706655,0.0,-0.09338031338031297,-0.003712725712725774,0.0,705.0,951.0,0.0,453.0,933.0,0.0,413.0,899.0,0.0,408.0,893.0,0.0,444.0,911.0,0.0,449.0,888.0,0.0,446.0,904.0,0.0,448.0,884.0,0.0,438.0,890.0,0.0,426.0,907.0,0.0
1.818,3.657,1415.584,0.0,0.0,0.0,0.0,0.0,2995.0,25.100097131285334,45.94439411941556,980.9801389141371,-0.009262029262029228,-0.021772983772983704,3.3809055209055208,555.0,835.0,2995.0,0.0,0.0,0.0,1.0,0.0,223.0,0.0,0.0,826.0,0.0,0.0,1020.0,2.0,0.0,1513.0,1.0,0.0,1786.0,0.0,0.0,2174.0,0.0,0.0,2430.0,0.0,0.0,2729.0
14.646,607.78,506.224,0.0,0.0,0.0,0.0,759.0,673.0,41.546945543565435,244.34686329068984,266.67285168160606,-0.056322392322392306,0.6527523767523772,0.739069411069411,534.0,837.0,673.0,1.0,117.0,0.0,55.0,233.0,147.0,30.0,677.0,590.0,4.0,744.0,657.0,2.0,755.0,669.0,0.0,757.0,671.0,0.0,759.0,673.0,0.0,759.0,673.0,0.0,759.0,673.0
915.974,34.674,3407.848,0.0,0.0,0.0,958.0,31.0,7558.0,50.61566283276352,69.15903212162537,2289.600226872805,0.1242296802296804,-0.0564902844902846,7.911492759492759,967.0,846.0,7558.0,896.0,16.0,0.0,902.0,3.0,938.0,899.0,10.0,1865.0,895.0,18.0,2734.0,912.0,65.0,3491.0,940.0,20.0,3960.0,963.0,2.0,4878.0,956.0,12.0,5826.0,959.0,24.0,6722.0
3.857,4.985,1515.978,0.0,0.0,0.0,0.0,0.0,3232.0,32.38444921563444,52.46563422851355,1052.056367081156,-0.01658198258198276,-0.029607491607491626,3.6285515805515804,551.0,854.0,3232.0,0.0,0.0,0.0,2.0,0.0,264.0,0.0,0.0,845.0,2.0,0.0,1130.0,1.0,0.0,1600.0,0.0,0.0,1915.0,1.0,0.0,2309.0,0.0,0.0,2624.0,0.0,0.0,2931.0
17.598,105.008,1508.095,0.0,0.0,0.0,5.0,122.0,3163.0,35.64483687716924,53.703202288131735,1019.7707457928963,-0.043612039612039584,0.018426090426090367,3.519387453387453,556.0,866.0,3163.0,33.0,67.0,0.0,10.0,93.0,385.0,14.0,96.0,885.0,6.0,105.0,1139.0,10.0,128.0,1615.0,11.0,97.0,1881.0,8.0,108.0,2268.0,9.0,122.0,2559.0,8.0,121.0,2888.0
143.088,858.616,768.506,0.0,0.0,0.0,5.0,952.0,923.0,280.40226863561605,234.97347200056424,300.13443981655973,-0.6711801111801111,0.5531178851178852,0.7283322683322685,906.0,992.0,923.0,899.0,191.0,0.0,139.0,832.0,773.0,63.0,927.0,854.0,24.0,968.0,895.0,11.0,975.0,908.0,4.0,986.0,916.0,3.0,981.0,919.0,3.0,972.0,920.0,4.0,962.0,922.0
990.165,193.675,2896.004,0.0,0.0,0.0,988.0,149.0,6363.0,40.1557439851389,80.50551145729119,1964.4047016803831,0.017195735195735775,-0.15414816414816412,6.792916056916056,1000.0,851.0,6363.0,1000.0,180.0,0.0,999.0,177.0,801.0,994.0,201.0,1583.0,991.0,234.0,2254.0,993.0,199.0,2827.0,997.0,132.0,3457.0,995.0,153.0,4253.0,990.0,152.0,4998.0,991.0,172.0,5703.0
440.747,17.25,2767.337,0.0,0.0,0.0,507.0,4.0,6033.0,94.56118120560892,59.58057988975938,1842.8616142920232,-0.07267368667368661,-0.0542198462198462,6.37564958164958,680.0,815.0,6033.0,679.0,1.0,0.0,425.0,10.0,866.0,347.0,9.0,1510.0,350.0,15.0,2115.0,386.0,11.0,2723.0,409.0,6.0,3367.0,430.0,4.0,4036.0,436.0,3.0,4694.0,460.0,9.0,5363.0
533.113,978.538,11.151,0.0,0.0,0.0,518.0,998.0,24.0,23.594834837311463,51.594811328272634,10.22419674106486,-0.046387408387407986,0.08895485295485317,0.033739047739047734,625.0,1000.0,24.0,551.0,961.0,0.0,543.0,983.0,0.0,543.0,981.0,0.0,537.0,983.0,3.0,532.0,988.0,10.0,526.0,994.0,16.0,521.0,998.0,21.0,519.0,999.0,23.0,518.0,1000.0,24.0
689.258,243.842,1758.291,0.0,0.0,0.0,702.0,19.0,4783.0,53.22113711675084,206.86954593656355,1490.8549293338367,0.06822759222759259,-0.6648416928416927,5.051587265587266,783.0,853.0,4783.0,656.0,501.0,0.0,643.0,554.0,278.0,731.0,448.0,512.0,745.0,291.0,913.0,751.0,169.0,1391.0,713.0,81.0,1965.0,695.0,53.0,2674.0,684.0,39.0,3387.0,685.0,34.0,4077.0
227.378,995.309,0.296,0.0,0.0,0.0,202.0,1000.0,1.0,92.23347069258385,38.4972404075936,0.4564909637659884,-0.13947252747252745,0.02661904461904519,0.0012503052503052502,740.0,1000.0,1.0,233.0,1000.0,0.0,201.0,1000.0,0.0,203.0,1000.0,0.0,204.0,1000.0,0.0,203.0,1000.0,0.0,203.0,999.0,0.0,203.0,999.0,0.0,202.0,1000.0,1.0,202.0,1000.0,1.0
993.559,643.574,1760.695,0.0,0.0,0.0,1000.0,875.0,2929.0,40.691504260717636,197.60407010990448,935.4298252541446,0.02443650643650679,0.628802596802597,3.1469494649494654,1000.0,875.0,2929.0,1000.0,181.0,0.0,996.0,412.0,806.0,996.0,573.0,1354.0,998.0,667.0,1720.0,997.0,686.0,1980.0,999.0,722.0,2240.0,996.0,789.0,2493.0,997.0,836.0,2672.0,999.0,845.0,2804.0
995.498,709.871,1433.865,0.0,0.0,0.0,997.0,899.0,2393.0,36.66554235245936,158.00553901366857,772.9439104973916,0.01544647544647511,0.5090746190746193,2.603744045744046,1000.0,904.0,2393.0,1000.0,361.0,0.0,998.0,506.0,617.0,998.0,628.0,1077.0,998.0,702.0,1390.0,995.0,749.0,1628.0,997.0,781.0,1843.0,1000.0,831.0,2042.0,1000.0,861.0,2183.0,1000.0,895.0,2303.0
3.263,15.059,1310.1,0.0,0.0,0.0,0.0,3.0,2788.0,31.78040010761374,58.710931852594555,912.7955422765817,-0.016572442572442506,-0.05666642666642665,3.1468308988308995,560.0,839.0,2788.0,0.0,9.0,0.0,1.0,10.0,202.0,0.0,3.0,758.0,2.0,12.0,986.0,1.0,8.0,1388.0,0.0,5.0,1662.0,1.0,5.0,1994.0,0.0,2.0,2254.0,0.0,2.0,2532.0
607.828,26.426,2976.566,0.0,0.0,0.0,686.0,20.0,6541.0,79.59426120016457,56.76936254706408,2003.940974590819,0.13873782673782686,-0.03651678051678041,6.9318364758364766,712.0,859.0,6541.0,709.0,0.0,0.0,511.0,10.0,875.0,496.0,14.0,1579.0,535.0,25.0,2277.0,577.0,23.0,2943.0,631.0,22.0,3583.0,663.0,16.0,4355.0,672.0,16.0,5087.0,678.0,17.0,5817.0
178.832,995.862,0.0,0.0,0.0,0.0,154.0,1000.0,0.0,100.31300900680927,37.28692741430977,0.0,-0.14075584475584485,0.024368052368052465,0.0,796.0,1000.0,0.0,170.0,1000.0,0.0,150.0,1000.0,0.0,155.0,1000.0,0.0,154.0,1000.0,0.0,154.0,1000.0,0.0,154.0,1000.0,0.0,154.0,1000.0,0.0,154.0,1000.0,0.0,154.0,1000.0,0.0
446.19,14.763,2719.936,0.0,0.0,0.0,506.0,13.0,5976.0,63.32463896462413,51.012438002902975,1844.4273246468674,0.07412585012585042,-0.027644841644841624,6.380648528648528,581.0,857.0,5976.0,532.0,0.0,0.0,379.0,9.0,771.0,388.0,11.0,1408.0,394.0,9.0,2049.0,442.0,7.0,2674.0,486.0,11.0,3329.0,470.0,7.0,3986.0,451.0,12.0,4669.0,478.0,7.0,5305.0
729.174,485.855,1681.875,0.0,0.0,0.0,505.0,702.0,3156.0,101.18487892961078,146.29535185712496,1013.3982382928243,0.000539832539832573,0.4656765876765876,3.487339045339045,866.0,846.0,3156.0,659.0,160.0,0.0,663.0,328.0,608.0,772.0,424.0,1067.0,818.0,491.0,1436.0,864.0,518.0,1785.0,837.0,548.0,2135.0,810.0,551.0,2452.0,723.0,618.0,2741.0,629.0,649.0,2967.0
853.248,534.611,2180.536,0.0,0.0,0.0,793.0,812.0,3763.0,62.36335860102471,237.22078677679158,1195.0445408870744,-0.10694171894171958,0.7305035805035809,4.049302877302877,979.0,831.0,3763.0,974.0,8.0,0.0,881.0,267.0,973.0,885.0,476.0,1602.0,851.0,520.0,2022.0,849.0,573.0,2432.0,840.0,660.0,2807.0,833.0,701.0,3089.0,809.0,756.0,3362.0,807.0,780.0,3570.0
925.376,38.219,3432.378,0.0,0.0,0.0,955.0,55.0,7567.0,56.99010987882015,68.94001043661103,2288.5613181900985,0.14966476166476203,-0.032688506688506744,7.90526618126618,987.0,836.0,7567.0,893.0,0.0,0.0,881.0,5.0,955.0,896.0,4.0,1885.0,928.0,31.0,2801.0,930.0,85.0,3511.0,952.0,20.0,3972.0,976.0,9.0,4896.0,980.0,15.0,5854.0,971.0,22.0,6766.0
776.181,22.568,3223.415,0.0,0.0,0.0,875.0,18.0,7140.0,86.61916784984716,57.73845664719483,2172.601476289427,0.2424122364122365,-0.03160450360450364,7.510961236961238,889.0,862.0,7140.0,782.0,0.0,0.0,671.0,9.0,908.0,684.0,13.0,1708.0,725.0,9.0,2522.0,770.0,31.0,3246.0,831.0,22.0,3810.0,838.0,6.0,4653.0,859.0,16.0,5507.0,877.0,13.0,6320.0
986.758,58.305,3428.423,0.0,0.0,0.0,986.0,68.0,7586.0,42.841585358154084,75.60587262243561,2296.975106541429,0.028710700710701063,-0.08863814263814253,7.9343079683079685,1000.0,862.0,7586.0,1000.0,45.0,0.0,999.0,32.0,945.0,999.0,22.0,1887.0,997.0,58.0,2800.0,979.0,113.0,3507.0,984.0,29.0,3967.0,999.0,10.0,4900.0,998.0,17.0,5863.0,996.0,26.0,6792.0
991.468,657.091,1668.515,0.0,0.0,0.0,1000.0,885.0,2812.0,43.37468127836872,184.27597434011872,893.7960179901236,0.03664239664239648,0.5845144105144108,3.0158754338754346,1000.0,886.0,2812.0,999.0,222.0,0.0,999.0,461.0,766.0,998.0,599.0,1255.0,998.0,654.0,1594.0,999.0,710.0,1879.0,999.0,745.0,2129.0,999.0,779.0,2358.0,995.0,835.0,2545.0,999.0,852.0,2683.0
196.738,991.552,1.027,0.0,0.0,0.0,174.0,1000.0,6.0,74.8376867360302,38.32815278617004,2.0919538713843515,-0.10705592305592304,0.028024048024048454,0.005056343056343056,631.0,1000.0,6.0,191.0,998.0,0.0,177.0,995.0,0.0,180.0,996.0,0.0,180.0,996.0,0.0,178.0,996.0,0.0,179.0,996.0,0.0,180.0,992.0,0.0,179.0,995.0,1.0,174.0,999.0,6.0
991.656,271.548,2662.226,0.0,0.0,0.0,989.0,255.0,5763.0,37.92262733514129,67.80664934945543,1781.761438275057,0.012744480744479727,-0.07917303117303133,6.162976614976615,1000.0,857.0,5763.0,1000.0,221.0,0.0,999.0,246.0,759.0,992.0,259.0,1460.0,993.0,292.0,2095.0,990.0,261.0,2618.0,994.0,226.0,3216.0,996.0,254.0,3913.0,992.0,292.0,4563.0,990.0,259.0,5158.0
413.377,668.899,504.072,0.0,0.0,0.0,398.0,776.0,1255.0,35.045497157266844,75.6808747240675,421.92998805015037,0.03538319338319321,0.12915078315078285,1.4422418542418538,542.0,846.0,1255.0,374.0,661.0,0.0,388.0,601.0,36.0,430.0,572.0,122.0,444.0,599.0,276.0,438.0,639.0,468.0,411.0,683.0,640.0,452.0,682.0,800.0,438.0,723.0,973.0,390.0,766.0,1125.0
83.786,104.157,1741.354,0.0,0.0,0.0,16.0,134.0,3573.0,128.5948373924859,66.37450075895103,1127.577327141691,-0.33307869307869303,0.05219883419883426,3.895717171717171,580.0,842.0,3573.0,369.0,7.0,0.0,121.0,98.0,568.0,48.0,86.0,1003.0,28.0,88.0,1368.0,26.0,106.0,1821.0,18.0,102.0,2181.0,8.0,133.0,2566.0,11.0,131.0,2912.0,9.0,140.0,3249.0
6.995,314.065,1096.055,0.0,0.0,0.0,4.0,390.0,2323.0,34.47284402250442,65.22616633683141,758.4657803586132,-0.03087428487428472,0.128013794013794,2.6125151665151662,530.0,853.0,2323.0,3.0,231.0,0.0,4.0,238.0,157.0,6.0,286.0,671.0,4.0,267.0,806.0,1.0,308.0,1185.0,3.0,350.0,1387.0,0.0,349.0,1646.0,6.0,353.0,1892.0,1.0,367.0,2099.0
9.169,998.054,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,60.164893742116256,33.340322194005104,0.0,-0.05365787965787963,0.0116178236178236,0.0,584.0,1000.0,0.0,1.0,1000.0,0.0,0.0,1000.0,0.0,0.0,1000.0,0.0,0.0,1000.0,0.0,0.0,1000.0,0.0,0.0,1000.0,0.0,0.0,1000.0,0.0,0.0,1000.0,0.0,0.0,1000.0,0.0
553.003,654.482,1335.857,0.0,0.0,0.0,243.0,894.0,1951.0,260.53433745093946,214.83055573172024,673.2968873765885,-0.8578588078588062,0.6858702018702018,2.1714956094956097,896.0,894.0,1951.0,894.0,207.0,0.0,873.0,408.0,674.0,800.0,579.0,1074.0,766.0,511.0,1317.0,519.0,697.0,1648.0,380.0,786.0,1811.0,298.0,845.0,1895.0,262.0,874.0,1932.0,244.0,892.0,1950.0
995.108,712.169,1410.924,0.0,0.0,0.0,999.0,905.0,2368.0,37.7354519782133,152.00652761970468,764.5760604570341,0.017781605781606053,0.4914303294303297,2.5802363402363397,1000.0,905.0,2368.0,1000.0,381.0,0.0,1000.0,544.0,609.0,999.0,632.0,1051.0,995.0,700.0,1363.0,994.0,732.0,1588.0,1000.0,778.0,1804.0,998.0,831.0,2014.0,999.0,858.0,2162.0,998.0,888.0,2279.0
5.779,287.72,1011.45,0.0,0.0,0.0,1.0,324.0,2148.0,32.42844675589617,56.30379738525633,708.6829005274494,-0.025744711744711705,0.07504395904395916,2.4409137649137644,566.0,851.0,2148.0,5.0,226.0,0.0,4.0,231.0,120.0,5.0,275.0,614.0,3.0,253.0,734.0,0.0,295.0,1068.0,0.0,291.0,1279.0,1.0,315.0,1543.0,2.0,312.0,1759.0,1.0,321.0,1961.0
