"mean_count turtles with [exposed?]","mean_count turtles with [recovered?]","mean_count turtles with [infected?]","last_count turtles with [recovered?]","last_count turtles with [infected?]","sd_count turtles with [exposed?]","sd_count turtles with [recovered?]","sd_count turtles with [infected?]","trend_count turtles with [exposed?]","trend_count turtles with [recovered?]","trend_count turtles with [infected?]","max_count turtles with [exposed?]","max_count turtles with [recovered?]","max_count turtles with [infected?]","snap_25_count turtles with [exposed?]","snap_25_count turtles with [recovered?]","snap_25_count turtles with [infected?]","snap_50_count turtles with [exposed?]","snap_50_count turtles with [recovered?]","snap_50_count turtles with [infected?]","snap_75_count turtles with [exposed?]","snap_75_count turtles with [recovered?]","snap_75_count turtles with [infected?]","snap_100_count turtles with [exposed?]","snap_100_count turtles with [recovered?]","snap_100_count turtles with [infected?]","snap_125_count turtles with [exposed?]","snap_125_count turtles with [recovered?]","snap_125_count turtles with [infected?]","snap_150_count turtles with [exposed?]","snap_150_count turtles with [recovered?]","snap_150_count turtles with [infected?]","snap_200_count turtles with [exposed?]","snap_200_count turtles with [recovered?]","snap_200_count turtles with [infected?]","snap_250_count turtles with [exposed?]","snap_250_count turtles with [recovered?]","snap_250_count turtles with [infected?]","snap_300_count turtles with [exposed?]","snap_300_count turtles with [recovered?]","snap_300_count turtles with [infected?]"
50.2917705735661,2090.64588528678,80.4064837905237,2650,0,95.7662478201652,965.199050079104,152.314469482781,-0.49183459262292,6.46160587337626,-0.732431979752112,307,2650,491,62,14,57,263,214,273,292,962,476,157,1936,389,16,2550,76,3,2641,6,0,2650,0,0,2650,0,0,2650,0
37.0399002493766,1237.72319201995,57.8354114713217,1922,0,48.875059849598,796.196945952395,76.1882289289129,-0.200792421930249,6.29811944020546,-0.273971786950534,149,1922,223,3,5,6,30,17,21,63,101,101,106,311,161,131,657,175,137,1059,214,33,1782,83,0,1919,2,0,1922,0
52.2418952618454,2148.3042394015,80.9775561097257,2683,0,103.57747393922,958.211554797594,159.197510585345,-0.527447612312502,6.27874809245543,-0.763941080135482,360,2683,541,79,17,46,315,270,352,322,1174,502,132,2161,321,7,2637,36,0,2683,0,0,2683,0,0,2683,0,0,2683,0
44.6633416458853,1725.41645885287,70.2518703241895,2325,0,74.9677495269309,897.943968298094,115.740460803798,-0.371779134253917,6.46569695165073,-0.540569099638963,253,2325,362,29,7,15,113,94,134,190,445,278,244,1038,337,135,1753,285,23,2214,70,0,2324,1,0,2325,0,0,2325,0
41.640897755611,1643.44389027431,65.3266832917706,2165,0,68.0714801306252,807.701453739493,106.049184049798,-0.368906465180333,5.72990173819184,-0.536103398220866,224,2165,356,36,10,37,154,124,153,198,563,346,162,1222,299,76,1761,192,16,2062,61,1,2163,1,0,2165,0,0,2165,0
46.5137157107232,1856.63092269327,74.2069825436409,2434,0,84.3703416493855,921.461486045804,132.510177658791,-0.416576841478394,6.42763929727919,-0.616057058845424,292,2434,453,31,7,19,151,104,167,285,574,411,230,1435,359,61,2127,176,16,2373,35,0,2434,0,0,2434,0,0,2434,0
48.1471321695761,2021.01496259352,75.9850374064838,2507,0,95.4301499224401,877.330324637894,147.958037373785,-0.495002605426732,5.72552704060744,-0.729532139799754,369,2507,561,92,13,63,356,285,421,252,1285,437,96,2064,208,17,2414,60,1,2497,9,0,2507,0,0,2507,0,0,2507,0
36.9875311720698,1220.60847880299,57.6783042394015,1900,0,42.3933879959507,764.972034321969,66.1943692229568,-0.196943090036104,6.13078609446533,-0.271544087542338,120,1900,189,4,8,4,41,23,46,85,143,109,86,397,153,115,694,161,96,1047,179,42,1678,98,5,1881,8,0,1900,0
25.4064837905237,779.5536159601,38.9625935162095,1288,0,27.6063684483868,522.068223194028,41.535924387451,-0.107756913685934,4.26945993225891,-0.14068559943425,90,1288,133,4,5,4,10,22,15,40,59,49,59,186,74,67,368,106,65,584,92,39,1024,75,6,1232,23,0,1281,5
49.5760598503741,2029.84289276808,77.9925187032419,2579,0,101.507612212551,953.402335178485,157.920297596313,-0.480821081624297,6.35119365764693,-0.704607511073063,383,2579,578,51,7,27,213,157,247,383,829,512,146,1946,371,12,2497,59,0,2572,7,0,2579,0,0,2579,0,0,2579,0
54.9027431421446,2317.95760598504,87.4189526184539,2897,0,105.978438579961,1030.5906452143,167.145057850928,-0.55352849220233,6.78322793761864,-0.823189600625302,384,2897,602,108,17,75,289,338,369,376,1200,566,140,2316,332,10,2827,60,0,2896,1,0,2897,0,0,2897,0,0,2897,0
33.8329177057357,1247.95261845387,54.4588528678304,1789,0,48.1795220798847,712.667382622315,77.4200508073537,-0.237609520973685,5.41948338109949,-0.347137380429523,154,1789,239,11,7,9,54,34,48,101,200,147,147,540,212,113,992,215,68,1400,146,9,1750,22,0,1789,0,0,1789,0
49.0349127182045,2105.61097256858,78.4738154613466,2581,0,94.1526525017867,881.445241631222,149.897071710515,-0.51720716864555,5.66723080358805,-0.776968027691964,331,2581,538,156,23,118,322,444,441,230,1424,422,76,2211,227,3,2543,29,0,2575,5,0,2581,0,0,2581,0,0,2581,0
50.6957605985037,2157.04488778055,81.2194513715711,2673,0,102.875574105876,942.060554189937,161.615262237907,-0.521261026538132,6.10581028771356,-0.782873227379312,367,2673,566,94,13,64,322,309,416,323,1300,477,83,2255,261,11,2620,37,0,2669,4,0,2673,0,0,2673,0,0,2673,0
32.0523690773067,1096.57605985037,49.1097256857855,1621,0,40.7142557842248,643.292334213067,62.0421217239107,-0.205331261398742,5.022578069751,-0.28083596977705,129,1621,194,15,6,15,60,48,43,77,188,119,91,438,132,119,718,170,113,1078,175,15,1542,31,1,1610,8,0,1621,0
16.1870324189526,504.897755610973,24.6708229426434,817,0,13.6937443686656,305.348681798792,20.4205502958444,-0.076409535861838,2.53946272378755,-0.097932221684595,44,817,60,7,5,14,18,32,27,37,106,55,34,213,58,31,323,56,29,425,38,28,587,53,19,743,28,3,806,4
35.788029925187,1312.47630922693,57.1820448877805,1887,0,47.7112308841211,738.682189186115,75.2367453918968,-0.248743998213422,5.67523430230394,-0.359665202664979,158,1887,250,20,4,18,69,66,71,88,260,141,149,578,211,111,1044,213,71,1435,145,8,1817,32,1,1884,3,0,1887,0
18.6633416458853,619.269326683292,29.6184538653367,972,0,15.7876771859626,350.767825083788,25.4091027458197,-0.095728216771504,2.8879184501433,-0.135388766888748,59,972,87,12,5,13,34,41,53,45,161,76,38,318,73,36,454,67,27,584,61,18,756,30,16,861,22,7,937,10
48.5935162094763,2060.9102244389,76.71072319202,2526,0,98.7144897249192,868.173346470276,152.679365462823,-0.511878884877359,5.5530885472885,-0.759171288197417,367,2526,551,129,26,86,323,383,454,234,1387,494,53,2228,171,11,2473,30,0,2519,5,0,2526,0,0,2526,0,0,2526,0
37.3790523690773,1390.95261845387,58.4912718204489,1929,0,56.8860782209616,751.469416901335,88.3723168343559,-0.291157367774593,5.58230040570216,-0.412786689991439,185,1929,287,16,11,11,77,61,63,181,253,217,176,777,273,95,1321,175,56,1644,114,1,1908,18,0,1929,0,0,1929,0
32.0374064837905,1221.47880299252,51.3017456359102,1696,0,40.7102295532848,626.644414416395,65.1893556626834,-0.247959950869096,4.76350839319612,-0.361198310194663,131,1696,209,33,11,26,85,101,112,119,369,209,90,771,204,91,1121,118,32,1378,88,19,1597,29,4,1680,11,0,1696,0
39.0199501246883,1472.23940149626,61.9376558603491,2044,0,63.7629619192501,812.317799279367,101.162241502089,-0.301416049428667,5.97908233148472,-0.434981948114788,229,2044,333,12,7,11,60,51,60,168,220,204,194,723,331,133,1370,255,38,1827,118,0,2038,6,0,2044,0,0,2044,0
21.3690773067332,624.311720698254,34.4538653366584,1141,1,12.4609491317215,377.203557483008,20.1324415624052,-0.050007257974467,3.22373822905423,-0.061697807719507,56,1141,90,12,4,10,32,41,45,46,162,79,41,318,68,25,450,51,17,542,26,21,669,24,28,801,46,18,983,29
45.501246882793,1767.4114713217,72.5511221945137,2388,0,78.0655816339812,932.182820449517,123.170514190988,-0.377496557114676,6.69684724755276,-0.554022964975621,252,2388,391,19,5,6,123,60,91,206,400,316,206,1105,351,134,1793,293,19,2277,80,0,2388,0,0,2388,0,0,2388,0
46.3990024937656,1789.22693266833,73.1870324189526,2413,0,74.470737020132,925.356382582334,116.31825990554,-0.386213942755053,6.69797818885622,-0.561265120780139,240,2413,363,33,8,23,132,96,132,237,477,303,197,1159,296,123,1789,280,33,2241,102,0,2410,3,0,2413,0,0,2413,0
39.2294264339152,1542.94264339152,62.5037406483791,2057,0,61.528228680896,771.903589396811,96.5389619947048,-0.337953995607995,5.56122380615625,-0.495392861130755,210,2057,298,35,11,32,136,123,160,148,525,234,208,1019,281,94,1609,178,18,1930,70,1,2050,5,0,2057,0,0,2057,0
45.3965087281796,1809.78802992519,72.3765586034913,2387,0,74.1300662415603,895.271770803356,117.987130407401,-0.401559161797,6.34762124539398,-0.591800535973499,247,2387,373,49,11,36,143,145,187,245,598,305,192,1290,343,97,1961,214,17,2301,57,0,2387,0,0,2387,0,0,2387,0
39.2443890274314,1444.12967581047,62.8379052369077,2073,0,49.1953216830577,802.754971508392,77.9525155009044,-0.272604124018312,6.1981579633007,-0.398124278855101,153,2073,228,37,13,30,82,120,90,91,340,147,118,672,175,132,1058,219,103,1491,195,6,2025,34,0,2073,0,0,2073,0
39.2443890274314,1504.83042394015,62.1097256857855,2049,0,62.0069992404191,792.63200316475,97.530111368826,-0.318022481110656,5.78285480329028,-0.463845051550229,206,2049,318,22,12,17,104,82,93,185,354,227,160,905,285,123,1445,258,34,1872,96,1,2045,3,0,2049,0,0,2049,0
29.0523690773067,1108.06733167082,45.571072319202,1497,0,41.8185696635084,560.268102864506,65.1829235864662,-0.241301782856292,4.11640395280456,-0.348950757434771,138,1497,216,34,9,27,88,102,93,118,345,178,118,710,199,82,1085,121,30,1327,78,2,1482,11,0,1497,0,0,1497,0
46.8453865336658,1826.01995012469,72.5885286783042,2396,0,84.9456979834642,910.160233406627,130.113235809229,-0.420268545055272,6.34698477686382,-0.601637882904679,283,2396,409,28,8,14,166,88,166,249,578,372,231,1358,400,62,2097,176,7,2357,26,0,2396,0,0,2396,0,0,2396,0
24.002493765586,810.937655860349,37.5885286783042,1233,0,27.9090523979443,487.785221739164,43.2358580293139,-0.141270703837421,3.8836842595005,-0.194562474410988,99,1233,138,14,9,19,31,55,33,46,138,75,65,290,84,82,483,104,65,713,137,21,1111,53,2,1225,4,0,1233,0
49.2643391521197,2054.30174563591,78.4239401496259,2588,0,91.7806120498987,924.284974689011,143.705937019316,-0.488887482785573,6.17922730487215,-0.723701194774258,308,2588,475,84,10,82,264,267,316,279,1041,471,121,1959,332,21,2462,77,3,2570,10,0,2587,1,0,2588,0,0,2588,0
48.7057356608479,1916.00997506234,76.0174563591022,2505,0,93.1764378509578,956.860202059081,144.412084221995,-0.437787806602896,6.60607846056501,-0.63662169203856,322,2505,513,24,4,15,160,81,154,318,547,460,239,1526,403,62,2250,165,4,2486,13,0,2505,0,0,2505,0,0,2505,0
54.783042394015,2350.30673316708,86.6807980049875,2865,0,106.555011077642,970.657752248215,167.784159101054,-0.584939702981352,6.17827502140172,-0.868714966315555,343,2865,530,200,33,119,323,576,484,284,1591,530,72,2529,231,4,2846,15,0,2865,0,0,2865,0,0,2865,0,0,2865,0
44.0748129675811,1737.9650872818,69.431421446384,2297,0,67.7786803887424,846.170990648175,105.347002486508,-0.388265902408159,6.0765532065359,-0.563304611605315,232,2297,322,50,10,31,190,155,205,173,678,317,148,1301,233,90,1782,226,31,2147,67,2,2284,11,0,2297,0,0,2297,0
45.8129675810474,1866.69326683292,72.0598503740648,2381,0,85.477461592637,868.312792383032,133.594937742795,-0.440192801578144,5.88382476644211,-0.644989764394983,316,2381,491,43,13,41,226,169,229,249,841,470,160,1703,285,33,2198,105,3,2356,16,0,2381,0,0,2381,0,0,2381,0
39.7531172069825,1593.91271820449,64.5885286783043,2121,0,63.8895664780009,797.596470365184,103.469815700893,-0.341479510179774,5.71735567796926,-0.514686604384561,216,2121,330,24,8,30,122,118,131,182,499,305,160,1133,304,79,1706,174,25,1980,60,3,2112,5,0,2121,0,0,2121,0
27.6832917705736,937.401496259352,43.1147132169576,1418,0,34.608706112627,568.202495338137,53.3359166787274,-0.162328507090483,4.48532828376819,-0.226775412215729,115,1418,173,5,6,7,27,25,30,70,118,83,98,309,131,91,620,149,61,924,130,29,1286,50,3,1408,4,0,1418,0
45.359102244389,1777.98004987531,71.002493765586,2337,0,79.1769426825802,883.311954847812,123.34469065179,-0.404421409163658,6.19726132430119,-0.585155767298172,265,2337,406,47,8,27,129,124,178,214,552,347,251,1277,384,72,2024,175,5,2291,35,0,2337,0,0,2337,0,0,2337,0
13.4389027431421,478.608478802993,21.3391521197007,702,0,16.4506935870279,257.496510066039,25.7051124538221,-0.088033647225221,2.00036755127108,-0.125912085457997,61,702,91,9,4,11,24,37,30,53,114,61,40,256,88,38,409,74,22,541,38,10,633,8,0,656,3,5,669,6
41.9650872817955,1559.32917705736,65.4862842892768,2154,0,63.2506692466926,838.420892148205,98.355304998539,-0.329132020694532,6.20927345814568,-0.467586816540738,219,2154,328,32,6,22,101,102,101,125,373,188,219,793,275,157,1400,265,58,1889,147,0,2153,1,0,2154,0,0,2154,0
20.1022443890274,650.448877805486,31.6284289276808,1045,0,24.2679764966512,419.045814343361,37.4464750482833,-0.093602932966092,3.39301112889418,-0.129798079428295,90,1045,132,15,5,13,13,46,29,24,103,22,42,162,42,90,281,95,68,508,130,15,890,32,6,1000,16,2,1038,3
5.91770573566085,220.15710723192,9.33416458852868,304,0,7.62530965632244,112.825855067364,11.7321756294534,-0.046859344176871,0.855457438493319,-0.066842408903115,26,304,39,5,5,10,11,29,22,24,70,19,18,128,34,19,187,27,18,237,23,0,303,1,0,304,0,0,304,0
40.5586034912718,1506.00498753117,63.9750623441397,2128,0,64.4049082100192,856.052626726739,101.277891704893,-0.295399374697584,6.38537853128373,-0.425693787918264,207,2128,312,13,8,3,52,45,63,143,216,185,186,648,247,189,1220,299,67,1820,176,0,2124,4,0,2128,0,0,2128,0
0.229426433915212,6.54613466334165,0.271820448877805,7,0,1.07672354215643,1.68119755198445,1.2143895884351,-0.003286187516284,0.006347750027915,-0.00363494249451,7,7,8,1,3,4,0,7,0,0,7,0,0,7,0,0,7,0,0,7,0,0,7,0,0,7,0,0,7,0
29.5361596009975,1048.98753117207,47.6309226932668,1572,0,34.901061645093,619.611516408448,55.5744737811918,-0.179914951427402,4.9013136933785,-0.259496780436967,108,1572,171,11,8,12,40,53,68,59,199,93,97,388,135,94,699,135,77,982,133,22,1459,50,1,1567,4,0,1572,0
42.4089775561097,1568.45885286783,67.2044887780549,2204,0,61.2973401497033,862.304465632097,95.558356938828,-0.313640897755611,6.49075147951018,-0.455412774035062,188,2204,285,31,8,22,84,94,110,130,359,169,157,742,252,161,1253,279,87,1803,208,3,2190,7,0,2204,0,0,2204,0
36.6907730673317,1432.17456359102,57.6533665835412,1905,0,54.708924989139,700.152355668752,84.7100793944274,-0.31874455651915,5.07551606059478,-0.460352663118324,174,1905,277,37,17,36,127,140,160,174,516,258,109,1046,231,79,1463,162,24,1747,57,6,1883,6,0,1905,0,0,1905,0
39.6608478802993,1524.71820448878,62.9401496259352,2079,0,59.3494212589295,794.602714699146,94.4497196138751,-0.319262478133025,5.84259426061711,-0.467787248297168,192,2079,316,22,8,22,102,78,119,184,402,235,162,956,288,107,1497,185,53,1832,102,2,2063,10,0,2079,0,0,2079,0
46.3291770573566,1931.26433915212,73.7231920199501,2423,0,88.0402955326558,863.366689101743,139.557407581105,-0.464787471619459,5.72451743774891,-0.688413481222317,320,2423,494,79,9,45,252,237,348,250,1016,490,95,1908,274,20,2316,60,3,2405,10,0,2423,0,0,2423,0,0,2423,0
53.6982543640898,2273.97007481297,84.8802992518703,2806,0,103.414336093556,973.03254481496,161.7572012478,-0.55742937432538,6.30682361261027,-0.826120891800349,330,2806,529,148,17,109,317,440,429,289,1373,520,90,2358,292,7,2768,27,0,2802,2,0,2806,0,0,2806,0,0,2806,0
39.2394014962594,1494.09476309227,61.9950124688279,2047,0,60.0424832444124,791.555935484038,94.6602797042042,-0.314591134105036,5.81872110767857,-0.453997469014032,189,2047,292,36,6,14,100,87,102,147,378,203,167,831,275,131,1399,267,34,1867,84,3,2032,5,0,2046,1,0,2047,0
53.1221945137157,2220.69326683292,83.7655860349127,2775,0,100.418116075148,983.236856707764,157.035313507811,-0.536055942233967,6.48663676629323,-0.789876614434064,338,2775,538,107,11,69,306,321,385,246,1217,535,151,2171,329,14,2696,59,0,2774,1,0,2775,0,0,2775,0,0,2775,0
38.713216957606,1519.65087281796,60.8952618453865,1996,0,65.8696290394958,743.373239612549,103.120775146556,-0.346293222168459,5.24501563256039,-0.503093385938139,227,1996,352,27,12,17,151,100,145,225,530,343,137,1206,271,63,1670,134,19,1896,45,3,1983,6,0,1996,0,0,1996,0
46.8453865336658,1685.38403990025,73.5760598503741,2427,0,69.9810878257802,980.057261874654,109.956939317971,-0.32444895224625,7.43252242528009,-0.459989392191164,225,2427,337,12,6,18,79,56,65,136,257,146,199,622,274,225,1237,300,115,1886,273,3,2414,10,0,2427,0,0,2427,0
46.7007481296758,1924.94513715711,74.5087281795511,2455,0,84.195208542915,888.618753324871,132.596515635712,-0.448601630252726,6.04894889641568,-0.666949045297205,289,2455,465,61,16,41,253,198,260,265,907,427,142,1747,277,45,2239,124,4,2424,20,0,2455,0,0,2455,0,0,2455,0
0.097256857855362,3.77057356608479,0.13715710723192,4,0,0.51221240953134,0.869105034674312,0.568184664719624,-0.001408047046563,0.003225146089999,-0.001887259463282,4,4,4,0,3,1,0,4,0,0,4,0,0,4,0,0,4,0,0,4,0,0,4,0,0,4,0,0,4,0
44.6783042394015,1734.8753117207,71.3690773067332,2363,0,77.6725253877901,930.814932367415,122.90352010119,-0.363184948077567,6.72354896341237,-0.531688316522127,270,2363,409,26,6,12,116,69,90,186,365,230,237,922,396,144,1730,319,15,2251,81,1,2362,0,0,2363,0,0,2363,0
2.5286783042394,84.501246882793,4.17206982543641,138,0,2.6405244885848,49.2315068859946,3.92927727519309,-0.011557486879815,0.414184315331075,-0.016309785238397,13,138,16,4,6,4,1,16,4,3,25,4,6,36,7,4,51,16,1,72,10,3,90,2,3,123,4,0,138,0
53.3266832917706,2236.79301745636,83.4688279301746,2762,0,101.76710741121,956.838168839309,157.865262322816,-0.55421725536904,6.2172456917408,-0.81050396397067,343,2762,527,151,16,79,292,443,435,276,1350,523,102,2310,256,9,2707,42,0,2761,1,0,2762,0,0,2762,0,0,2762,0
33.8129675810474,1289.30673316708,53.9351620947631,1781,0,53.2093913993455,700.430336677537,85.1651222064242,-0.266721256560092,5.15663081103212,-0.384894852421186,180,1781,277,10,5,7,85,48,76,123,277,160,175,657,255,123,1196,220,39,1596,97,1,1778,2,0,1781,0,0,1781,0
50.925187032419,2144.57855361596,80.9675810473815,2656,0,102.523152979146,935.135361366857,160.545350050465,-0.524592622920311,6.05727062939666,-0.78082015111475,358,2656,537,109,21,77,281,345,368,348,1205,523,85,2260,281,1,2635,20,0,2656,0,0,2656,0,0,2656,0,0,2656,0
51.4688279301746,2154.6957605985,81.857855361596,2709,0,95.9033940920591,966.639151433592,150.858663666959,-0.511761640674433,6.44050210295158,-0.760330889194923,313,2709,476,107,14,62,272,303,357,298,1120,397,133,2007,427,15,2623,64,2,2700,6,0,2709,0,0,2709,0,0,2709,0
41.71072319202,1657.34912718204,65.7306733167082,2172,0,74.0770382152854,819.447221262239,116.118124058899,-0.375014888152752,5.72513715710723,-0.545990434361857,261,2172,385,39,10,32,123,132,131,211,500,343,212,1233,366,56,1898,150,4,2128,36,0,2172,0,0,2172,0,0,2172,0
33.9875311720698,1179.65586034913,53.9650872817955,1770,0,37.360711812969,687.001520049588,58.9021232871577,-0.206484907135147,5.46897681170209,-0.293389474076004,117,1770,168,28,8,24,46,91,79,67,256,95,87,478,145,90,769,149,93,1076,161,23,1614,68,5,1748,14,0,1770,0
53.7381546134663,2290.95261845387,85.7381546134663,2825,0,114.100816276216,995.648134247879,179.136245020059,-0.558932705549559,6.36843320802472,-0.836525477351398,415,2825,658,108,12,54,383,316,451,319,1412,597,65,2491,229,5,2795,23,0,2824,1,0,2825,0,0,2825,0,0,2825,0
48.0324189526185,1813.16458852868,76.1945137157107,2508,0,81.4563294799923,1000.34623324974,127.524178216334,-0.373893251944765,7.31945267428444,-0.541635835783675,254,2508,394,8,4,4,84,28,69,212,291,270,226,936,384,190,1696,312,42,2290,130,1,2506,1,0,2508,0,0,2508,0
42.2493765586035,1499.01995012469,65.9675810473815,2163,0,59.6955088045306,861.891323177452,92.7736174037028,-0.291114750437339,6.59197714668553,-0.410537648416273,194,2163,291,29,7,16,73,75,95,105,299,118,136,576,217,190,1036,272,115,1616,252,9,2135,20,0,2163,0,0,2163,0
34.0997506234414,1156.21695760599,54.5536159600997,1805,0,47.5457519513166,756.265453871802,76.0335779816417,-0.180364945844344,5.96075873748465,-0.253842632225406,154,1805,246,4,5,2,21,15,11,51,62,62,101,238,144,136,575,215,128,1021,221,29,1672,55,4,1793,6,0,1805,0
49.3815461346633,2053.9102244389,77.7531172069825,2557,0,92.5830573179976,897.830381217184,145.457422437473,-0.50186604384561,5.90291621692039,-0.739445602411881,295,2557,476,103,17,71,289,324,390,273,1165,476,106,2061,280,14,2472,61,1,2547,8,0,2557,0,0,2557,0,0,2557,0
44.9600997506234,1781.22194513716,70.7531172069825,2340,0,78.8780643234317,884.443693233752,122.845670455391,-0.40257658093572,6.2005302043399,-0.584925931440057,252,2340,375,28,5,19,162,97,182,228,580,370,184,1330,327,80,1975,227,6,2303,22,0,2339,1,0,2340,0,0,2340,0
43.4488778054863,1726.71072319202,69.3740648379052,2289,0,70.0023013870886,860.114282906974,110.889285512992,-0.379387724718056,6.14094297837496,-0.558680351360405,224,2289,340,21,7,22,175,99,179,209,585,328,171,1253,278,108,1812,210,22,2167,83,0,2289,0,0,2289,0,0,2289,0
54.8304239401496,2295.15960099751,86.860349127182,2870,0,107.426602778867,1027.2184748029,169.65063249547,-0.55421092790412,6.7428056723862,-0.817683775635539,370,2870,583,126,8,70,291,312,352,318,1183,561,142,2273,392,4,2839,26,0,2869,1,0,2870,0,0,2870,0,0,2870,0
43.0423940149626,1725.26184538653,68.2743142144638,2257,0,73.7221358546189,840.669356138139,114.659855039578,-0.3884032456173,5.90414504782819,-0.570391744519299,253,2257,379,26,6,20,181,103,215,190,673,360,169,1326,273,71,1889,201,10,2188,50,0,2257,0,0,2257,0,0,2257,0
45.9127182044888,1768.41396508728,71.5037406483791,2364,0,77.8745065212495,907.961685397082,120.756367782707,-0.391281497748167,6.48066643093758,-0.562005248073845,276,2364,410,30,10,11,110,88,137,233,460,304,225,1169,385,106,1901,207,30,2261,54,0,2364,0,0,2364,0,0,2364,0
49.0399002493766,1986.15461346633,78.1596009975062,2553,0,92.1294405683737,947.453961157817,146.269792961527,-0.463189786727212,6.45219209439089,-0.68432072803067,315,2553,488,49,11,33,196,159,214,297,759,484,190,1727,380,34,2376,120,2,2539,10,0,2553,0,0,2553,0,0,2553,0
48.9002493765586,1966.08728179551,77.6084788029925,2544,0,88.0479070738617,945.551706565207,139.001170909258,-0.453324338407712,6.51493225890498,-0.667790784233446,299,2544,463,59,10,38,207,153,210,276,723,434,194,1619,408,54,2295,147,10,2505,23,1,2542,1,0,2544,0,0,2544,0
42.5112219451372,1581.9102244389,66.7481296758105,2199,0,65.5382890410413,864.105059027899,101.44309807658,-0.326373059887594,6.41375311720698,-0.467977630550489,196,2199,280,6,7,14,100,47,70,168,309,259,162,845,267,168,1393,252,62,1914,140,0,2190,9,0,2199,0,0,2199,0
45.2593516209476,1836.57855361596,72.1596009975062,2365,0,81.3359927049844,870.670968048432,128.696241814583,-0.424782074664086,5.9784486544832,-0.62924554285927,303,2365,447,54,9,37,182,171,207,262,717,441,167,1563,337,39,2140,135,6,2329,22,1,2363,0,0,2365,0,0,2365,0
39.9650872817955,1563.31670822943,63.8653366583541,2125,0,62.2732197121807,816.415452736208,98.7355308782223,-0.326090371087207,5.96186139129788,-0.478486060966985,202,2125,309,28,5,23,109,91,126,155,413,215,178,917,299,130,1549,219,37,1956,78,3,2111,5,0,2123,2,0,2125,0
0.174563591022444,8.29177057356609,0.264339152119701,9,0,0.673288999152753,2.15882047484856,0.853305221001147,-0.002407414300071,0.00966799419362,-0.00345647076339,4,9,4,3,4,1,0,9,0,0,9,0,0,9,0,0,9,0,0,9,0,0,9,0,0,9,0,0,9,0
33.8379052369077,1221.19950124688,53.8478802992519,1776,0,40.745927196999,687.516612431171,64.256339056728,-0.22991848736368,5.36599490080768,-0.32667491718465,115,1776,173,19,13,13,72,80,71,101,272,151,108,581,144,86,899,152,105,1202,144,16,1703,36,0,1772,4,0,1776,0
15.3067331670823,353.820448877805,24.1670822942643,800,1,13.2080297329902,306.163823733944,19.988388492557,0.011114378233521,2.57139632262627,0.0315215692113,55,800,69,2,5,1,5,10,8,7,23,9,11,53,14,9,80,21,14,120,33,43,264,67,32,502,53,13,689,33
47.0922693266833,1845.57605985037,74.4189526184539,2455,0,78.1451680965953,932.935206526416,122.960809359342,-0.407618267763427,6.65036755127108,-0.594009565638144,254,2455,401,36,12,38,150,123,156,211,539,329,215,1232,384,109,1981,241,16,2359,57,1,2452,2,0,2455,0,0,2455,0
50.0274314214464,1976.5536159601,79.5885286783043,2636,0,87.3222983330739,1013.88740428694,137.689113723579,-0.428646294710984,7.20577865038896,-0.62971824170916,304,2636,460,38,6,31,122,133,155,250,531,277,280,1236,460,114,2145,278,10,2573,50,0,2636,0,0,2636,0,0,2636,0
25.3192019950125,803.658354114713,40.1745635910224,1333,0,26.428992154372,534.515540773104,41.2574720973293,-0.105209178546172,4.38894629098895,-0.141007555737522,85,1333,117,7,5,8,17,30,23,29,83,47,68,187,82,74,394,99,56,608,109,36,1037,89,11,1241,33,1,1327,4
21.9451371571072,645.508728179551,34.857855361596,1145,0,17.1559367895148,434.88889921677,26.5868406200068,-0.066846317043213,3.67596233297354,-0.083930658428556,51,1145,79,10,7,8,21,34,24,27,99,42,45,182,59,46,322,72,34,460,69,23,728,53,43,932,58,4,1120,11
46.6733167082294,1935.1072319202,74.4014962593516,2448,0,90.414040747614,888.098291033272,142.321002415085,-0.458293259388841,5.9327561692783,-0.680038523095247,332,2448,511,69,16,54,178,221,254,293,851,511,134,1842,324,18,2345,65,1,2431,14,0,2448,0,0,2448,0,0,2448,0
47.2793017456359,1973.88528678304,75.5835411471322,2490,0,83.0116225105352,880.26373389171,131.321514908009,-0.465619161052593,5.941234600067,-0.695510663639409,274,2490,420,86,14,77,246,307,318,237,1053,398,136,1848,268,43,2308,93,4,2459,20,0,2490,0,0,2490,0,0,2490,0
55.9526184538653,2388.8927680798,89.0673316708229,2943,0,122.523081440447,1042.3624691918,192.009969491565,-0.584723266460714,6.62732050470838,-0.870482190047269,435,2943,661,89,9,54,403,286,506,354,1473,649,36,2651,236,3,2933,7,0,2941,2,0,2943,0,0,2943,0,0,2943,0
57.5760598503741,2359.20698254364,90.1072319201995,2984,0,106.201661207949,1076.03443221063,165.826309914678,-0.565220344660736,7.21810492425653,-0.823145866676592,373,2984,571,119,12,76,283,312,337,363,1105,463,182,2190,425,25,2859,97,0,2982,2,0,2984,0,0,2984,0,0,2984,0
43.4189526184539,1588.57605985037,70.0174563591022,2315,0,66.1839727146198,948.880892133881,106.826552942047,-0.289094614210742,7.2170556816913,-0.42168422228012,218,2315,340,6,6,6,50,27,38,128,166,152,193,536,243,190,1114,333,120,1755,232,7,2297,10,0,2315,0,0,2315,0
